INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=0 t=7 var_idx=6 tp=0.804201 y_true=0.801286 y_pred=0.515441 diff=-0.285844 abs_err=0.285844
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=0 t=0 var_idx=6 tp=0.750188 y_true=0.799446 y_pred=0.515355 diff=-0.284091 abs_err=0.284091
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=0.476679 y_pred=0.756546 diff=0.279868 abs_err=0.279868
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.332135 y_pred=0.610807 diff=0.278672 abs_err=0.278672
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=0 t=13 var_idx=6 tp=0.858465 y_true=0.791325 y_pred=0.515500 diff=-0.275825 abs_err=0.275825
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=28 t=17 var_idx=10 tp=0.917729 y_true=0.736561 y_pred=0.465211 diff=-0.271349 abs_err=0.271349
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=60 t=18 var_idx=9 tp=0.889222 y_true=0.354205 y_pred=0.625085 diff=0.270880 abs_err=0.270880
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=60 t=21 var_idx=9 tp=0.916229 y_true=0.356358 y_pred=0.625092 diff=0.268734 abs_err=0.268734
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=4 t=15 var_idx=9 tp=0.892223 y_true=0.331422 y_pred=0.592485 diff=0.261063 abs_err=0.261063
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=0.508596 y_pred=0.766003 diff=0.257408 abs_err=0.257408
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=17 t=24 var_idx=8 tp=0.933233 y_true=0.407827 y_pred=0.407826 diff=-0.000000 abs_err=0.000000
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=16 t=16 var_idx=1 tp=0.878970 y_true=0.446696 y_pred=0.446586 diff=-0.000110 abs_err=0.000110
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=25 t=23 var_idx=8 tp=0.931233 y_true=0.406677 y_pred=0.406803 diff=0.000126 abs_err=0.000126
