INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=0 t=7 var_idx=6 tp=0.804201 y_true=0.801286 y_pred=0.518707 diff=-0.282578 abs_err=0.282578
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=0 t=0 var_idx=6 tp=0.750188 y_true=0.799446 y_pred=0.518619 diff=-0.280827 abs_err=0.280827
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=28 t=17 var_idx=10 tp=0.917729 y_true=0.736561 y_pred=0.459285 diff=-0.277276 abs_err=0.277276
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=0.476679 y_pred=0.751483 diff=0.274805 abs_err=0.274805
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.332135 y_pred=0.604761 diff=0.272626 abs_err=0.272626
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=0 t=13 var_idx=6 tp=0.858465 y_true=0.791325 y_pred=0.518767 diff=-0.272557 abs_err=0.272557
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=60 t=18 var_idx=9 tp=0.889222 y_true=0.354205 y_pred=0.618805 diff=0.264601 abs_err=0.264601
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=60 t=21 var_idx=9 tp=0.916229 y_true=0.356358 y_pred=0.618804 diff=0.262446 abs_err=0.262446
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=0.508596 y_pred=0.769959 diff=0.261364 abs_err=0.261364
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=4 t=15 var_idx=9 tp=0.892223 y_true=0.331422 y_pred=0.585792 diff=0.254369 abs_err=0.254369
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=60 t=17 var_idx=7 tp=0.882471 y_true=0.529942 y_pred=0.529952 diff=0.000010 abs_err=0.000010
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=4 t=19 var_idx=7 tp=0.939485 y_true=0.502041 y_pred=0.501987 diff=-0.000054 abs_err=0.000054
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=15 t=29 var_idx=9 tp=0.980495 y_true=0.650156 y_pred=0.650220 diff=0.000065 abs_err=0.000065
INFO | TOP_OK | split=test epoch=0 rank=1/3 b=0 t=1 var_idx=9 tp=0.756939 y_true=0.802629 y_pred=0.764109
INFO | TOP_OK | split=test epoch=0 rank=2/3 b=0 t=1 var_idx=11 tp=0.756939 y_true=0.434329 y_pred=0.427859
INFO | TOP_OK | split=test epoch=0 rank=3/3 b=0 t=3 var_idx=0 tp=0.770443 y_true=0.760019 y_pred=0.779344
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=0.476679 y_pred=0.834223 diff=0.357545 abs_err=0.357545
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=0.508596 y_pred=0.847225 diff=0.338629 abs_err=0.338629
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=0.760210 y_pred=0.448577 diff=-0.311633 abs_err=0.311633
INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.332135 y_pred=0.583543 diff=0.251408 abs_err=0.251408
INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=9 t=23 var_idx=9 tp=0.939735 y_true=0.789403 y_pred=0.562746 diff=-0.226657 abs_err=0.226657
INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=9 t=19 var_idx=9 tp=0.912728 y_true=0.786784 y_pred=0.562734 diff=-0.224051 abs_err=0.224051
INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=0 t=17 var_idx=9 tp=0.892223 y_true=0.625194 y_pred=0.845524 diff=0.220330 abs_err=0.220330
INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=60 t=18 var_idx=9 tp=0.889222 y_true=0.354205 y_pred=0.572249 diff=0.218044 abs_err=0.218044
INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=60 t=21 var_idx=9 tp=0.916229 y_true=0.356358 y_pred=0.572267 diff=0.215909 abs_err=0.215909
INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=0 t=14 var_idx=9 tp=0.865216 y_true=0.630143 y_pred=0.845511 diff=0.215368 abs_err=0.215368
INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=26 t=22 var_idx=11 tp=0.931233 y_true=0.373229 y_pred=0.373227 diff=-0.000003 abs_err=0.000003
INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=25 t=3 var_idx=11 tp=0.775694 y_true=0.381139 y_pred=0.381136 diff=-0.000004 abs_err=0.000004
INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=17 t=11 var_idx=11 tp=0.831708 y_true=0.375746 y_pred=0.375757 diff=0.000011 abs_err=0.000011
INFO | TOP_OK | split=test epoch=1 rank=1/3 b=0 t=1 var_idx=11 tp=0.756939 y_true=0.434329 y_pred=0.427586
INFO | TOP_OK | split=test epoch=1 rank=2/3 b=0 t=2 var_idx=3 tp=0.763691 y_true=0.792901 y_pred=0.790149
INFO | TOP_OK | split=test epoch=1 rank=3/3 b=0 t=3 var_idx=1 tp=0.770443 y_true=0.527914 y_pred=0.546304
INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=0.508596 y_pred=0.855349 diff=0.346753 abs_err=0.346753
INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=0.476679 y_pred=0.818451 diff=0.341773 abs_err=0.341773
INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=0.760210 y_pred=0.457883 diff=-0.302327 abs_err=0.302327
INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=9 t=23 var_idx=9 tp=0.939735 y_true=0.789403 y_pred=0.551692 diff=-0.237712 abs_err=0.237712
INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=9 t=19 var_idx=9 tp=0.912728 y_true=0.786784 y_pred=0.551677 diff=-0.235107 abs_err=0.235107
INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=60 t=7 var_idx=9 tp=0.808202 y_true=0.774074 y_pred=0.550180 diff=-0.223894 abs_err=0.223894
INFO | TOP_ERR | split=test epoch=2 rank=7/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.332135 y_pred=0.554391 diff=0.222256 abs_err=0.222256
INFO | TOP_ERR | split=test epoch=2 rank=8/10 b=60 t=11 var_idx=9 tp=0.835209 y_true=0.755868 y_pred=0.550218 diff=-0.205650 abs_err=0.205650
INFO | TOP_ERR | split=test epoch=2 rank=9/10 b=60 t=18 var_idx=9 tp=0.889222 y_true=0.354205 y_pred=0.550276 diff=0.196072 abs_err=0.196072
INFO | TOP_ERR | split=test epoch=2 rank=10/10 b=60 t=21 var_idx=9 tp=0.916229 y_true=0.356358 y_pred=0.550296 diff=0.193938 abs_err=0.193938
INFO | TOP_BEST | split=test epoch=2 rank=1/3 b=3 t=20 var_idx=4 tp=0.905726 y_true=0.538994 y_pred=0.538996 diff=0.000001 abs_err=0.000001
INFO | TOP_BEST | split=test epoch=2 rank=2/3 b=41 t=14 var_idx=1 tp=0.870718 y_true=0.485805 y_pred=0.485807 diff=0.000002 abs_err=0.000002
INFO | TOP_BEST | split=test epoch=2 rank=3/3 b=14 t=13 var_idx=11 tp=0.851963 y_true=0.369640 y_pred=0.369644 diff=0.000004 abs_err=0.000004
INFO | TOP_OK | split=test epoch=2 rank=1/3 b=0 t=0 var_idx=8 tp=0.750188 y_true=0.483026 y_pred=0.481897
INFO | TOP_OK | split=test epoch=2 rank=2/3 b=0 t=1 var_idx=9 tp=0.756939 y_true=0.802629 y_pred=0.807663
