INFO | EPOCH_009 | RANDOM 15 masked points (true, pred, diff, abs_err):
INFO | EPOCH_009 | [B=47, T=9, D=5] true=0.627270 pred=0.676265 diff=+0.048996 abs_err=0.048996
INFO | EPOCH_009 | [B=53, T=11, D=9] true=1.626727 pred=1.898068 diff=+0.271341 abs_err=0.271341
INFO | EPOCH_009 | [B=50, T=24, D=8] true=0.250360 pred=0.498687 diff=+0.248327 abs_err=0.248327
INFO | EPOCH_009 | [B=40, T=0, D=7] true=1.445438 pred=1.744553 diff=+0.299115 abs_err=0.299115
INFO | EPOCH_009 | [B=34, T=18, D=7] true=1.148207 pred=1.415867 diff=+0.267661 abs_err=0.267661
INFO | EPOCH_009 | [B=35, T=18, D=9] true=2.216741 pred=2.219638 diff=+0.002897 abs_err=0.002897
INFO | EPOCH_009 | [B=54, T=19, D=5] true=0.639238 pred=0.548575 diff=-0.090663 abs_err=0.090663
INFO | EPOCH_009 | [B=59, T=5, D=3] true=2.767415 pred=3.004687 diff=+0.237272 abs_err=0.237272
INFO | EPOCH_009 | [B=23, T=9, D=5] true=0.026703 pred=0.241669 diff=+0.214967 abs_err=0.214967
INFO | EPOCH_009 | [B=1, T=29, D=3] true=1.720781 pred=2.342227 diff=+0.621445 abs_err=0.621445
INFO | EPOCH_009 | [B=18, T=13, D=11] true=0.680897 pred=0.707426 diff=+0.026529 abs_err=0.026529
INFO | EPOCH_009 | [B=29, T=21, D=6] true=4.669146 pred=5.329121 diff=+0.659975 abs_err=0.659975
INFO | EPOCH_009 | [B=26, T=10, D=10] true=1.538313 pred=1.681286 diff=+0.142972 abs_err=0.142972
INFO | EPOCH_009 | [B=29, T=10, D=5] true=0.285864 pred=0.255753 diff=-0.030111 abs_err=0.030111
INFO | EPOCH_009 | [B=38, T=9, D=5] true=0.198799 pred=0.256138 diff=+0.057339 abs_err=0.057339
INFO | EPOCH_009 | TOP 5 WORST masked points (largest abs_err):
INFO | EPOCH_009 | [B=26, T=8, D=6] true=1.595185 pred=4.936776 diff=+3.341591 abs_err=3.341591
INFO | EPOCH_009 | [B=44, T=20, D=6] true=0.108967 pred=3.131396 diff=+3.022429 abs_err=3.022429
INFO | EPOCH_009 | [B=44, T=18, D=6] true=0.127504 pred=3.130728 diff=+3.003224 abs_err=3.003224
INFO | EPOCH_009 | [B=39, T=11, D=6] true=1.873883 pred=4.706698 diff=+2.832815 abs_err=2.832815
INFO | EPOCH_009 | [B=13, T=19, D=11] true=-0.300205 pred=2.135866 diff=+2.436070 abs_err=2.436070
INFO | EPOCH_009 | TOP 5 BEST/CORRECT masked points (smallest abs_err):
INFO | EPOCH_009 | [B=4, T=29, D=2] true=0.269738 pred=0.269635 diff=-0.000103 abs_err=0.000103
INFO | EPOCH_009 | [B=24, T=30, D=2] true=0.403605 pred=0.403449 diff=-0.000156 abs_err=0.000156
INFO | EPOCH_009 | [B=62, T=26, D=5] true=0.502541 pred=0.502338 diff=-0.000203 abs_err=0.000203
INFO | EPOCH_009 | [B=28, T=9, D=10] true=1.928285 pred=1.928020 diff=-0.000264 abs_err=0.000264
