INFO | SYSTEM | epoch=0 time=48.87s lr=0.0001 grad_norm=0.061074 mask_ratio_lastbatch=0.174268 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3488.00 cuda_mem_max_alloc_mb=3183.65
INFO | SYSTEM | epoch=1 time=49.24s lr=0.0001 grad_norm=0.076952 mask_ratio_lastbatch=0.162835 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=2 time=49.36s lr=0.0001 grad_norm=0.082346 mask_ratio_lastbatch=0.168841 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=3 time=49.43s lr=0.0001 grad_norm=0.057442 mask_ratio_lastbatch=0.179512 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=4 time=49.57s lr=0.0001 grad_norm=0.045554 mask_ratio_lastbatch=0.194360 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=5 time=43.30s lr=0.0001 grad_norm=0.051738 mask_ratio_lastbatch=0.175244 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=6 time=43.18s lr=0.0001 grad_norm=0.104771 mask_ratio_lastbatch=0.172927 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=7 time=43.26s lr=0.0001 grad_norm=0.028055 mask_ratio_lastbatch=0.183445 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=8 time=43.28s lr=0.0001 grad_norm=0.070770 mask_ratio_lastbatch=0.171037 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=9 time=43.18s lr=0.0001 grad_norm=0.157060 mask_ratio_lastbatch=0.167561 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=10 time=43.17s lr=0.0001 grad_norm=0.064860 mask_ratio_lastbatch=0.160091 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=11 time=43.19s lr=0.0001 grad_norm=0.085668 mask_ratio_lastbatch=0.178384 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=12 time=43.20s lr=0.0001 grad_norm=0.136586 mask_ratio_lastbatch=0.160152 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=13 time=43.23s lr=5e-05 grad_norm=0.025175 mask_ratio_lastbatch=0.182378 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=14 time=43.23s lr=5e-05 grad_norm=0.014188 mask_ratio_lastbatch=0.174573 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=15 time=43.24s lr=5e-05 grad_norm=0.111566 mask_ratio_lastbatch=0.168659 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=16 time=43.41s lr=5e-05 grad_norm=0.117048 mask_ratio_lastbatch=0.175213 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=17 time=43.68s lr=5e-05 grad_norm=0.027714 mask_ratio_lastbatch=0.163720 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
