INFO | SYSTEM | epoch=0 time=49.06s lr=0.0001 grad_norm=0.064042 mask_ratio_lastbatch=0.171402 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3488.00 cuda_mem_max_alloc_mb=3183.65
INFO | SYSTEM | epoch=1 time=49.41s lr=0.0001 grad_norm=0.034480 mask_ratio_lastbatch=0.185335 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=2 time=43.60s lr=0.0001 grad_norm=0.029321 mask_ratio_lastbatch=0.169573 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=3 time=43.94s lr=0.0001 grad_norm=0.231613 mask_ratio_lastbatch=0.174665 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=4 time=43.91s lr=0.0001 grad_norm=0.083951 mask_ratio_lastbatch=0.178384 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=5 time=43.92s lr=0.0001 grad_norm=0.061823 mask_ratio_lastbatch=0.175366 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=6 time=43.90s lr=0.0001 grad_norm=0.046497 mask_ratio_lastbatch=0.176067 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=7 time=43.97s lr=0.0001 grad_norm=0.353977 mask_ratio_lastbatch=0.174238 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=8 time=43.85s lr=0.0001 grad_norm=0.027879 mask_ratio_lastbatch=0.171707 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=9 time=43.74s lr=0.0001 grad_norm=0.203819 mask_ratio_lastbatch=0.180701 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
INFO | SYSTEM | epoch=10 time=43.88s lr=5e-05 grad_norm=0.034004 mask_ratio_lastbatch=0.158293 cuda_mem_alloc_mb=243.53 cuda_mem_reserved_mb=3490.00 cuda_mem_max_alloc_mb=3185.00
