INFO | EPOCH_009 | RANDOM 15 masked points (true, pred, diff, abs_err):
INFO | EPOCH_009 | [B=27, T=48, D=61] true=0.200000 pred=0.206332 diff=+0.006332 abs_err=0.006332
INFO | EPOCH_009 | [B=18, T=8, D=6] true=0.045576 pred=0.049714 diff=+0.004138 abs_err=0.004138
INFO | EPOCH_009 | [B=8, T=4, D=32] true=0.792500 pred=0.820577 diff=+0.028077 abs_err=0.028077
INFO | EPOCH_009 | [B=28, T=3, D=49] true=0.350000 pred=0.343247 diff=-0.006753 abs_err=0.006753
INFO | EPOCH_009 | [B=4, T=1, D=25] true=0.458042 pred=0.509624 diff=+0.051582 abs_err=0.051582
INFO | EPOCH_009 | [B=15, T=30, D=73] true=0.058824 pred=0.069550 diff=+0.010727 abs_err=0.010727
INFO | EPOCH_009 | [B=29, T=1, D=5] true=0.043590 pred=0.064302 diff=+0.020712 abs_err=0.020712
INFO | EPOCH_009 | [B=28, T=7, D=50] true=0.192771 pred=0.211400 diff=+0.018629 abs_err=0.018629
INFO | EPOCH_009 | [B=14, T=0, D=55] true=0.428822 pred=0.183798 diff=-0.245024 abs_err=0.245024
INFO | EPOCH_009 | [B=13, T=66, D=43] true=0.054983 pred=0.069594 diff=+0.014611 abs_err=0.014611
INFO | EPOCH_009 | [B=14, T=1, D=0] true=0.185185 pred=0.221357 diff=+0.036172 abs_err=0.036172
INFO | EPOCH_009 | [B=26, T=2, D=3] true=0.500000 pred=0.545462 diff=+0.045462 abs_err=0.045462
INFO | EPOCH_009 | [B=15, T=35, D=18] true=0.020000 pred=0.085803 diff=+0.065803 abs_err=0.065803
INFO | EPOCH_009 | [B=15, T=35, D=4] true=0.014388 pred=0.028339 diff=+0.013950 abs_err=0.013950
INFO | EPOCH_009 | [B=21, T=11, D=26] true=0.409953 pred=0.408572 diff=-0.001380 abs_err=0.001380
INFO | EPOCH_009 | TOP 5 WORST masked points (largest abs_err):
INFO | EPOCH_009 | [B=13, T=83, D=45] true=0.993049 pred=0.113118 diff=-0.879931 abs_err=0.879931
INFO | EPOCH_009 | [B=13, T=40, D=45] true=0.993049 pred=0.119704 diff=-0.873344 abs_err=0.873344
INFO | EPOCH_009 | [B=23, T=60, D=45] true=0.993049 pred=0.129786 diff=-0.863263 abs_err=0.863263
