INFO | EPOCH_009 | RANDOM 15 masked points (true, pred, diff, abs_err):
INFO | EPOCH_009 | [B=2, T=13, D=33] true=0.180000 pred=0.166805 diff=-0.013195 abs_err=0.013195
INFO | EPOCH_009 | [B=29, T=6, D=26] true=0.406077 pred=0.336273 diff=-0.069804 abs_err=0.069804
INFO | EPOCH_009 | [B=20, T=7, D=22] true=0.077273 pred=0.064611 diff=-0.012662 abs_err=0.012662
INFO | EPOCH_009 | [B=5, T=0, D=4] true=0.204863 pred=0.189001 diff=-0.015861 abs_err=0.015861
INFO | EPOCH_009 | [B=12, T=23, D=35] true=0.421053 pred=0.457143 diff=+0.036090 abs_err=0.036090
INFO | EPOCH_009 | [B=31, T=4, D=39] true=0.036364 pred=0.010307 diff=-0.026057 abs_err=0.026057
INFO | EPOCH_009 | [B=29, T=2, D=13] true=0.241758 pred=0.227551 diff=-0.014207 abs_err=0.014207
INFO | EPOCH_009 | [B=9, T=15, D=39] true=0.010909 pred=0.004828 diff=-0.006081 abs_err=0.006081
INFO | EPOCH_009 | [B=28, T=10, D=19] true=0.406619 pred=0.399240 diff=-0.007379 abs_err=0.007379
INFO | EPOCH_009 | [B=29, T=0, D=35] true=0.389474 pred=0.406065 diff=+0.016592 abs_err=0.016592
INFO | EPOCH_009 | [B=24, T=4, D=22] true=0.086364 pred=0.079484 diff=-0.006879 abs_err=0.006879
INFO | EPOCH_009 | [B=2, T=23, D=27] true=0.420140 pred=0.398094 diff=-0.022046 abs_err=0.022046
INFO | EPOCH_009 | [B=3, T=7, D=4] true=0.105074 pred=0.100095 diff=-0.004979 abs_err=0.004979
INFO | EPOCH_009 | [B=28, T=16, D=39] true=0.003636 pred=0.013468 diff=+0.009831 abs_err=0.009831
INFO | EPOCH_009 | [B=22, T=4, D=39] true=0.004091 pred=0.005205 diff=+0.001114 abs_err=0.001114
INFO | EPOCH_009 | TOP 5 WORST masked points (largest abs_err):
INFO | EPOCH_009 | [B=2, T=24, D=15] true=0.000000 pred=0.951930 diff=+0.951930 abs_err=0.951930
INFO | EPOCH_009 | [B=2, T=21, D=34] true=0.290000 pred=1.099230 diff=+0.809230 abs_err=0.809230
INFO | EPOCH_009 | [B=2, T=20, D=15] true=0.250000 pred=0.951905 diff=+0.701905 abs_err=0.701905
INFO | EPOCH_009 | [B=2, T=16, D=15] true=0.250000 pred=0.951804 diff=+0.701804 abs_err=0.701804
INFO | EPOCH_009 | [B=24, T=23, D=15] true=0.000000 pred=0.671353 diff=+0.671353 abs_err=0.671353
INFO | EPOCH_009 | TOP 5 BEST/CORRECT masked points (smallest abs_err):
INFO | EPOCH_009 | [B=29, T=4, D=39] true=0.005455 pred=0.005454 diff=-0.000001 abs_err=0.000001
INFO | EPOCH_009 | [B=1, T=2, D=39] true=0.007273 pred=0.007271 diff=-0.000002 abs_err=0.000002
INFO | EPOCH_009 | [B=31, T=5, D=26] true=0.292818 pred=0.292819 diff=+0.000002 abs_err=0.000002
INFO | EPOCH_009 | [B=9, T=2, D=39] true=0.004545 pred=0.004550 diff=+0.000005 abs_err=0.000005
INFO | EPOCH_009 | [B=16, T=20, D=31] true=0.010027 pred=0.010033 diff=+0.000006 abs_err=0.000006
INFO | EPOCH_019 | RANDOM 15 masked points (true, pred, diff, abs_err):
INFO | EPOCH_019 | [B=9, T=16, D=36] true=0.923333 pred=0.927641 diff=+0.004308 abs_err=0.004308
INFO | EPOCH_019 | [B=25, T=20, D=36] true=0.916667 pred=0.945719 diff=+0.029052 abs_err=0.029052
INFO | EPOCH_019 | [B=2, T=19, D=19] true=0.307329 pred=0.323608 diff=+0.016280 abs_err=0.016280
INFO | EPOCH_019 | [B=19, T=12, D=4] true=0.156448 pred=0.161951 diff=+0.005503 abs_err=0.005503
INFO | EPOCH_019 | [B=1, T=13, D=39] true=0.004545 pred=0.017742 diff=+0.013197 abs_err=0.013197
INFO | EPOCH_019 | [B=3, T=7, D=26] true=0.176796 pred=0.280813 diff=+0.104017 abs_err=0.104017
INFO | EPOCH_019 | [B=4, T=0, D=29] true=0.440000 pred=0.363075 diff=-0.076925 abs_err=0.076925
INFO | EPOCH_019 | [B=21, T=5, D=19] true=0.449173 pred=0.469104 diff=+0.019931 abs_err=0.019931
INFO | EPOCH_019 | [B=31, T=15, D=28] true=0.432398 pred=0.446173 diff=+0.013775 abs_err=0.013775
INFO | EPOCH_019 | [B=19, T=10, D=30] true=0.188000 pred=0.234835 diff=+0.046835 abs_err=0.046835
INFO | EPOCH_019 | [B=0, T=13, D=39] true=0.002727 pred=0.013865 diff=+0.011138 abs_err=0.011138
INFO | EPOCH_019 | [B=24, T=2, D=23] true=0.352349 pred=0.338761 diff=-0.013588 abs_err=0.013588
INFO | EPOCH_019 | [B=25, T=15, D=31] true=0.009619 pred=0.006114 diff=-0.003505 abs_err=0.003505
INFO | EPOCH_019 | [B=24, T=9, D=30] true=0.110000 pred=0.191074 diff=+0.081074 abs_err=0.081074
INFO | EPOCH_019 | [B=4, T=6, D=8] true=0.004134 pred=0.020503 diff=+0.016368 abs_err=0.016368
INFO | EPOCH_019 | TOP 5 WORST masked points (largest abs_err):
INFO | EPOCH_019 | [B=16, T=4, D=15] true=0.166667 pred=0.926613 diff=+0.759946 abs_err=0.759946
INFO | EPOCH_019 | [B=4, T=0, D=15] true=0.000000 pred=0.701073 diff=+0.701073 abs_err=0.701073
INFO | EPOCH_019 | [B=25, T=16, D=14] true=1.000000 pred=0.376312 diff=-0.623688 abs_err=0.623688
INFO | EPOCH_019 | [B=25, T=15, D=30] true=0.934000 pred=0.364733 diff=-0.569267 abs_err=0.569267
INFO | EPOCH_019 | [B=30, T=20, D=14] true=1.000000 pred=0.463780 diff=-0.536220 abs_err=0.536220
INFO | EPOCH_019 | TOP 5 BEST/CORRECT masked points (smallest abs_err):
INFO | EPOCH_019 | [B=2, T=23, D=19] true=0.515366 pred=0.515370 diff=+0.000003 abs_err=0.000003
INFO | EPOCH_019 | [B=24, T=5, D=4] true=0.204863 pred=0.204866 diff=+0.000003 abs_err=0.000003
INFO | EPOCH_019 | [B=5, T=13, D=22] true=0.063636 pred=0.063643 diff=+0.000006 abs_err=0.000006
INFO | EPOCH_019 | [B=2, T=22, D=19] true=0.515366 pred=0.515375 diff=+0.000009 abs_err=0.000009
INFO | EPOCH_019 | [B=6, T=0, D=4] true=0.232558 pred=0.232545 diff=-0.000013 abs_err=0.000013
INFO | EPOCH_029 | RANDOM 15 masked points (true, pred, diff, abs_err):
INFO | EPOCH_029 | [B=2, T=2, D=36] true=0.925000 pred=0.917395 diff=-0.007605 abs_err=0.007605
INFO | EPOCH_029 | [B=6, T=0, D=19] true=0.486998 pred=0.475136 diff=-0.011862 abs_err=0.011862
INFO | EPOCH_029 | [B=29, T=15, D=17] true=0.404255 pred=0.434763 diff=+0.030507 abs_err=0.030507
INFO | EPOCH_029 | [B=6, T=13, D=19] true=0.477541 pred=0.472268 diff=-0.005273 abs_err=0.005273
INFO | EPOCH_029 | [B=29, T=3, D=19] true=0.397163 pred=0.376363 diff=-0.020801 abs_err=0.020801
INFO | EPOCH_029 | [B=11, T=1, D=4] true=0.163214 pred=0.170978 diff=+0.007764 abs_err=0.007764
INFO | EPOCH_029 | [B=1, T=0, D=39] true=0.008182 pred=0.014744 diff=+0.006562 abs_err=0.006562
INFO | EPOCH_029 | [B=20, T=16, D=17] true=0.319149 pred=0.372099 diff=+0.052950 abs_err=0.052950
INFO | EPOCH_029 | [B=8, T=13, D=13] true=0.260073 pred=0.241709 diff=-0.018364 abs_err=0.018364
INFO | EPOCH_029 | [B=0, T=2, D=23] true=0.258389 pred=0.235393 diff=-0.022996 abs_err=0.022996
INFO | EPOCH_029 | [B=22, T=16, D=28] true=0.539541 pred=0.510457 diff=-0.029084 abs_err=0.029084
INFO | EPOCH_029 | [B=3, T=10, D=26] true=0.320442 pred=0.344466 diff=+0.024024 abs_err=0.024024
INFO | EPOCH_029 | [B=12, T=0, D=35] true=0.498246 pred=0.507400 diff=+0.009155 abs_err=0.009155
INFO | EPOCH_029 | [B=2, T=21, D=26] true=0.298343 pred=0.356760 diff=+0.058417 abs_err=0.058417
INFO | EPOCH_029 | [B=13, T=18, D=24] true=0.000000 pred=0.009841 diff=+0.009841 abs_err=0.009841
INFO | EPOCH_029 | TOP 5 WORST masked points (largest abs_err):
INFO | EPOCH_029 | [B=23, T=0, D=15] true=0.000000 pred=0.946159 diff=+0.946159 abs_err=0.946159
