2025-12-22 03:37:44,713 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=1 t=0 var_idx=34 tp=1.000000 y_true=1.000000 y_pred=0.082937 diff=-0.917063 abs_err=0.917063
2025-12-22 03:37:44,714 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=1 t=5 var_idx=28 tp=1.463889 y_true=0.621586 y_pred=0.112837 diff=-0.508749 abs_err=0.508749
2025-12-22 03:37:44,714 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=1 t=45 var_idx=60 tp=1.744445 y_true=0.799197 y_pred=0.390773 diff=-0.408424 abs_err=0.408424
2025-12-22 03:37:44,714 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=1 t=40 var_idx=60 tp=1.728472 y_true=0.799197 y_pred=0.390828 diff=-0.408369 abs_err=0.408369
2025-12-22 03:37:44,714 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=1 t=58 var_idx=36 tp=1.787500 y_true=0.499917 y_pred=0.187616 diff=-0.312300 abs_err=0.312300
2025-12-22 03:37:44,714 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=1 t=52 var_idx=36 tp=1.766667 y_true=0.499917 y_pred=0.187691 diff=-0.312225 abs_err=0.312225
2025-12-22 03:37:44,715 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=1 t=6 var_idx=17 tp=1.469445 y_true=0.206278 y_pred=0.513631 diff=0.307353 abs_err=0.307353
2025-12-22 03:37:44,715 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=1 t=0 var_idx=35 tp=1.000000 y_true=0.750000 y_pred=0.452315 diff=-0.297685 abs_err=0.297685
2025-12-22 03:37:44,715 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=3 t=58 var_idx=43 tp=1.379167 y_true=0.555556 y_pred=0.268467 diff=-0.287089 abs_err=0.287089
2025-12-22 03:37:44,715 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=3 t=50 var_idx=43 tp=1.352083 y_true=0.555556 y_pred=0.268483 diff=-0.287072 abs_err=0.287072
2025-12-22 03:37:44,716 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=1 t=12 var_idx=50 tp=1.547222 y_true=0.180723 y_pred=0.180939 diff=0.000216 abs_err=0.000216
2025-12-22 03:37:44,716 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=2 t=2 var_idx=17 tp=1.065972 y_true=0.403587 y_pred=0.403962 diff=0.000375 abs_err=0.000375
2025-12-22 03:37:44,716 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=1 t=64 var_idx=8 tp=1.805556 y_true=0.184397 y_pred=0.184781 diff=0.000384 abs_err=0.000384
2025-12-22 03:37:44,716 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 03:40:50,122 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=1 t=0 var_idx=34 tp=1.000000 y_true=1.000000 y_pred=0.074663 diff=-0.925337 abs_err=0.925337
2025-12-22 03:40:50,123 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=1 t=5 var_idx=28 tp=1.463889 y_true=0.621586 y_pred=0.133319 diff=-0.488267 abs_err=0.488267
2025-12-22 03:40:50,123 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=1 t=45 var_idx=60 tp=1.744445 y_true=0.799197 y_pred=0.399463 diff=-0.399734 abs_err=0.399734
2025-12-22 03:40:50,123 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=1 t=40 var_idx=60 tp=1.728472 y_true=0.799197 y_pred=0.399565 diff=-0.399632 abs_err=0.399632
2025-12-22 03:40:50,123 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=1 t=58 var_idx=36 tp=1.787500 y_true=0.499917 y_pred=0.161687 diff=-0.338230 abs_err=0.338230
2025-12-22 03:40:50,124 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=1 t=52 var_idx=36 tp=1.766667 y_true=0.499917 y_pred=0.161764 diff=-0.338152 abs_err=0.338152
2025-12-22 03:40:50,124 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=1 t=0 var_idx=35 tp=1.000000 y_true=0.750000 y_pred=0.442263 diff=-0.307737 abs_err=0.307737
2025-12-22 03:40:50,124 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=1 t=6 var_idx=17 tp=1.469445 y_true=0.206278 y_pred=0.499404 diff=0.293126 abs_err=0.293126
