2025-12-22 03:37:53,604 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=1 t=0 var_idx=34 tp=1.000000 y_true=1.000000 y_pred=0.087288 diff=-0.912712 abs_err=0.912712
2025-12-22 03:37:53,604 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=3 t=59 var_idx=62 tp=1.388889 y_true=0.857988 y_pred=0.321668 diff=-0.536320 abs_err=0.536320
2025-12-22 03:37:53,604 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=3 t=54 var_idx=62 tp=1.368056 y_true=0.857988 y_pred=0.321702 diff=-0.536287 abs_err=0.536287
2025-12-22 03:37:53,605 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=3 t=24 var_idx=62 tp=1.127083 y_true=0.857988 y_pred=0.322035 diff=-0.535954 abs_err=0.535954
2025-12-22 03:37:53,605 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=3 t=19 var_idx=62 tp=1.106250 y_true=0.857988 y_pred=0.322059 diff=-0.535929 abs_err=0.535929
2025-12-22 03:37:53,605 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=1 t=45 var_idx=60 tp=1.744445 y_true=0.799197 y_pred=0.316010 diff=-0.483187 abs_err=0.483187
2025-12-22 03:37:53,605 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=1 t=40 var_idx=60 tp=1.728472 y_true=0.799197 y_pred=0.316045 diff=-0.483151 abs_err=0.483151
2025-12-22 03:37:53,605 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=1 t=5 var_idx=28 tp=1.463889 y_true=0.621586 y_pred=0.139008 diff=-0.482578 abs_err=0.482578
2025-12-22 03:37:53,605 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=3 t=58 var_idx=43 tp=1.379167 y_true=0.555556 y_pred=0.180770 diff=-0.374785 abs_err=0.374785
2025-12-22 03:37:53,605 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=3 t=50 var_idx=43 tp=1.352083 y_true=0.555556 y_pred=0.180911 diff=-0.374644 abs_err=0.374644
2025-12-22 03:37:53,606 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=2 t=3 var_idx=53 tp=1.083333 y_true=0.032258 y_pred=0.032203 diff=-0.000055 abs_err=0.000055
