2025-12-22 03:37:44,717 | INFO | SYSTEM | epoch=0 time=197.82s lr=0.0001 grad_norm=12.373957 mask_ratio_lastbatch=0.011036 cuda_mem_alloc_mb=844.52 cuda_mem_reserved_mb=3604.00 cuda_mem_max_alloc_mb=3412.88
2025-12-22 03:40:50,126 | INFO | SYSTEM | epoch=1 time=185.41s lr=0.0001 grad_norm=13.130899 mask_ratio_lastbatch=0.046007 cuda_mem_alloc_mb=843.94 cuda_mem_reserved_mb=3938.00 cuda_mem_max_alloc_mb=3414.38
2025-12-22 03:44:00,484 | INFO | SYSTEM | epoch=2 time=190.36s lr=0.0001 grad_norm=13.697176 mask_ratio_lastbatch=0.007534 cuda_mem_alloc_mb=844.75 cuda_mem_reserved_mb=3938.00 cuda_mem_max_alloc_mb=3414.38
2025-12-22 03:47:07,679 | INFO | SYSTEM | epoch=3 time=187.19s lr=0.0001 grad_norm=14.798520 mask_ratio_lastbatch=0.038715 cuda_mem_alloc_mb=844.01 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3414.38
2025-12-22 03:50:02,681 | INFO | SYSTEM | epoch=4 time=175.00s lr=0.0001 grad_norm=15.921082 mask_ratio_lastbatch=0.032475 cuda_mem_alloc_mb=843.53 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3415.18
2025-12-22 03:53:12,954 | INFO | SYSTEM | epoch=5 time=190.27s lr=0.0001 grad_norm=16.458221 mask_ratio_lastbatch=0.017270 cuda_mem_alloc_mb=844.32 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3415.18
2025-12-22 03:56:21,632 | INFO | SYSTEM | epoch=6 time=188.68s lr=0.0001 grad_norm=17.496769 mask_ratio_lastbatch=0.014369 cuda_mem_alloc_mb=844.38 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3415.18
2025-12-22 03:59:17,813 | INFO | SYSTEM | epoch=7 time=176.18s lr=0.0001 grad_norm=18.351890 mask_ratio_lastbatch=0.009749 cuda_mem_alloc_mb=843.92 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3415.18
2025-12-22 04:02:13,160 | INFO | SYSTEM | epoch=8 time=175.35s lr=0.0001 grad_norm=19.388918 mask_ratio_lastbatch=0.016183 cuda_mem_alloc_mb=843.46 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3415.18
2025-12-22 04:05:09,236 | INFO | SYSTEM | epoch=9 time=176.08s lr=0.0001 grad_norm=20.505224 mask_ratio_lastbatch=0.053819 cuda_mem_alloc_mb=843.55 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3415.18
2025-12-22 04:08:09,804 | INFO | SYSTEM | epoch=10 time=180.57s lr=0.0001 grad_norm=21.596946 mask_ratio_lastbatch=0.007309 cuda_mem_alloc_mb=844.89 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3415.18
