2025-12-22 03:37:33,435 | INFO | SYSTEM | epoch=0 time=186.46s lr=0.0001 grad_norm=22.690575 mask_ratio_lastbatch=0.027138 cuda_mem_alloc_mb=843.53 cuda_mem_reserved_mb=3378.00 cuda_mem_max_alloc_mb=3231.53
2025-12-22 03:40:33,174 | INFO | SYSTEM | epoch=1 time=179.74s lr=0.0001 grad_norm=24.619251 mask_ratio_lastbatch=0.012316 cuda_mem_alloc_mb=844.04 cuda_mem_reserved_mb=3710.00 cuda_mem_max_alloc_mb=3232.53
2025-12-22 03:43:30,344 | INFO | SYSTEM | epoch=2 time=177.17s lr=0.0001 grad_norm=26.994880 mask_ratio_lastbatch=0.006838 cuda_mem_alloc_mb=844.21 cuda_mem_reserved_mb=3710.00 cuda_mem_max_alloc_mb=3232.75
2025-12-22 03:46:27,173 | INFO | SYSTEM | epoch=3 time=176.83s lr=0.0001 grad_norm=28.906195 mask_ratio_lastbatch=0.004684 cuda_mem_alloc_mb=844.08 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3232.75
2025-12-22 03:49:10,278 | INFO | SYSTEM | epoch=4 time=163.10s lr=0.0001 grad_norm=30.872021 mask_ratio_lastbatch=0.010027 cuda_mem_alloc_mb=843.28 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 03:51:55,309 | INFO | SYSTEM | epoch=5 time=165.03s lr=0.0001 grad_norm=32.053458 mask_ratio_lastbatch=0.006524 cuda_mem_alloc_mb=843.11 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 03:54:54,817 | INFO | SYSTEM | epoch=6 time=179.51s lr=0.0001 grad_norm=33.102731 mask_ratio_lastbatch=0.005345 cuda_mem_alloc_mb=844.09 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 03:57:40,342 | INFO | SYSTEM | epoch=7 time=165.52s lr=0.0001 grad_norm=33.410045 mask_ratio_lastbatch=0.066406 cuda_mem_alloc_mb=842.86 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:00:27,125 | INFO | SYSTEM | epoch=8 time=166.78s lr=0.0001 grad_norm=33.979459 mask_ratio_lastbatch=0.011628 cuda_mem_alloc_mb=843.23 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:03:14,651 | INFO | SYSTEM | epoch=9 time=167.52s lr=0.0001 grad_norm=34.428362 mask_ratio_lastbatch=0.019401 cuda_mem_alloc_mb=842.90 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:06:02,479 | INFO | SYSTEM | epoch=10 time=167.83s lr=0.0001 grad_norm=34.872103 mask_ratio_lastbatch=0.019375 cuda_mem_alloc_mb=843.50 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:08:48,263 | INFO | SYSTEM | epoch=11 time=165.78s lr=0.0001 grad_norm=35.286883 mask_ratio_lastbatch=0.027158 cuda_mem_alloc_mb=843.21 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:11:31,106 | INFO | SYSTEM | epoch=12 time=162.84s lr=0.0001 grad_norm=36.310478 mask_ratio_lastbatch=0.030320 cuda_mem_alloc_mb=842.82 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:14:10,962 | INFO | SYSTEM | epoch=13 time=159.85s lr=0.0001 grad_norm=36.947061 mask_ratio_lastbatch=0.088021 cuda_mem_alloc_mb=842.75 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:16:52,521 | INFO | SYSTEM | epoch=14 time=161.56s lr=0.0001 grad_norm=37.345459 mask_ratio_lastbatch=0.008440 cuda_mem_alloc_mb=843.38 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:19:51,156 | INFO | SYSTEM | epoch=15 time=178.63s lr=0.0001 grad_norm=38.080976 mask_ratio_lastbatch=0.031851 cuda_mem_alloc_mb=843.53 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.19
2025-12-22 04:22:39,126 | INFO | SYSTEM | epoch=16 time=167.97s lr=0.0001 grad_norm=38.531034 mask_ratio_lastbatch=0.009408 cuda_mem_alloc_mb=844.09 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.33
2025-12-22 04:25:16,243 | INFO | SYSTEM | epoch=17 time=157.12s lr=0.0001 grad_norm=39.549159 mask_ratio_lastbatch=0.062500 cuda_mem_alloc_mb=842.80 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.33
2025-12-22 04:27:57,193 | INFO | SYSTEM | epoch=18 time=160.95s lr=0.0001 grad_norm=39.995054 mask_ratio_lastbatch=0.032639 cuda_mem_alloc_mb=842.89 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.33
2025-12-22 04:30:59,177 | INFO | SYSTEM | epoch=19 time=181.98s lr=0.0001 grad_norm=40.824935 mask_ratio_lastbatch=0.055990 cuda_mem_alloc_mb=843.49 cuda_mem_reserved_mb=3712.00 cuda_mem_max_alloc_mb=3233.33
