2025-12-22 03:39:02,298 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=1 t=0 var_idx=34 tp=1.000000 y_true=1.000000 y_pred=0.056382 diff=-0.943618 abs_err=0.943618
2025-12-22 03:39:02,299 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=1 t=40 var_idx=60 tp=1.728472 y_true=0.799197 y_pred=0.327580 diff=-0.471616 abs_err=0.471616
2025-12-22 03:39:02,299 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=1 t=45 var_idx=60 tp=1.744445 y_true=0.799197 y_pred=0.327631 diff=-0.471566 abs_err=0.471566
2025-12-22 03:39:02,299 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=1 t=5 var_idx=28 tp=1.463889 y_true=0.621586 y_pred=0.154862 diff=-0.466723 abs_err=0.466723
2025-12-22 03:39:02,299 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=3 t=50 var_idx=43 tp=1.352083 y_true=0.555556 y_pred=0.155025 diff=-0.400530 abs_err=0.400530
2025-12-22 03:39:02,299 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=3 t=58 var_idx=43 tp=1.379167 y_true=0.555556 y_pred=0.155092 diff=-0.400464 abs_err=0.400464
2025-12-22 03:39:02,300 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=1 t=0 var_idx=35 tp=1.000000 y_true=0.750000 y_pred=0.433848 diff=-0.316152 abs_err=0.316152
2025-12-22 03:39:02,300 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=1 t=52 var_idx=36 tp=1.766667 y_true=0.499917 y_pred=0.185136 diff=-0.314780 abs_err=0.314780
2025-12-22 03:39:02,300 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=1 t=58 var_idx=36 tp=1.787500 y_true=0.499917 y_pred=0.185210 diff=-0.314707 abs_err=0.314707
2025-12-22 03:39:02,300 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=1 t=6 var_idx=17 tp=1.469445 y_true=0.206278 y_pred=0.511910 diff=0.305632 abs_err=0.305632
2025-12-22 03:39:02,300 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=1 t=64 var_idx=16 tp=1.805556 y_true=0.466960 y_pred=0.466887 diff=-0.000074 abs_err=0.000074
2025-12-22 03:39:02,300 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=1 t=64 var_idx=2 tp=1.805556 y_true=0.242798 y_pred=0.241977 diff=-0.000821 abs_err=0.000821
2025-12-22 03:39:02,301 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=3 t=63 var_idx=53 tp=1.416667 y_true=0.046774 y_pred=0.048243 diff=0.001469 abs_err=0.001469
2025-12-22 03:39:02,301 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-22 03:43:09,116 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=1 t=0 var_idx=34 tp=1.000000 y_true=1.000000 y_pred=0.091826 diff=-0.908174 abs_err=0.908174
2025-12-22 03:43:09,116 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=1 t=5 var_idx=28 tp=1.463889 y_true=0.621586 y_pred=0.172211 diff=-0.449375 abs_err=0.449375
2025-12-22 03:43:09,116 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=1 t=45 var_idx=60 tp=1.744445 y_true=0.799197 y_pred=0.393377 diff=-0.405820 abs_err=0.405820
2025-12-22 03:43:09,116 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=1 t=40 var_idx=60 tp=1.728472 y_true=0.799197 y_pred=0.393414 diff=-0.405782 abs_err=0.405782
2025-12-22 03:43:09,117 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=1 t=0 var_idx=35 tp=1.000000 y_true=0.750000 y_pred=0.387238 diff=-0.362762 abs_err=0.362762
2025-12-22 03:43:09,117 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=3 t=50 var_idx=43 tp=1.352083 y_true=0.555556 y_pred=0.196261 diff=-0.359294 abs_err=0.359294
2025-12-22 03:43:09,117 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=3 t=58 var_idx=43 tp=1.379167 y_true=0.555556 y_pred=0.196306 diff=-0.359250 abs_err=0.359250
2025-12-22 03:43:09,117 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=1 t=52 var_idx=36 tp=1.766667 y_true=0.499917 y_pred=0.180430 diff=-0.319487 abs_err=0.319487
2025-12-22 03:43:09,117 | INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=1 t=58 var_idx=36 tp=1.787500 y_true=0.499917 y_pred=0.180498 diff=-0.319419 abs_err=0.319419
2025-12-22 03:43:09,117 | INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=1 t=6 var_idx=17 tp=1.469445 y_true=0.206278 y_pred=0.502728 diff=0.296450 abs_err=0.296450
2025-12-22 03:43:09,118 | INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=2 t=2 var_idx=20 tp=1.065972 y_true=0.647727 y_pred=0.647680 diff=-0.000048 abs_err=0.000048
