2025-12-22 03:37:53,607 | INFO | SYSTEM | epoch=0 time=192.68s lr=0.0001 grad_norm=23.034836 mask_ratio_lastbatch=0.027138 cuda_mem_alloc_mb=843.75 cuda_mem_reserved_mb=5038.00 cuda_mem_max_alloc_mb=4622.01
2025-12-22 03:41:11,310 | INFO | SYSTEM | epoch=1 time=197.70s lr=0.0001 grad_norm=24.602761 mask_ratio_lastbatch=0.012316 cuda_mem_alloc_mb=844.60 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4623.85
2025-12-22 03:44:35,021 | INFO | SYSTEM | epoch=2 time=203.71s lr=0.0001 grad_norm=26.550556 mask_ratio_lastbatch=0.006838 cuda_mem_alloc_mb=844.73 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4623.85
2025-12-22 03:47:50,525 | INFO | SYSTEM | epoch=3 time=195.50s lr=0.0001 grad_norm=28.686434 mask_ratio_lastbatch=0.004684 cuda_mem_alloc_mb=844.20 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4623.85
2025-12-22 03:50:43,163 | INFO | SYSTEM | epoch=4 time=172.64s lr=0.0001 grad_norm=30.463356 mask_ratio_lastbatch=0.010027 cuda_mem_alloc_mb=843.50 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4624.27
2025-12-22 03:53:45,884 | INFO | SYSTEM | epoch=5 time=182.72s lr=0.0001 grad_norm=31.442054 mask_ratio_lastbatch=0.006524 cuda_mem_alloc_mb=843.29 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4624.27
2025-12-22 03:57:09,370 | INFO | SYSTEM | epoch=6 time=203.48s lr=0.0001 grad_norm=32.316893 mask_ratio_lastbatch=0.005345 cuda_mem_alloc_mb=844.42 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:00:16,696 | INFO | SYSTEM | epoch=7 time=187.32s lr=0.0001 grad_norm=32.137880 mask_ratio_lastbatch=0.066406 cuda_mem_alloc_mb=843.10 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:03:19,853 | INFO | SYSTEM | epoch=8 time=183.16s lr=0.0001 grad_norm=32.413213 mask_ratio_lastbatch=0.011628 cuda_mem_alloc_mb=843.38 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:06:26,398 | INFO | SYSTEM | epoch=9 time=186.54s lr=0.0001 grad_norm=32.563414 mask_ratio_lastbatch=0.019401 cuda_mem_alloc_mb=843.18 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:09:33,055 | INFO | SYSTEM | epoch=10 time=186.65s lr=0.0001 grad_norm=32.844181 mask_ratio_lastbatch=0.019375 cuda_mem_alloc_mb=844.17 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:12:32,459 | INFO | SYSTEM | epoch=11 time=179.40s lr=0.0001 grad_norm=33.024582 mask_ratio_lastbatch=0.027158 cuda_mem_alloc_mb=843.74 cuda_mem_reserved_mb=5040.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:15:37,131 | INFO | SYSTEM | epoch=12 time=184.67s lr=0.0001 grad_norm=33.506949 mask_ratio_lastbatch=0.030320 cuda_mem_alloc_mb=842.96 cuda_mem_reserved_mb=5550.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:18:44,434 | INFO | SYSTEM | epoch=13 time=187.30s lr=0.0001 grad_norm=34.084822 mask_ratio_lastbatch=0.088021 cuda_mem_alloc_mb=842.93 cuda_mem_reserved_mb=5550.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:21:44,408 | INFO | SYSTEM | epoch=14 time=179.97s lr=0.0001 grad_norm=34.082293 mask_ratio_lastbatch=0.008440 cuda_mem_alloc_mb=843.64 cuda_mem_reserved_mb=5550.00 cuda_mem_max_alloc_mb=4624.57
2025-12-22 04:25:06,711 | INFO | SYSTEM | epoch=15 time=202.30s lr=0.0001 grad_norm=34.534728 mask_ratio_lastbatch=0.031851 cuda_mem_alloc_mb=843.72 cuda_mem_reserved_mb=5550.00 cuda_mem_max_alloc_mb=4624.57
