INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=16 t=4 var_idx=15 tp=0.583333 y_true=0.166667 y_pred=0.954375 diff=0.787708 abs_err=0.787708
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=2 t=18 var_idx=14 tp=0.937500 y_true=1.000000 y_pred=0.303750 diff=-0.696250 abs_err=0.696250
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=2 t=21 var_idx=14 tp=1.000000 y_true=1.000000 y_pred=0.304645 diff=-0.695355 abs_err=0.695355
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=30 t=9 var_idx=15 tp=0.687500 y_true=0.000000 y_pred=0.653215 diff=0.653215 abs_err=0.653215
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=30 t=7 var_idx=15 tp=0.645833 y_true=0.000000 y_pred=0.653008 diff=0.653008 abs_err=0.653008
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=30 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.652640 diff=0.652640 abs_err=0.652640
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=30 t=0 var_idx=15 tp=0.500000 y_true=0.000000 y_pred=0.652113 diff=0.652113 abs_err=0.652113
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=3 t=13 var_idx=15 tp=0.791667 y_true=0.416667 y_pred=0.917462 diff=0.500796 abs_err=0.500796
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=3 t=10 var_idx=15 tp=0.729167 y_true=0.416667 y_pred=0.916965 diff=0.500299 abs_err=0.500299
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=24 t=24 var_idx=35 tp=1.000000 y_true=0.000000 y_pred=0.498952 diff=0.498952 abs_err=0.498952
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=17 t=15 var_idx=27 tp=0.833333 y_true=0.348837 y_pred=0.348834 diff=-0.000003 abs_err=0.000003
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=4 t=20 var_idx=33 tp=0.937500 y_true=0.240000 y_pred=0.240004 diff=0.000004 abs_err=0.000004
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=15 t=6 var_idx=14 tp=0.625000 y_true=0.367089 y_pred=0.367105 diff=0.000016 abs_err=0.000016
INFO | TOP_OK | split=test epoch=0 rank=1/3 b=0 t=0 var_idx=13 tp=0.500000 y_true=0.245421 y_pred=0.247306
INFO | TOP_OK | split=test epoch=0 rank=2/3 b=0 t=1 var_idx=19 tp=0.520833 y_true=0.335697 y_pred=0.351036
INFO | TOP_OK | split=test epoch=0 rank=3/3 b=0 t=1 var_idx=23 tp=0.520833 y_true=0.308725 y_pred=0.312073
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=16 t=4 var_idx=15 tp=0.583333 y_true=0.166667 y_pred=0.874901 diff=0.708235 abs_err=0.708235
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=2 t=18 var_idx=14 tp=0.937500 y_true=1.000000 y_pred=0.504643 diff=-0.495357 abs_err=0.495357
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=2 t=21 var_idx=14 tp=1.000000 y_true=1.000000 y_pred=0.505540 diff=-0.494460 abs_err=0.494460
INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=24 t=24 var_idx=35 tp=1.000000 y_true=0.000000 y_pred=0.482577 diff=0.482577 abs_err=0.482577
INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=24 t=23 var_idx=35 tp=0.979167 y_true=0.000000 y_pred=0.482451 diff=0.482451 abs_err=0.482451
INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=24 t=22 var_idx=35 tp=0.958333 y_true=0.000000 y_pred=0.482323 diff=0.482323 abs_err=0.482323
INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=30 t=9 var_idx=15 tp=0.687500 y_true=0.000000 y_pred=0.472145 diff=0.472145 abs_err=0.472145
INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=30 t=7 var_idx=15 tp=0.645833 y_true=0.000000 y_pred=0.471546 diff=0.471546 abs_err=0.471546
INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=30 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.470627 diff=0.470627 abs_err=0.470627
INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=30 t=0 var_idx=15 tp=0.500000 y_true=0.000000 y_pred=0.469364 diff=0.469364 abs_err=0.469364
INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=9 t=22 var_idx=4 tp=0.958333 y_true=0.249471 y_pred=0.249468 diff=-0.000004 abs_err=0.000004
INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=26 t=15 var_idx=4 tp=0.812500 y_true=0.125370 y_pred=0.125365 diff=-0.000005 abs_err=0.000005
INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=17 t=20 var_idx=36 tp=0.937500 y_true=0.918333 y_pred=0.918321 diff=-0.000012 abs_err=0.000012
INFO | TOP_OK | split=test epoch=1 rank=1/3 b=0 t=1 var_idx=13 tp=0.520833 y_true=0.212454 y_pred=0.203633
INFO | TOP_OK | split=test epoch=1 rank=2/3 b=0 t=1 var_idx=14 tp=0.520833 y_true=0.240506 y_pred=0.240376
INFO | TOP_OK | split=test epoch=1 rank=3/3 b=0 t=1 var_idx=29 tp=0.520833 y_true=0.390000 y_pred=0.378491
INFO | TOP_ERR | split=test epoch=3 rank=1/10 b=16 t=4 var_idx=15 tp=0.583333 y_true=0.166667 y_pred=0.978737 diff=0.812070 abs_err=0.812070
INFO | TOP_ERR | split=test epoch=3 rank=2/10 b=30 t=9 var_idx=15 tp=0.687500 y_true=0.000000 y_pred=0.570974 diff=0.570974 abs_err=0.570974
INFO | TOP_ERR | split=test epoch=3 rank=3/10 b=30 t=7 var_idx=15 tp=0.645833 y_true=0.000000 y_pred=0.570339 diff=0.570339 abs_err=0.570339
INFO | TOP_ERR | split=test epoch=3 rank=4/10 b=24 t=24 var_idx=35 tp=1.000000 y_true=0.000000 y_pred=0.570118 diff=0.570118 abs_err=0.570118
