INFO | SYSTEM | epoch=0 time=10.54s lr=0.001 grad_norm=0.057112 mask_ratio_lastbatch=0.171555 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=668.00 cuda_mem_max_alloc_mb=564.36
INFO | SYSTEM | epoch=1 time=9.75s lr=0.001 grad_norm=0.120263 mask_ratio_lastbatch=0.176098 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=2 time=7.83s lr=0.001 grad_norm=0.052809 mask_ratio_lastbatch=0.178872 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=3 time=9.62s lr=0.001 grad_norm=0.036644 mask_ratio_lastbatch=0.175823 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=4 time=9.62s lr=0.001 grad_norm=0.021315 mask_ratio_lastbatch=0.167104 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=5 time=9.65s lr=0.001 grad_norm=0.048715 mask_ratio_lastbatch=0.163902 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=6 time=7.85s lr=0.001 grad_norm=0.030310 mask_ratio_lastbatch=0.175945 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=7 time=9.62s lr=0.001 grad_norm=0.050720 mask_ratio_lastbatch=0.181433 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=8 time=7.90s lr=0.001 grad_norm=0.031053 mask_ratio_lastbatch=0.177317 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=9 time=7.83s lr=0.001 grad_norm=0.032196 mask_ratio_lastbatch=0.179177 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=10 time=9.60s lr=0.001 grad_norm=0.096209 mask_ratio_lastbatch=0.182165 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=11 time=9.68s lr=0.001 grad_norm=0.042695 mask_ratio_lastbatch=0.176524 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=12 time=9.63s lr=0.001 grad_norm=0.035228 mask_ratio_lastbatch=0.178567 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=13 time=7.79s lr=0.001 grad_norm=0.034814 mask_ratio_lastbatch=0.163171 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=14 time=7.83s lr=0.001 grad_norm=0.053109 mask_ratio_lastbatch=0.172195 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=15 time=9.63s lr=0.001 grad_norm=0.030735 mask_ratio_lastbatch=0.174177 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=16 time=7.82s lr=0.001 grad_norm=0.010451 mask_ratio_lastbatch=0.176098 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=17 time=9.63s lr=0.001 grad_norm=0.022504 mask_ratio_lastbatch=0.181463 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=18 time=7.85s lr=0.001 grad_norm=0.018750 mask_ratio_lastbatch=0.177043 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=19 time=7.83s lr=0.001 grad_norm=0.025495 mask_ratio_lastbatch=0.173079 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=20 time=7.92s lr=0.001 grad_norm=0.038494 mask_ratio_lastbatch=0.171128 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
INFO | SYSTEM | epoch=21 time=7.62s lr=0.001 grad_norm=0.014808 mask_ratio_lastbatch=0.176402 cuda_mem_alloc_mb=206.55 cuda_mem_reserved_mb=670.00 cuda_mem_max_alloc_mb=565.35
