INFO | - Epoch 000, ExpID 14915 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.00649
INFO | Val - Loss, MSE, MAE: 0.00895, 0.00895, 0.05866
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.01054, 0.01054, 0.06017
INFO | Test - Points (EXACT): total_masked=424439 correct=76017 right_rate=17.9100%
INFO | - Epoch 001, ExpID 14915 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.01126
INFO | Val - Loss, MSE, MAE: 0.00708, 0.00708, 0.04928
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.00841, 0.00841, 0.05008
INFO | Test - Points (EXACT): total_masked=424439 correct=116362 right_rate=27.4155%
INFO | - Epoch 002, ExpID 14915 best_epoch=2 improved=1
INFO | Train - Loss (last batch): 0.00395
INFO | Val - Loss, MSE, MAE: 0.00628, 0.00628, 0.04534
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.00779, 0.00779, 0.04645
INFO | Test - Points (EXACT): total_masked=424439 correct=111466 right_rate=26.2620%
INFO | - Epoch 003, ExpID 14915 best_epoch=2 improved=0
INFO | Train - Loss (last batch): 0.00592
INFO | Val - Loss, MSE, MAE: 0.00646, 0.00646, 0.04620
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.00779, 0.00779, 0.04645
INFO | Test - Points (EXACT): total_masked=424439 correct=111466 right_rate=26.2620%
INFO | - Epoch 004, ExpID 14915 best_epoch=4 improved=1
INFO | Train - Loss (last batch): 0.00611
INFO | Val - Loss, MSE, MAE: 0.00570, 0.00570, 0.04291
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00718, 0.00718, 0.04304
INFO | Test - Points (EXACT): total_masked=424439 correct=94155 right_rate=22.1834%
INFO | - Epoch 005, ExpID 14915 best_epoch=5 improved=1
INFO | Train - Loss (last batch): 0.00521
INFO | Val - Loss, MSE, MAE: 0.00537, 0.00537, 0.04085
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.00678, 0.00678, 0.04066
INFO | Test - Points (EXACT): total_masked=424439 correct=123473 right_rate=29.0909%
INFO | - Epoch 006, ExpID 14915 best_epoch=5 improved=0
INFO | Train - Loss (last batch): 0.01063
INFO | Val - Loss, MSE, MAE: 0.00579, 0.00579, 0.04262
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.00678, 0.00678, 0.04066
INFO | Test - Points (EXACT): total_masked=424439 correct=123473 right_rate=29.0909%
INFO | - Epoch 007, ExpID 14915 best_epoch=5 improved=0
INFO | Train - Loss (last batch): 0.01281
INFO | Val - Loss, MSE, MAE: 0.00564, 0.00564, 0.04381
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.00678, 0.00678, 0.04066
INFO | Test - Points (EXACT): total_masked=424439 correct=123473 right_rate=29.0909%
INFO | - Epoch 008, ExpID 14915 best_epoch=8 improved=1
INFO | Train - Loss (last batch): 0.00486
INFO | Val - Loss, MSE, MAE: 0.00533, 0.00533, 0.04026
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00684, 0.00684, 0.04076
INFO | Test - Points (EXACT): total_masked=424439 correct=116865 right_rate=27.5340%
INFO | - Epoch 009, ExpID 14915 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.01335
INFO | Val - Loss, MSE, MAE: 0.00552, 0.00552, 0.04185
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00684, 0.00684, 0.04076
INFO | Test - Points (EXACT): total_masked=424439 correct=116865 right_rate=27.5340%
INFO | - Epoch 010, ExpID 14915 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.00460
INFO | Val - Loss, MSE, MAE: 0.00538, 0.00538, 0.03982
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00684, 0.00684, 0.04076
INFO | Test - Points (EXACT): total_masked=424439 correct=116865 right_rate=27.5340%
INFO | - Epoch 011, ExpID 14915 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.00418
INFO | Val - Loss, MSE, MAE: 0.00548, 0.00548, 0.04124
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00684, 0.00684, 0.04076
INFO | Test - Points (EXACT): total_masked=424439 correct=116865 right_rate=27.5340%
INFO | - Epoch 012, ExpID 14915 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.00390
INFO | Val - Loss, MSE, MAE: 0.00555, 0.00555, 0.04101
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00684, 0.00684, 0.04076
INFO | Test - Points (EXACT): total_masked=424439 correct=116865 right_rate=27.5340%
INFO | - Epoch 013, ExpID 14915 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.00428
INFO | Val - Loss, MSE, MAE: 0.00607, 0.00607, 0.04358
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00684, 0.00684, 0.04076
INFO | Test - Points (EXACT): total_masked=424439 correct=116865 right_rate=27.5340%
INFO | - Epoch 014, ExpID 14915 best_epoch=8 improved=0
INFO | Train - Loss (last batch): 0.00491
INFO | Val - Loss, MSE, MAE: 0.00557, 0.00557, 0.04177
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00684, 0.00684, 0.04076
INFO | Test - Points (EXACT): total_masked=424439 correct=116865 right_rate=27.5340%
INFO | - Epoch 015, ExpID 14915 best_epoch=15 improved=1
INFO | Train - Loss (last batch): 0.00493
INFO | Val - Loss, MSE, MAE: 0.00527, 0.00527, 0.03889
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00657, 0.00657, 0.03870
INFO | Test - Points (EXACT): total_masked=424439 correct=124194 right_rate=29.2607%
INFO | - Epoch 016, ExpID 14915 best_epoch=15 improved=0
INFO | Train - Loss (last batch): 0.00526
INFO | Val - Loss, MSE, MAE: 0.00553, 0.00553, 0.04247
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00657, 0.00657, 0.03870
INFO | Test - Points (EXACT): total_masked=424439 correct=124194 right_rate=29.2607%
INFO | - Epoch 017, ExpID 14915 best_epoch=15 improved=0
INFO | Train - Loss (last batch): 0.00341
INFO | Val - Loss, MSE, MAE: 0.00529, 0.00529, 0.03839
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00657, 0.00657, 0.03870
INFO | Test - Points (EXACT): total_masked=424439 correct=124194 right_rate=29.2607%
INFO | - Epoch 018, ExpID 14915 best_epoch=15 improved=0
INFO | Train - Loss (last batch): 0.00565
INFO | Val - Loss, MSE, MAE: 0.00617, 0.00617, 0.04680
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00657, 0.00657, 0.03870
INFO | Test - Points (EXACT): total_masked=424439 correct=124194 right_rate=29.2607%
INFO | - Epoch 019, ExpID 14915 best_epoch=15 improved=0
INFO | Train - Loss (last batch): 0.00879
INFO | Val - Loss, MSE, MAE: 0.00541, 0.00541, 0.03995
INFO | Test - Best epoch, Loss, MSE, MAE: 15, 0.00657, 0.00657, 0.03870
INFO | Test - Points (EXACT): total_masked=424439 correct=124194 right_rate=29.2607%
INFO | - Epoch 020, ExpID 14915 best_epoch=20 improved=1
INFO | Train - Loss (last batch): 0.00446
INFO | Val - Loss, MSE, MAE: 0.00520, 0.00520, 0.03910
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00652, 0.00652, 0.03939
INFO | Test - Points (EXACT): total_masked=424439 correct=118029 right_rate=27.8082%
INFO | - Epoch 021, ExpID 14915 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00500
INFO | Val - Loss, MSE, MAE: 0.00529, 0.00529, 0.03887
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00652, 0.00652, 0.03939
INFO | Test - Points (EXACT): total_masked=424439 correct=118029 right_rate=27.8082%
INFO | - Epoch 022, ExpID 14915 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00526
INFO | Val - Loss, MSE, MAE: 0.00538, 0.00538, 0.04078
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00652, 0.00652, 0.03939
INFO | Test - Points (EXACT): total_masked=424439 correct=118029 right_rate=27.8082%
INFO | - Epoch 023, ExpID 14915 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00526
INFO | Val - Loss, MSE, MAE: 0.00543, 0.00543, 0.04017
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00652, 0.00652, 0.03939
INFO | Test - Points (EXACT): total_masked=424439 correct=118029 right_rate=27.8082%
INFO | - Epoch 024, ExpID 14915 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00677
INFO | Val - Loss, MSE, MAE: 0.00556, 0.00556, 0.04188
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00652, 0.00652, 0.03939
