INFO | SYSTEM | epoch=0 time=35.80s lr=0.0001mask_ratio_lastbatch=0.182104
INFO | SYSTEM | epoch=1 time=35.88s lr=0.0001mask_ratio_lastbatch=0.158140
INFO | SYSTEM | epoch=2 time=35.93s lr=0.0001mask_ratio_lastbatch=0.172683
INFO | SYSTEM | epoch=3 time=36.01s lr=0.0001mask_ratio_lastbatch=0.169085
INFO | SYSTEM | epoch=4 time=30.98s lr=0.0001mask_ratio_lastbatch=0.189299
INFO | SYSTEM | epoch=5 time=35.98s lr=0.0001mask_ratio_lastbatch=0.179695
INFO | SYSTEM | epoch=6 time=36.25s lr=0.0001mask_ratio_lastbatch=0.184085
INFO | SYSTEM | epoch=7 time=30.99s lr=0.0001mask_ratio_lastbatch=0.170152
INFO | SYSTEM | epoch=8 time=31.00s lr=0.0001mask_ratio_lastbatch=0.167713
INFO | SYSTEM | epoch=9 time=36.08s lr=0.0001mask_ratio_lastbatch=0.183354
INFO | SYSTEM | epoch=10 time=36.09s lr=0.0001mask_ratio_lastbatch=0.153780
INFO | SYSTEM | epoch=11 time=31.10s lr=0.0001mask_ratio_lastbatch=0.185488
INFO | SYSTEM | epoch=12 time=31.53s lr=0.0001mask_ratio_lastbatch=0.182866
INFO | SYSTEM | epoch=13 time=31.13s lr=0.0001mask_ratio_lastbatch=0.177226
INFO | SYSTEM | epoch=14 time=30.98s lr=0.0001mask_ratio_lastbatch=0.169024
INFO | SYSTEM | epoch=15 time=36.07s lr=0.0001mask_ratio_lastbatch=0.168323
INFO | SYSTEM | epoch=16 time=31.00s lr=0.0001mask_ratio_lastbatch=0.167652
INFO | SYSTEM | epoch=17 time=36.10s lr=0.0001mask_ratio_lastbatch=0.168293
INFO | SYSTEM | epoch=18 time=36.12s lr=0.0001mask_ratio_lastbatch=0.184268
INFO | SYSTEM | epoch=19 time=31.06s lr=0.0001mask_ratio_lastbatch=0.176128
INFO | SYSTEM | epoch=20 time=30.93s lr=0.0001mask_ratio_lastbatch=0.169360
INFO | SYSTEM | epoch=21 time=35.95s lr=0.0001mask_ratio_lastbatch=0.174085
INFO | SYSTEM | epoch=22 time=30.99s lr=0.0001mask_ratio_lastbatch=0.161829
INFO | SYSTEM | epoch=23 time=35.96s lr=0.0001mask_ratio_lastbatch=0.173293
INFO | SYSTEM | epoch=24 time=31.20s lr=0.0001mask_ratio_lastbatch=0.156524
INFO | SYSTEM | epoch=25 time=30.97s lr=0.0001mask_ratio_lastbatch=0.177012
INFO | SYSTEM | epoch=26 time=36.55s lr=0.0001mask_ratio_lastbatch=0.194390
INFO | SYSTEM | epoch=27 time=31.06s lr=0.0001mask_ratio_lastbatch=0.179238
INFO | SYSTEM | epoch=28 time=31.03s lr=0.0001mask_ratio_lastbatch=0.180610
INFO | SYSTEM | epoch=29 time=31.06s lr=0.0001mask_ratio_lastbatch=0.176189
INFO | SYSTEM | epoch=30 time=31.10s lr=0.0001mask_ratio_lastbatch=0.180213
INFO | SYSTEM | epoch=31 time=30.94s lr=0.0001mask_ratio_lastbatch=0.167378
INFO | SYSTEM | epoch=32 time=36.08s lr=0.0001mask_ratio_lastbatch=0.159543
INFO | SYSTEM | epoch=33 time=30.97s lr=0.0001mask_ratio_lastbatch=0.174024
INFO | SYSTEM | epoch=34 time=31.06s lr=0.0001mask_ratio_lastbatch=0.162591
INFO | SYSTEM | epoch=35 time=31.11s lr=0.0001mask_ratio_lastbatch=0.171738
INFO | SYSTEM | epoch=36 time=30.95s lr=0.0001mask_ratio_lastbatch=0.168720
INFO | SYSTEM | epoch=37 time=30.96s lr=0.0001mask_ratio_lastbatch=0.167348
INFO | SYSTEM | epoch=38 time=30.97s lr=0.0001mask_ratio_lastbatch=0.178537
INFO | SYSTEM | epoch=39 time=31.00s lr=0.0001mask_ratio_lastbatch=0.180183
INFO | SYSTEM | epoch=40 time=31.09s lr=0.0001mask_ratio_lastbatch=0.182561
INFO | SYSTEM | epoch=41 time=31.01s lr=5e-05mask_ratio_lastbatch=0.169482
INFO | SYSTEM | epoch=42 time=31.04s lr=5e-05mask_ratio_lastbatch=0.169482
INFO | SYSTEM | epoch=43 time=31.04s lr=5e-05mask_ratio_lastbatch=0.169482
INFO | SYSTEM | epoch=44 time=31.20s lr=5e-05mask_ratio_lastbatch=0.163963
INFO | SYSTEM | epoch=45 time=31.03s lr=5e-05mask_ratio_lastbatch=0.172256
