INFO | SYSTEM | epoch=0 time=4.94s lr=0.001mask_ratio_lastbatch=0.229877
INFO | SYSTEM | epoch=1 time=4.87s lr=0.001mask_ratio_lastbatch=0.232363
INFO | SYSTEM | epoch=2 time=4.87s lr=0.001mask_ratio_lastbatch=0.227273
INFO | SYSTEM | epoch=3 time=4.21s lr=0.001mask_ratio_lastbatch=0.227628
INFO | SYSTEM | epoch=4 time=4.84s lr=0.001mask_ratio_lastbatch=0.222312
INFO | SYSTEM | epoch=5 time=4.21s lr=0.001mask_ratio_lastbatch=0.229403
INFO | SYSTEM | epoch=6 time=4.86s lr=0.001mask_ratio_lastbatch=0.231179
INFO | SYSTEM | epoch=7 time=4.21s lr=0.001mask_ratio_lastbatch=0.229522
INFO | SYSTEM | epoch=8 time=4.86s lr=0.001mask_ratio_lastbatch=0.233073
INFO | SYSTEM | epoch=9 time=4.20s lr=0.001mask_ratio_lastbatch=0.229522
INFO | SYSTEM | epoch=10 time=4.20s lr=0.001mask_ratio_lastbatch=0.226799
INFO | SYSTEM | epoch=11 time=4.87s lr=0.001mask_ratio_lastbatch=0.228338
INFO | SYSTEM | epoch=12 time=4.22s lr=0.001mask_ratio_lastbatch=0.230114
INFO | SYSTEM | epoch=13 time=4.19s lr=0.001mask_ratio_lastbatch=0.230114
INFO | SYSTEM | epoch=14 time=4.87s lr=0.001mask_ratio_lastbatch=0.231652
INFO | SYSTEM | epoch=15 time=4.20s lr=0.001mask_ratio_lastbatch=0.230942
INFO | SYSTEM | epoch=16 time=4.21s lr=0.001mask_ratio_lastbatch=0.228338
INFO | SYSTEM | epoch=17 time=4.22s lr=0.001mask_ratio_lastbatch=0.228456
INFO | SYSTEM | epoch=18 time=4.87s lr=0.001mask_ratio_lastbatch=0.230942
INFO | SYSTEM | epoch=19 time=4.20s lr=0.001mask_ratio_lastbatch=0.224905
INFO | SYSTEM | epoch=20 time=4.23s lr=0.001mask_ratio_lastbatch=0.231416
INFO | SYSTEM | epoch=21 time=4.88s lr=0.001mask_ratio_lastbatch=0.228338
INFO | SYSTEM | epoch=22 time=4.22s lr=0.001mask_ratio_lastbatch=0.230469
INFO | SYSTEM | epoch=23 time=4.23s lr=0.001mask_ratio_lastbatch=0.227154
INFO | SYSTEM | epoch=24 time=4.22s lr=0.001mask_ratio_lastbatch=0.230587
INFO | SYSTEM | epoch=25 time=4.22s lr=0.001mask_ratio_lastbatch=0.229522
INFO | SYSTEM | epoch=26 time=4.89s lr=0.001mask_ratio_lastbatch=0.228812
INFO | SYSTEM | epoch=27 time=4.20s lr=0.001mask_ratio_lastbatch=0.230705
INFO | SYSTEM | epoch=28 time=4.88s lr=0.001mask_ratio_lastbatch=0.228338
INFO | SYSTEM | epoch=29 time=4.22s lr=0.001mask_ratio_lastbatch=0.231297
INFO | SYSTEM | epoch=30 time=4.22s lr=0.001mask_ratio_lastbatch=0.237671
INFO | SYSTEM | epoch=31 time=4.21s lr=0.001mask_ratio_lastbatch=0.228930
INFO | SYSTEM | epoch=32 time=4.21s lr=0.001mask_ratio_lastbatch=0.235596
INFO | SYSTEM | epoch=33 time=4.22s lr=0.001mask_ratio_lastbatch=0.227391
INFO | SYSTEM | epoch=34 time=4.24s lr=0.001mask_ratio_lastbatch=0.228456
INFO | SYSTEM | epoch=35 time=4.90s lr=0.001mask_ratio_lastbatch=0.226918
