2025-12-21 11:23:28,358 | INFO | SYSTEM | epoch=0 time=38.28s lr=0.0001 grad_norm=22.166803 mask_ratio_lastbatch=0.184055 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3522.00 cuda_mem_max_alloc_mb=3196.13
2025-12-21 11:24:06,119 | INFO | SYSTEM | epoch=1 time=37.76s lr=0.0001 grad_norm=22.407335 mask_ratio_lastbatch=0.156738 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:24:43,981 | INFO | SYSTEM | epoch=2 time=37.86s lr=0.0001 grad_norm=22.694911 mask_ratio_lastbatch=0.163293 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:25:18,428 | INFO | SYSTEM | epoch=3 time=34.45s lr=0.0001 grad_norm=22.756662 mask_ratio_lastbatch=0.168110 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:25:56,957 | INFO | SYSTEM | epoch=4 time=38.53s lr=0.0001 grad_norm=23.066476 mask_ratio_lastbatch=0.173902 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:26:35,071 | INFO | SYSTEM | epoch=5 time=38.11s lr=0.0001 grad_norm=23.256506 mask_ratio_lastbatch=0.158567 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:27:09,336 | INFO | SYSTEM | epoch=6 time=34.26s lr=0.0001 grad_norm=23.244583 mask_ratio_lastbatch=0.175396 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:27:43,812 | INFO | SYSTEM | epoch=7 time=34.47s lr=0.0001 grad_norm=23.292235 mask_ratio_lastbatch=0.175030 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:28:22,077 | INFO | SYSTEM | epoch=8 time=38.26s lr=0.0001 grad_norm=23.397772 mask_ratio_lastbatch=0.188506 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:29:00,179 | INFO | SYSTEM | epoch=9 time=38.10s lr=0.0001 grad_norm=23.430720 mask_ratio_lastbatch=0.173232 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:29:34,451 | INFO | SYSTEM | epoch=10 time=34.27s lr=0.0001 grad_norm=23.542526 mask_ratio_lastbatch=0.180854 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:30:08,648 | INFO | SYSTEM | epoch=11 time=34.20s lr=0.0001 grad_norm=23.554644 mask_ratio_lastbatch=0.158902 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:30:46,649 | INFO | SYSTEM | epoch=12 time=38.00s lr=0.0001 grad_norm=23.542112 mask_ratio_lastbatch=0.177409 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:31:20,846 | INFO | SYSTEM | epoch=13 time=34.20s lr=0.0001 grad_norm=23.639973 mask_ratio_lastbatch=0.163750 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:31:59,072 | INFO | SYSTEM | epoch=14 time=38.22s lr=0.0001 grad_norm=23.670721 mask_ratio_lastbatch=0.175427 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:32:33,407 | INFO | SYSTEM | epoch=15 time=34.33s lr=0.0001 grad_norm=23.716797 mask_ratio_lastbatch=0.173902 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:33:07,560 | INFO | SYSTEM | epoch=16 time=34.15s lr=0.0001 grad_norm=23.677956 mask_ratio_lastbatch=0.165244 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:33:42,108 | INFO | SYSTEM | epoch=17 time=34.55s lr=0.0001 grad_norm=23.643469 mask_ratio_lastbatch=0.160183 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:34:16,356 | INFO | SYSTEM | epoch=18 time=34.25s lr=0.0001 grad_norm=23.669434 mask_ratio_lastbatch=0.167591 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
2025-12-21 11:34:50,499 | INFO | SYSTEM | epoch=19 time=34.14s lr=0.0001 grad_norm=23.740537 mask_ratio_lastbatch=0.167104 cuda_mem_alloc_mb=243.55 cuda_mem_reserved_mb=3524.00 cuda_mem_max_alloc_mb=3197.48
