2025-12-21 12:48:14,951 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.565649 diff=0.565649 abs_err=0.565649
2025-12-21 12:48:14,952 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.564087 diff=0.564087 abs_err=0.564087
2025-12-21 12:48:14,952 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.562314 diff=0.562314 abs_err=0.562314
2025-12-21 12:48:14,952 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.558059 diff=0.558059 abs_err=0.558059
2025-12-21 12:48:14,952 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.451427 diff=-0.548573 abs_err=0.548573
2025-12-21 12:48:14,952 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.458329 diff=-0.482569 abs_err=0.482569
2025-12-21 12:48:14,952 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=8 t=0 var_idx=15 tp=1.000000 y_true=0.000000 y_pred=0.473653 diff=0.473653 abs_err=0.473653
2025-12-21 12:48:14,952 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=8 t=2 var_idx=15 tp=1.083333 y_true=0.000000 y_pred=0.472985 diff=0.472985 abs_err=0.472985
2025-12-21 12:48:14,952 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.448798 diff=0.448798 abs_err=0.448798
2025-12-21 12:48:14,953 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=13 t=2 var_idx=15 tp=1.083333 y_true=0.250000 y_pred=0.646579 diff=0.396579 abs_err=0.396579
2025-12-21 12:48:14,953 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=24 t=1 var_idx=4 tp=1.041667 y_true=0.128118 y_pred=0.128108 diff=-0.000010 abs_err=0.000010
2025-12-21 12:48:14,953 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=14 t=12 var_idx=24 tp=1.500000 y_true=0.000000 y_pred=-0.000010 diff=-0.000010 abs_err=0.000010
2025-12-21 12:48:14,953 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=7 t=4 var_idx=39 tp=1.166667 y_true=0.004091 y_pred=0.004107 diff=0.000016 abs_err=0.000016
2025-12-21 12:48:14,953 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-21 12:49:01,861 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.402254 diff=-0.597746 abs_err=0.597746
2025-12-21 12:49:01,862 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.460469 diff=-0.480430 abs_err=0.480430
2025-12-21 12:49:01,862 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.455991 diff=0.455991 abs_err=0.455991
2025-12-21 12:49:01,862 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.455714 diff=0.455714 abs_err=0.455714
2025-12-21 12:49:01,862 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.455371 diff=0.455371 abs_err=0.455371
2025-12-21 12:49:01,862 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.454349 diff=0.454349 abs_err=0.454349
2025-12-21 12:49:01,862 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.429541 diff=0.429541 abs_err=0.429541
2025-12-21 12:49:01,863 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=16 t=18 var_idx=15 tp=1.750000 y_true=0.583333 y_pred=0.192093 diff=-0.391240 abs_err=0.391240
2025-12-21 12:49:01,863 | INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=21 t=20 var_idx=19 tp=1.875000 y_true=0.851064 y_pred=0.459978 diff=-0.391086 abs_err=0.391086
2025-12-21 12:49:01,863 | INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=16 t=14 var_idx=15 tp=1.583333 y_true=0.583333 y_pred=0.193966 diff=-0.389368 abs_err=0.389368
2025-12-21 12:49:01,863 | INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=3 t=16 var_idx=27 tp=1.666667 y_true=0.325581 y_pred=0.325579 diff=-0.000002 abs_err=0.000002
2025-12-21 12:49:01,863 | INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=14 t=12 var_idx=23 tp=1.500000 y_true=0.241611 y_pred=0.241602 diff=-0.000009 abs_err=0.000009
2025-12-21 12:49:01,864 | INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=15 t=20 var_idx=33 tp=1.833333 y_true=0.200000 y_pred=0.199961 diff=-0.000039 abs_err=0.000039
2025-12-21 12:49:01,864 | INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
2025-12-21 12:50:31,526 | INFO | TOP_ERR | split=test epoch=3 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.486361 diff=-0.513639 abs_err=0.513639
2025-12-21 12:50:31,527 | INFO | TOP_ERR | split=test epoch=3 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.487375 diff=0.487375 abs_err=0.487375
2025-12-21 12:50:31,527 | INFO | TOP_ERR | split=test epoch=3 rank=3/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.456434 diff=-0.484464 abs_err=0.484464
2025-12-21 12:50:31,527 | INFO | TOP_ERR | split=test epoch=3 rank=4/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.428277 diff=0.428277 abs_err=0.428277
2025-12-21 12:50:31,527 | INFO | TOP_ERR | split=test epoch=3 rank=5/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.427859 diff=0.427859 abs_err=0.427859
2025-12-21 12:50:31,527 | INFO | TOP_ERR | split=test epoch=3 rank=6/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.427278 diff=0.427278 abs_err=0.427278
2025-12-21 12:50:31,527 | INFO | TOP_ERR | split=test epoch=3 rank=7/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.425501 diff=0.425501 abs_err=0.425501
2025-12-21 12:50:31,528 | INFO | TOP_ERR | split=test epoch=3 rank=8/10 b=8 t=20 var_idx=15 tp=1.833333 y_true=0.666667 y_pred=0.263685 diff=-0.402982 abs_err=0.402982
2025-12-21 12:50:31,528 | INFO | TOP_ERR | split=test epoch=3 rank=9/10 b=8 t=18 var_idx=15 tp=1.750000 y_true=0.666667 y_pred=0.264342 diff=-0.402325 abs_err=0.402325
2025-12-21 12:50:31,528 | INFO | TOP_ERR | split=test epoch=3 rank=10/10 b=8 t=16 var_idx=15 tp=1.666667 y_true=0.666667 y_pred=0.264913 diff=-0.401753 abs_err=0.401753
2025-12-21 12:50:31,528 | INFO | TOP_BEST | split=test epoch=3 rank=1/3 b=13 t=17 var_idx=31 tp=1.708333 y_true=0.010068 y_pred=0.010072 diff=0.000004 abs_err=0.000004
2025-12-21 12:50:31,528 | INFO | TOP_BEST | split=test epoch=3 rank=2/3 b=6 t=21 var_idx=39 tp=1.958333 y_true=0.000909 y_pred=0.000893 diff=-0.000016 abs_err=0.000016
2025-12-21 12:50:31,529 | INFO | TOP_BEST | split=test epoch=3 rank=3/3 b=23 t=23 var_idx=13 tp=1.958333 y_true=0.190476 y_pred=0.190492 diff=0.000016 abs_err=0.000016
2025-12-21 12:50:31,529 | INFO | TOP_OK | split=test epoch=3 none_found (no exact matches)
2025-12-21 12:51:18,866 | INFO | TOP_ERR | split=test epoch=4 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.470697 diff=-0.529303 abs_err=0.529303
2025-12-21 12:51:18,866 | INFO | TOP_ERR | split=test epoch=4 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.486383 diff=0.486383 abs_err=0.486383
2025-12-21 12:51:18,867 | INFO | TOP_ERR | split=test epoch=4 rank=3/10 b=8 t=20 var_idx=15 tp=1.833333 y_true=0.666667 y_pred=0.192877 diff=-0.473790 abs_err=0.473790
2025-12-21 12:51:18,867 | INFO | TOP_ERR | split=test epoch=4 rank=4/10 b=8 t=18 var_idx=15 tp=1.750000 y_true=0.666667 y_pred=0.194296 diff=-0.472371 abs_err=0.472371
