2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=30 t=9 var_idx=15 tp=0.687500 y_true=0.000000 y_pred=0.770992 diff=0.770992 abs_err=0.770992
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=30 t=7 var_idx=15 tp=0.645833 y_true=0.000000 y_pred=0.770512 diff=0.770512 abs_err=0.770512
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=30 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.769796 diff=0.769796 abs_err=0.769796
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=30 t=0 var_idx=15 tp=0.500000 y_true=0.000000 y_pred=0.768845 diff=0.768845 abs_err=0.768845
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=16 t=4 var_idx=15 tp=0.583333 y_true=0.166667 y_pred=0.934171 diff=0.767505 abs_err=0.767505
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=2 t=18 var_idx=14 tp=0.937500 y_true=1.000000 y_pred=0.344989 diff=-0.655011 abs_err=0.655011
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=2 t=21 var_idx=14 tp=1.000000 y_true=1.000000 y_pred=0.345719 diff=-0.654281 abs_err=0.654281
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=6 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.565373 diff=0.565373 abs_err=0.565373
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=24 t=24 var_idx=35 tp=1.000000 y_true=0.000000 y_pred=0.550233 diff=0.550233 abs_err=0.550233
2025-12-20 10:48:42 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=24 t=23 var_idx=35 tp=0.979167 y_true=0.000000 y_pred=0.549939 diff=0.549939 abs_err=0.549939
2025-12-20 10:48:42 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=24 t=24 var_idx=19 tp=1.000000 y_true=0.387707 y_pred=0.387709 diff=0.000002 abs_err=0.000002
2025-12-20 10:48:42 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=0 t=9 var_idx=13 tp=0.687500 y_true=0.241758 y_pred=0.241753 diff=-0.000005 abs_err=0.000005
2025-12-20 10:48:42 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=4 t=4 var_idx=39 tp=0.583333 y_true=0.007273 y_pred=0.007263 diff=-0.000010 abs_err=0.000010
2025-12-20 10:48:42 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=16 t=4 var_idx=15 tp=0.583333 y_true=0.166667 y_pred=1.028946 diff=0.862280 abs_err=0.862280
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=30 t=9 var_idx=15 tp=0.687500 y_true=0.000000 y_pred=0.851856 diff=0.851856 abs_err=0.851856
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=30 t=7 var_idx=15 tp=0.645833 y_true=0.000000 y_pred=0.851368 diff=0.851368 abs_err=0.851368
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=30 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.850638 diff=0.850638 abs_err=0.850638
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=30 t=0 var_idx=15 tp=0.500000 y_true=0.000000 y_pred=0.849670 diff=0.849670 abs_err=0.849670
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=30 t=20 var_idx=14 tp=0.916667 y_true=1.000000 y_pred=0.385756 diff=-0.614244 abs_err=0.614244
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=6 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.605471 diff=0.605471 abs_err=0.605471
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=30 t=20 var_idx=15 tp=0.916667 y_true=0.250000 y_pred=0.854557 diff=0.604557 abs_err=0.604557
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=2 t=18 var_idx=14 tp=0.937500 y_true=1.000000 y_pred=0.395537 diff=-0.604463 abs_err=0.604463
2025-12-20 10:49:40 | INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=30 t=16 var_idx=15 tp=0.833333 y_true=0.250000 y_pred=0.853572 diff=0.603572 abs_err=0.603572
2025-12-20 10:49:40 | INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=15 t=4 var_idx=31 tp=0.583333 y_true=0.010122 y_pred=0.010116 diff=-0.000006 abs_err=0.000006
2025-12-20 10:49:40 | INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=22 t=9 var_idx=26 tp=0.708333 y_true=0.408840 y_pred=0.408830 diff=-0.000010 abs_err=0.000010
2025-12-20 10:49:40 | INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=11 t=19 var_idx=39 tp=0.958333 y_true=0.009091 y_pred=0.009106 diff=0.000015 abs_err=0.000015
2025-12-20 10:49:40 | INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
2025-12-20 10:50:38 | INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=30 t=9 var_idx=15 tp=0.687500 y_true=0.000000 y_pred=0.863107 diff=0.863107 abs_err=0.863107
2025-12-20 10:50:38 | INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=30 t=7 var_idx=15 tp=0.645833 y_true=0.000000 y_pred=0.862602 diff=0.862602 abs_err=0.862602
2025-12-20 10:50:38 | INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=30 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.861846 diff=0.861846 abs_err=0.861846
2025-12-20 10:50:38 | INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=30 t=0 var_idx=15 tp=0.500000 y_true=0.000000 y_pred=0.860842 diff=0.860842 abs_err=0.860842
