2025-12-21 11:18:23,683 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.632580 diff=0.632580 abs_err=0.632580
2025-12-21 11:18:23,684 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.630722 diff=0.630722 abs_err=0.630722
2025-12-21 11:18:23,684 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.628512 diff=0.628512 abs_err=0.628512
2025-12-21 11:18:23,684 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.623541 diff=0.623541 abs_err=0.623541
2025-12-21 11:18:23,685 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=13 t=2 var_idx=15 tp=1.083333 y_true=0.250000 y_pred=0.772114 diff=0.522114 abs_err=0.522114
2025-12-21 11:18:23,685 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.513290 diff=0.513290 abs_err=0.513290
2025-12-21 11:18:23,685 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.490930 diff=-0.449969 abs_err=0.449969
2025-12-21 11:18:23,685 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=14 t=22 var_idx=15 tp=1.916667 y_true=0.250000 y_pred=0.678698 diff=0.428698 abs_err=0.428698
2025-12-21 11:18:23,685 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.571520 diff=-0.428480 abs_err=0.428480
2025-12-21 11:18:23,685 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=8 t=0 var_idx=15 tp=1.000000 y_true=0.000000 y_pred=0.419988 diff=0.419988 abs_err=0.419988
2025-12-21 11:18:23,686 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=4 t=20 var_idx=28 tp=1.833333 y_true=0.543367 y_pred=0.543402 diff=0.000035 abs_err=0.000035
2025-12-21 11:18:23,686 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=24 t=9 var_idx=33 tp=1.375000 y_true=0.270000 y_pred=0.270037 diff=0.000037 abs_err=0.000037
2025-12-21 11:18:23,686 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=22 t=1 var_idx=4 tp=1.041667 y_true=0.205074 y_pred=0.205125 diff=0.000051 abs_err=0.000051
2025-12-21 11:18:23,686 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-21 11:19:00,898 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.485023 diff=0.485023 abs_err=0.485023
2025-12-21 11:19:00,899 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.527268 diff=-0.472732 abs_err=0.472732
2025-12-21 11:19:00,899 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.475992 diff=-0.464907 abs_err=0.464907
2025-12-21 11:19:00,899 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.439599 diff=0.439599 abs_err=0.439599
2025-12-21 11:19:00,899 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.438195 diff=0.438195 abs_err=0.438195
2025-12-21 11:19:00,899 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.436577 diff=0.436577 abs_err=0.436577
2025-12-21 11:19:00,900 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.432225 diff=0.432225 abs_err=0.432225
2025-12-21 11:19:00,900 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=8 t=20 var_idx=15 tp=1.833333 y_true=0.666667 y_pred=0.267291 diff=-0.399375 abs_err=0.399375
