2025-12-21 14:21:24,218 | INFO | SYSTEM | epoch=0 time=71.63s lr=0.0001 grad_norm=14.654069 mask_ratio_lastbatch=0.185549 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6472.00 cuda_mem_max_alloc_mb=6371.84
2025-12-21 14:22:35,344 | INFO | SYSTEM | epoch=1 time=71.13s lr=0.0001 grad_norm=14.832845 mask_ratio_lastbatch=0.157957 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:23:46,968 | INFO | SYSTEM | epoch=2 time=71.62s lr=0.0001 grad_norm=15.027569 mask_ratio_lastbatch=0.168140 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:24:51,884 | INFO | SYSTEM | epoch=3 time=64.92s lr=0.0001 grad_norm=14.991983 mask_ratio_lastbatch=0.183963 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:26:03,889 | INFO | SYSTEM | epoch=4 time=72.00s lr=0.0001 grad_norm=15.055702 mask_ratio_lastbatch=0.177073 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:27:16,067 | INFO | SYSTEM | epoch=5 time=72.18s lr=0.0001 grad_norm=15.161240 mask_ratio_lastbatch=0.159177 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:28:28,374 | INFO | SYSTEM | epoch=6 time=72.31s lr=0.0001 grad_norm=15.195520 mask_ratio_lastbatch=0.165366 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:29:40,814 | INFO | SYSTEM | epoch=7 time=72.44s lr=0.0001 grad_norm=15.175967 mask_ratio_lastbatch=0.168780 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:30:53,278 | INFO | SYSTEM | epoch=8 time=72.46s lr=0.0001 grad_norm=15.148606 mask_ratio_lastbatch=0.183933 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:31:58,615 | INFO | SYSTEM | epoch=9 time=65.34s lr=0.0001 grad_norm=15.086503 mask_ratio_lastbatch=0.164787 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:33:10,885 | INFO | SYSTEM | epoch=10 time=72.27s lr=0.0001 grad_norm=15.164956 mask_ratio_lastbatch=0.172683 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:34:16,251 | INFO | SYSTEM | epoch=11 time=65.36s lr=0.0001 grad_norm=15.151222 mask_ratio_lastbatch=0.178140 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:35:28,428 | INFO | SYSTEM | epoch=12 time=72.18s lr=0.0001 grad_norm=15.131822 mask_ratio_lastbatch=0.165274 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:36:33,894 | INFO | SYSTEM | epoch=13 time=65.46s lr=0.0001 grad_norm=15.130219 mask_ratio_lastbatch=0.179817 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:37:39,257 | INFO | SYSTEM | epoch=14 time=65.36s lr=0.0001 grad_norm=15.094475 mask_ratio_lastbatch=0.182012 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:38:44,508 | INFO | SYSTEM | epoch=15 time=65.25s lr=0.0001 grad_norm=14.968709 mask_ratio_lastbatch=0.165762 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:39:49,912 | INFO | SYSTEM | epoch=16 time=65.40s lr=0.0001 grad_norm=15.157820 mask_ratio_lastbatch=0.155030 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:41:02,282 | INFO | SYSTEM | epoch=17 time=72.37s lr=0.0001 grad_norm=15.162153 mask_ratio_lastbatch=0.171220 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:42:14,726 | INFO | SYSTEM | epoch=18 time=72.44s lr=0.0001 grad_norm=15.154211 mask_ratio_lastbatch=0.161189 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:43:20,180 | INFO | SYSTEM | epoch=19 time=65.45s lr=0.0001 grad_norm=15.057856 mask_ratio_lastbatch=0.165579 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:44:32,592 | INFO | SYSTEM | epoch=20 time=72.41s lr=0.0001 grad_norm=15.149218 mask_ratio_lastbatch=0.161616 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:45:44,986 | INFO | SYSTEM | epoch=21 time=72.39s lr=0.0001 grad_norm=15.157816 mask_ratio_lastbatch=0.180122 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:46:50,287 | INFO | SYSTEM | epoch=22 time=65.30s lr=0.0001 grad_norm=15.092449 mask_ratio_lastbatch=0.187774 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:47:55,511 | INFO | SYSTEM | epoch=23 time=65.22s lr=0.0001 grad_norm=15.091501 mask_ratio_lastbatch=0.179970 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:49:00,651 | INFO | SYSTEM | epoch=24 time=65.14s lr=0.0001 grad_norm=15.179629 mask_ratio_lastbatch=0.162317 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:50:12,724 | INFO | SYSTEM | epoch=25 time=72.07s lr=0.0001 grad_norm=15.159491 mask_ratio_lastbatch=0.171250 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:51:18,029 | INFO | SYSTEM | epoch=26 time=65.30s lr=0.0001 grad_norm=15.161436 mask_ratio_lastbatch=0.169207 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:52:23,272 | INFO | SYSTEM | epoch=27 time=65.24s lr=0.0001 grad_norm=15.112329 mask_ratio_lastbatch=0.165183 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:53:28,690 | INFO | SYSTEM | epoch=28 time=65.42s lr=0.0001 grad_norm=15.065989 mask_ratio_lastbatch=0.189055 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
2025-12-21 14:54:33,801 | INFO | SYSTEM | epoch=29 time=65.11s lr=0.0001 grad_norm=15.162715 mask_ratio_lastbatch=0.174878 cuda_mem_alloc_mb=312.14 cuda_mem_reserved_mb=6474.00 cuda_mem_max_alloc_mb=6373.20
