2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=16 t=4 var_idx=15 tp=0.583333 y_true=0.166667 y_pred=0.969324 diff=0.802657 abs_err=0.802657
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=30 t=9 var_idx=15 tp=0.687500 y_true=0.000000 y_pred=0.798374 diff=0.798374 abs_err=0.798374
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=30 t=7 var_idx=15 tp=0.645833 y_true=0.000000 y_pred=0.798360 diff=0.798360 abs_err=0.798360
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=30 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.798337 diff=0.798337 abs_err=0.798337
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=30 t=0 var_idx=15 tp=0.500000 y_true=0.000000 y_pred=0.798302 diff=0.798302 abs_err=0.798302
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=1 t=4 var_idx=34 tp=0.583333 y_true=0.970000 y_pred=0.193745 diff=-0.776255 abs_err=0.776255
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=15 t=4 var_idx=34 tp=0.583333 y_true=0.960000 y_pred=0.194399 diff=-0.765601 abs_err=0.765601
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=2 t=21 var_idx=14 tp=1.000000 y_true=1.000000 y_pred=0.294044 diff=-0.705956 abs_err=0.705956
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=2 t=18 var_idx=14 tp=0.937500 y_true=1.000000 y_pred=0.294094 diff=-0.705906 abs_err=0.705906
2025-12-20 12:00:31 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=30 t=20 var_idx=14 tp=0.916667 y_true=1.000000 y_pred=0.412851 diff=-0.587149 abs_err=0.587149
2025-12-20 12:00:31 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=13 t=2 var_idx=19 tp=0.562500 y_true=0.509963 y_pred=0.509965 diff=0.000002 abs_err=0.000002
2025-12-20 12:00:31 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=28 t=20 var_idx=39 tp=0.916667 y_true=0.000000 y_pred=0.000004 diff=0.000004 abs_err=0.000004
2025-12-20 12:00:31 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=28 t=16 var_idx=31 tp=0.833333 y_true=0.010027 y_pred=0.010014 diff=-0.000014 abs_err=0.000014
2025-12-20 12:00:31 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-20 12:01:22 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=30 t=9 var_idx=15 tp=0.687500 y_true=0.000000 y_pred=0.839818 diff=0.839818 abs_err=0.839818
2025-12-20 12:01:22 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=30 t=7 var_idx=15 tp=0.645833 y_true=0.000000 y_pred=0.839758 diff=0.839758 abs_err=0.839758
2025-12-20 12:01:22 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=30 t=4 var_idx=15 tp=0.583333 y_true=0.000000 y_pred=0.839664 diff=0.839664 abs_err=0.839664
2025-12-20 12:01:22 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=30 t=0 var_idx=15 tp=0.500000 y_true=0.000000 y_pred=0.839535 diff=0.839535 abs_err=0.839535
