2025-12-21 10:15:06,052 | INFO | SYSTEM | epoch=0 time=28.91s lr=0.0001 grad_norm=14.475170 mask_ratio_lastbatch=0.173079 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2580.00 cuda_mem_max_alloc_mb=2379.58
2025-12-21 10:15:34,648 | INFO | SYSTEM | epoch=1 time=28.59s lr=0.0001 grad_norm=14.627443 mask_ratio_lastbatch=0.167927 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2580.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:16:02,915 | INFO | SYSTEM | epoch=2 time=28.27s lr=0.0001 grad_norm=14.805398 mask_ratio_lastbatch=0.162927 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2582.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:16:31,239 | INFO | SYSTEM | epoch=3 time=28.32s lr=0.0001 grad_norm=14.830198 mask_ratio_lastbatch=0.177774 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:16:57,104 | INFO | SYSTEM | epoch=4 time=25.86s lr=0.0001 grad_norm=14.899695 mask_ratio_lastbatch=0.162073 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:17:25,618 | INFO | SYSTEM | epoch=5 time=28.51s lr=0.0001 grad_norm=14.957881 mask_ratio_lastbatch=0.167134 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:17:51,414 | INFO | SYSTEM | epoch=6 time=25.79s lr=0.0001 grad_norm=15.065438 mask_ratio_lastbatch=0.180152 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:18:17,211 | INFO | SYSTEM | epoch=7 time=25.80s lr=0.0001 grad_norm=15.011986 mask_ratio_lastbatch=0.173720 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:18:45,862 | INFO | SYSTEM | epoch=8 time=28.65s lr=0.0001 grad_norm=15.016930 mask_ratio_lastbatch=0.173506 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:19:11,707 | INFO | SYSTEM | epoch=9 time=25.84s lr=0.0001 grad_norm=14.986453 mask_ratio_lastbatch=0.178201 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:19:37,554 | INFO | SYSTEM | epoch=10 time=25.85s lr=0.0001 grad_norm=15.034939 mask_ratio_lastbatch=0.176494 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:20:06,245 | INFO | SYSTEM | epoch=11 time=28.69s lr=0.0001 grad_norm=15.021278 mask_ratio_lastbatch=0.184055 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:20:34,965 | INFO | SYSTEM | epoch=12 time=28.72s lr=0.0001 grad_norm=15.049535 mask_ratio_lastbatch=0.182988 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:21:00,932 | INFO | SYSTEM | epoch=13 time=25.97s lr=0.0001 grad_norm=15.104365 mask_ratio_lastbatch=0.173445 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:21:26,870 | INFO | SYSTEM | epoch=14 time=25.94s lr=0.0001 grad_norm=14.993466 mask_ratio_lastbatch=0.171921 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:21:52,914 | INFO | SYSTEM | epoch=15 time=26.04s lr=0.0001 grad_norm=15.027583 mask_ratio_lastbatch=0.169146 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:22:19,110 | INFO | SYSTEM | epoch=16 time=26.20s lr=0.0001 grad_norm=15.013578 mask_ratio_lastbatch=0.168079 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:22:45,315 | INFO | SYSTEM | epoch=17 time=26.20s lr=0.0001 grad_norm=15.077592 mask_ratio_lastbatch=0.159329 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:23:14,144 | INFO | SYSTEM | epoch=18 time=28.83s lr=0.0001 grad_norm=15.081564 mask_ratio_lastbatch=0.178018 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:23:40,094 | INFO | SYSTEM | epoch=19 time=25.95s lr=0.0001 grad_norm=15.020843 mask_ratio_lastbatch=0.182134 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:24:06,099 | INFO | SYSTEM | epoch=20 time=26.00s lr=0.0001 grad_norm=15.128683 mask_ratio_lastbatch=0.165244 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:24:32,118 | INFO | SYSTEM | epoch=21 time=26.02s lr=0.0001 grad_norm=15.071155 mask_ratio_lastbatch=0.172226 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:24:58,115 | INFO | SYSTEM | epoch=22 time=26.00s lr=0.0001 grad_norm=15.001224 mask_ratio_lastbatch=0.175518 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:25:24,054 | INFO | SYSTEM | epoch=23 time=25.94s lr=0.0001 grad_norm=15.097488 mask_ratio_lastbatch=0.163659 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:25:52,782 | INFO | SYSTEM | epoch=24 time=28.73s lr=0.0001 grad_norm=15.047975 mask_ratio_lastbatch=0.181037 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:26:18,706 | INFO | SYSTEM | epoch=25 time=25.92s lr=0.0001 grad_norm=15.060346 mask_ratio_lastbatch=0.165213 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:26:47,485 | INFO | SYSTEM | epoch=26 time=28.78s lr=0.0001 grad_norm=15.048879 mask_ratio_lastbatch=0.171890 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:27:13,460 | INFO | SYSTEM | epoch=27 time=25.97s lr=0.0001 grad_norm=15.108842 mask_ratio_lastbatch=0.166159 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:27:39,418 | INFO | SYSTEM | epoch=28 time=25.96s lr=0.0001 grad_norm=15.040635 mask_ratio_lastbatch=0.165518 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:28:05,392 | INFO | SYSTEM | epoch=29 time=25.97s lr=0.0001 grad_norm=15.069439 mask_ratio_lastbatch=0.173933 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:28:34,164 | INFO | SYSTEM | epoch=30 time=28.77s lr=0.0001 grad_norm=15.037329 mask_ratio_lastbatch=0.170305 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:29:02,933 | INFO | SYSTEM | epoch=31 time=28.77s lr=0.0001 grad_norm=15.134174 mask_ratio_lastbatch=0.173354 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:29:28,908 | INFO | SYSTEM | epoch=32 time=25.97s lr=0.0001 grad_norm=15.064432 mask_ratio_lastbatch=0.167012 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:29:54,891 | INFO | SYSTEM | epoch=33 time=25.98s lr=0.0001 grad_norm=15.082897 mask_ratio_lastbatch=0.175000 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:30:20,923 | INFO | SYSTEM | epoch=34 time=26.03s lr=0.0001 grad_norm=15.182221 mask_ratio_lastbatch=0.162134 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:30:46,905 | INFO | SYSTEM | epoch=35 time=25.98s lr=0.0001 grad_norm=15.107299 mask_ratio_lastbatch=0.165640 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:31:12,798 | INFO | SYSTEM | epoch=36 time=25.89s lr=0.0001 grad_norm=15.075744 mask_ratio_lastbatch=0.184909 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:31:41,480 | INFO | SYSTEM | epoch=37 time=28.68s lr=0.0001 grad_norm=15.075803 mask_ratio_lastbatch=0.161677 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:32:07,462 | INFO | SYSTEM | epoch=38 time=25.98s lr=0.0001 grad_norm=15.086387 mask_ratio_lastbatch=0.152134 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:32:33,480 | INFO | SYSTEM | epoch=39 time=26.02s lr=0.0001 grad_norm=15.128325 mask_ratio_lastbatch=0.163628 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:33:02,249 | INFO | SYSTEM | epoch=40 time=28.77s lr=0.0001 grad_norm=15.075731 mask_ratio_lastbatch=0.167317 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:33:28,176 | INFO | SYSTEM | epoch=41 time=25.93s lr=0.0001 grad_norm=15.083190 mask_ratio_lastbatch=0.171860 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:33:54,212 | INFO | SYSTEM | epoch=42 time=26.04s lr=0.0001 grad_norm=15.115906 mask_ratio_lastbatch=0.161555 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:34:20,219 | INFO | SYSTEM | epoch=43 time=26.01s lr=0.0001 grad_norm=15.088001 mask_ratio_lastbatch=0.169665 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:34:46,169 | INFO | SYSTEM | epoch=44 time=25.95s lr=0.0001 grad_norm=15.099082 mask_ratio_lastbatch=0.165061 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:35:12,004 | INFO | SYSTEM | epoch=45 time=25.83s lr=0.0001 grad_norm=15.129249 mask_ratio_lastbatch=0.183872 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:35:37,799 | INFO | SYSTEM | epoch=46 time=25.79s lr=0.0001 grad_norm=15.148783 mask_ratio_lastbatch=0.174055 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:36:03,643 | INFO | SYSTEM | epoch=47 time=25.84s lr=0.0001 grad_norm=15.117586 mask_ratio_lastbatch=0.175091 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:36:29,497 | INFO | SYSTEM | epoch=48 time=25.85s lr=0.0001 grad_norm=15.155899 mask_ratio_lastbatch=0.173262 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:36:55,338 | INFO | SYSTEM | epoch=49 time=25.84s lr=5e-05 grad_norm=15.163560 mask_ratio_lastbatch=0.165488 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:37:21,183 | INFO | SYSTEM | epoch=50 time=25.84s lr=5e-05 grad_norm=15.228523 mask_ratio_lastbatch=0.180213 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:37:47,040 | INFO | SYSTEM | epoch=51 time=25.86s lr=5e-05 grad_norm=15.121843 mask_ratio_lastbatch=0.168567 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:38:12,735 | INFO | SYSTEM | epoch=52 time=25.69s lr=5e-05 grad_norm=15.108631 mask_ratio_lastbatch=0.159726 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:38:41,217 | INFO | SYSTEM | epoch=53 time=28.48s lr=5e-05 grad_norm=15.166120 mask_ratio_lastbatch=0.179024 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:39:06,859 | INFO | SYSTEM | epoch=54 time=25.64s lr=5e-05 grad_norm=15.172377 mask_ratio_lastbatch=0.166006 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:39:32,492 | INFO | SYSTEM | epoch=55 time=25.63s lr=5e-05 grad_norm=15.253521 mask_ratio_lastbatch=0.172896 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:39:58,232 | INFO | SYSTEM | epoch=56 time=25.74s lr=5e-05 grad_norm=15.217296 mask_ratio_lastbatch=0.179665 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:40:23,928 | INFO | SYSTEM | epoch=57 time=25.69s lr=5e-05 grad_norm=15.232075 mask_ratio_lastbatch=0.174726 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:40:52,410 | INFO | SYSTEM | epoch=58 time=28.48s lr=5e-05 grad_norm=15.253071 mask_ratio_lastbatch=0.170762 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:41:18,149 | INFO | SYSTEM | epoch=59 time=25.74s lr=5e-05 grad_norm=15.336514 mask_ratio_lastbatch=0.164329 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:41:43,838 | INFO | SYSTEM | epoch=60 time=25.69s lr=5e-05 grad_norm=15.243812 mask_ratio_lastbatch=0.175335 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:42:09,469 | INFO | SYSTEM | epoch=61 time=25.63s lr=5e-05 grad_norm=15.262444 mask_ratio_lastbatch=0.174238 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:42:35,268 | INFO | SYSTEM | epoch=62 time=25.80s lr=5e-05 grad_norm=15.241336 mask_ratio_lastbatch=0.173811 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:43:00,847 | INFO | SYSTEM | epoch=63 time=25.58s lr=5e-05 grad_norm=15.292411 mask_ratio_lastbatch=0.158598 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
2025-12-21 10:43:27,201 | INFO | SYSTEM | epoch=64 time=26.35s lr=5e-05 grad_norm=15.346162 mask_ratio_lastbatch=0.170488 cuda_mem_alloc_mb=240.55 cuda_mem_reserved_mb=2584.00 cuda_mem_max_alloc_mb=2380.93
