2025-12-21 10:45:32,647 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.505768 diff=-0.494232 abs_err=0.494232
2025-12-21 10:45:32,648 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.447811 diff=0.447811 abs_err=0.447811
2025-12-21 10:45:32,648 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.514755 diff=-0.426144 abs_err=0.426144
2025-12-21 10:45:32,648 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=16 t=10 var_idx=15 tp=1.416667 y_true=0.583333 y_pred=0.161045 diff=-0.422288 abs_err=0.422288
2025-12-21 10:45:32,648 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=16 t=14 var_idx=15 tp=1.583333 y_true=0.583333 y_pred=0.162768 diff=-0.420565 abs_err=0.420565
2025-12-21 10:45:32,648 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=16 t=18 var_idx=15 tp=1.750000 y_true=0.583333 y_pred=0.164407 diff=-0.418926 abs_err=0.418926
2025-12-21 10:45:32,648 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=8 t=4 var_idx=15 tp=1.166667 y_true=0.666667 y_pred=0.259947 diff=-0.406720 abs_err=0.406720
2025-12-21 10:45:32,648 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=8 t=6 var_idx=15 tp=1.250000 y_true=0.666667 y_pred=0.261006 diff=-0.405661 abs_err=0.405661
2025-12-21 10:45:32,648 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=8 t=8 var_idx=15 tp=1.333333 y_true=0.666667 y_pred=0.262057 diff=-0.404610 abs_err=0.404610
2025-12-21 10:45:32,649 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=8 t=10 var_idx=15 tp=1.416667 y_true=0.666667 y_pred=0.263099 diff=-0.403567 abs_err=0.403567
2025-12-21 10:45:32,649 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=0 t=16 var_idx=33 tp=1.708333 y_true=0.170000 y_pred=0.169992 diff=-0.000008 abs_err=0.000008
2025-12-21 10:45:32,649 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=9 t=1 var_idx=39 tp=1.041667 y_true=0.000000 y_pred=-0.000010 diff=-0.000010 abs_err=0.000010
2025-12-21 10:45:32,649 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=20 t=13 var_idx=14 tp=1.541667 y_true=0.493671 y_pred=0.493684 diff=0.000013 abs_err=0.000013
2025-12-21 10:45:32,649 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-21 10:46:02,625 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.522868 diff=-0.477132 abs_err=0.477132
