2025-12-21 11:23:20,115 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.553544 diff=0.553544 abs_err=0.553544
2025-12-21 11:23:20,115 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.553243 diff=0.553243 abs_err=0.553243
2025-12-21 11:23:20,115 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.552632 diff=0.552632 abs_err=0.552632
2025-12-21 11:23:20,116 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.552435 diff=0.552435 abs_err=0.552435
2025-12-21 11:23:20,116 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.461820 diff=-0.479078 abs_err=0.479078
2025-12-21 11:23:20,116 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.538084 diff=-0.461916 abs_err=0.461916
2025-12-21 11:23:20,116 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.432656 diff=0.432656 abs_err=0.432656
2025-12-21 11:23:20,116 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=8 t=2 var_idx=15 tp=1.083333 y_true=0.000000 y_pred=0.400086 diff=0.400086 abs_err=0.400086
2025-12-21 11:23:20,116 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=8 t=0 var_idx=15 tp=1.000000 y_true=0.000000 y_pred=0.399485 diff=0.399485 abs_err=0.399485
2025-12-21 11:23:20,116 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=15 t=23 var_idx=5 tp=1.958333 y_true=0.600000 y_pred=0.207622 diff=-0.392378 abs_err=0.392378
2025-12-21 11:23:20,117 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=12 t=5 var_idx=39 tp=1.208333 y_true=0.001091 y_pred=0.001088 diff=-0.000003 abs_err=0.000003
2025-12-21 11:23:20,117 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=9 t=21 var_idx=15 tp=2.000000 y_true=1.000000 y_pred=0.999992 diff=-0.000008 abs_err=0.000008
2025-12-21 11:23:20,117 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=18 t=2 var_idx=32 tp=1.083333 y_true=0.103192 y_pred=0.103202 diff=0.000010 abs_err=0.000010
2025-12-21 11:23:20,117 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-21 11:23:57,690 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.508913 diff=0.508913 abs_err=0.508913
2025-12-21 11:23:57,691 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.508562 diff=0.508562 abs_err=0.508562
