2025-12-21 11:05:01,621 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.637103 diff=0.637103 abs_err=0.637103
2025-12-21 11:05:01,622 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.634432 diff=0.634432 abs_err=0.634432
2025-12-21 11:05:01,622 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.633038 diff=0.633038 abs_err=0.633038
2025-12-21 11:05:01,622 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.631610 diff=0.631610 abs_err=0.631610
2025-12-21 11:05:01,622 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.544669 diff=0.544669 abs_err=0.544669
2025-12-21 11:05:01,622 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=8 t=2 var_idx=15 tp=1.083333 y_true=0.000000 y_pred=0.481837 diff=0.481837 abs_err=0.481837
2025-12-21 11:05:01,622 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=8 t=0 var_idx=15 tp=1.000000 y_true=0.000000 y_pred=0.481109 diff=0.481109 abs_err=0.481109
2025-12-21 11:05:01,622 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.485161 diff=-0.455737 abs_err=0.455737
2025-12-21 11:05:01,623 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=15 t=16 var_idx=18 tp=1.666667 y_true=0.770870 y_pred=0.365278 diff=-0.405592 abs_err=0.405592
2025-12-21 11:05:01,623 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.609255 diff=-0.390745 abs_err=0.390745
2025-12-21 11:05:01,623 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=15 t=1 var_idx=33 tp=1.041667 y_true=0.265000 y_pred=0.264994 diff=-0.000006 abs_err=0.000006
2025-12-21 11:05:01,623 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=8 t=22 var_idx=19 tp=1.916667 y_true=0.529551 y_pred=0.529521 diff=-0.000030 abs_err=0.000030
2025-12-21 11:05:01,623 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=8 t=3 var_idx=23 tp=1.125000 y_true=0.285235 y_pred=0.285266 diff=0.000031 abs_err=0.000031
2025-12-21 11:05:01,623 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-21 11:05:31,546 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.533967 diff=0.533967 abs_err=0.533967
2025-12-21 11:05:31,547 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.531710 diff=0.531710 abs_err=0.531710
2025-12-21 11:05:31,547 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.530539 diff=0.530539 abs_err=0.530539
2025-12-21 11:05:31,547 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.529343 diff=0.529343 abs_err=0.529343
2025-12-21 11:05:31,547 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.498487 diff=0.498487 abs_err=0.498487
2025-12-21 11:05:31,547 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.559289 diff=-0.440711 abs_err=0.440711
2025-12-21 11:05:31,548 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.515136 diff=-0.425762 abs_err=0.425762
2025-12-21 11:05:31,548 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=8 t=2 var_idx=15 tp=1.083333 y_true=0.000000 y_pred=0.375770 diff=0.375770 abs_err=0.375770
2025-12-21 11:05:31,548 | INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=8 t=0 var_idx=15 tp=1.000000 y_true=0.000000 y_pred=0.375194 diff=0.375194 abs_err=0.375194
2025-12-21 11:05:31,548 | INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=16 t=10 var_idx=15 tp=1.416667 y_true=0.583333 y_pred=0.210856 diff=-0.372477 abs_err=0.372477
2025-12-21 11:05:31,548 | INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=16 t=11 var_idx=23 tp=1.458333 y_true=0.280201 y_pred=0.280202 diff=0.000000 abs_err=0.000000
2025-12-21 11:05:31,549 | INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=17 t=2 var_idx=4 tp=1.083333 y_true=0.197886 y_pred=0.197886 diff=0.000001 abs_err=0.000001
2025-12-21 11:05:31,549 | INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=3 t=15 var_idx=35 tp=1.625000 y_true=0.405263 y_pred=0.405255 diff=-0.000008 abs_err=0.000008
2025-12-21 11:05:31,549 | INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
2025-12-21 11:06:01,480 | INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.509062 diff=-0.490938 abs_err=0.490938
2025-12-21 11:06:01,481 | INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.487098 diff=0.487098 abs_err=0.487098
2025-12-21 11:06:01,481 | INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.435588 diff=0.435588 abs_err=0.435588
2025-12-21 11:06:01,481 | INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=16 t=10 var_idx=15 tp=1.416667 y_true=0.583333 y_pred=0.148056 diff=-0.435277 abs_err=0.435277
2025-12-21 11:06:01,481 | INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=16 t=14 var_idx=15 tp=1.583333 y_true=0.583333 y_pred=0.149181 diff=-0.434152 abs_err=0.434152
2025-12-21 11:06:01,481 | INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.433369 diff=0.433369 abs_err=0.433369
2025-12-21 11:06:01,481 | INFO | TOP_ERR | split=test epoch=2 rank=7/10 b=16 t=18 var_idx=15 tp=1.750000 y_true=0.583333 y_pred=0.150646 diff=-0.432687 abs_err=0.432687
2025-12-21 11:06:01,482 | INFO | TOP_ERR | split=test epoch=2 rank=8/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.432217 diff=0.432217 abs_err=0.432217
2025-12-21 11:06:01,482 | INFO | TOP_ERR | split=test epoch=2 rank=9/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.431042 diff=0.431042 abs_err=0.431042
2025-12-21 11:06:01,482 | INFO | TOP_ERR | split=test epoch=2 rank=10/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.511910 diff=-0.428988 abs_err=0.428988
2025-12-21 11:06:01,482 | INFO | TOP_BEST | split=test epoch=2 rank=1/3 b=14 t=10 var_idx=4 tp=1.416667 y_true=0.197674 y_pred=0.197670 diff=-0.000004 abs_err=0.000004
2025-12-21 11:06:01,483 | INFO | TOP_BEST | split=test epoch=2 rank=2/3 b=6 t=20 var_idx=26 tp=1.916667 y_true=0.254144 y_pred=0.254149 diff=0.000005 abs_err=0.000005
2025-12-21 11:06:01,483 | INFO | TOP_BEST | split=test epoch=2 rank=3/3 b=16 t=11 var_idx=23 tp=1.458333 y_true=0.280201 y_pred=0.280181 diff=-0.000020 abs_err=0.000020
2025-12-21 11:06:01,483 | INFO | TOP_OK | split=test epoch=2 none_found (no exact matches)
2025-12-21 11:06:31,480 | INFO | TOP_ERR | split=test epoch=3 rank=1/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.514863 diff=0.514863 abs_err=0.514863
2025-12-21 11:06:31,481 | INFO | TOP_ERR | split=test epoch=3 rank=2/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.528998 diff=-0.471002 abs_err=0.471002
2025-12-21 11:06:31,481 | INFO | TOP_ERR | split=test epoch=3 rank=3/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.509210 diff=-0.431688 abs_err=0.431688
2025-12-21 11:06:31,481 | INFO | TOP_ERR | split=test epoch=3 rank=4/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.430113 diff=0.430113 abs_err=0.430113
2025-12-21 11:06:31,481 | INFO | TOP_ERR | split=test epoch=3 rank=5/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.426938 diff=0.426938 abs_err=0.426938
2025-12-21 11:06:31,481 | INFO | TOP_ERR | split=test epoch=3 rank=6/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.425300 diff=0.425300 abs_err=0.425300
2025-12-21 11:06:31,481 | INFO | TOP_ERR | split=test epoch=3 rank=7/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.424059 diff=0.424059 abs_err=0.424059
2025-12-21 11:06:31,481 | INFO | TOP_ERR | split=test epoch=3 rank=8/10 b=16 t=10 var_idx=15 tp=1.416667 y_true=0.583333 y_pred=0.178981 diff=-0.404352 abs_err=0.404352
2025-12-21 11:06:31,481 | INFO | TOP_ERR | split=test epoch=3 rank=9/10 b=16 t=14 var_idx=15 tp=1.583333 y_true=0.583333 y_pred=0.180696 diff=-0.402637 abs_err=0.402637
2025-12-21 11:06:31,482 | INFO | TOP_ERR | split=test epoch=3 rank=10/10 b=16 t=18 var_idx=15 tp=1.750000 y_true=0.583333 y_pred=0.182378 diff=-0.400955 abs_err=0.400955
2025-12-21 11:06:31,482 | INFO | TOP_BEST | split=test epoch=3 rank=1/3 b=16 t=22 var_idx=39 tp=1.916667 y_true=0.005455 y_pred=0.005460 diff=0.000005 abs_err=0.000005
2025-12-21 11:06:31,482 | INFO | TOP_BEST | split=test epoch=3 rank=2/3 b=6 t=1 var_idx=19 tp=1.083333 y_true=0.335697 y_pred=0.335691 diff=-0.000006 abs_err=0.000006
2025-12-21 11:06:31,482 | INFO | TOP_BEST | split=test epoch=3 rank=3/3 b=31 t=15 var_idx=13 tp=1.625000 y_true=0.197802 y_pred=0.197779 diff=-0.000024 abs_err=0.000024
2025-12-21 11:06:31,482 | INFO | TOP_OK | split=test epoch=3 none_found (no exact matches)
2025-12-21 11:07:28,540 | INFO | TOP_ERR | split=test epoch=5 rank=1/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.535275 diff=0.535275 abs_err=0.535275
2025-12-21 11:07:28,541 | INFO | TOP_ERR | split=test epoch=5 rank=2/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.551515 diff=-0.448485 abs_err=0.448485
2025-12-21 11:07:28,541 | INFO | TOP_ERR | split=test epoch=5 rank=3/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.511496 diff=-0.429402 abs_err=0.429402
