2025-12-21 14:20:55,091 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.407070 diff=-0.592930 abs_err=0.592930
2025-12-21 14:20:55,092 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.471524 diff=-0.469375 abs_err=0.469375
2025-12-21 14:20:55,092 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.456251 diff=0.456251 abs_err=0.456251
2025-12-21 14:20:55,092 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=8 t=20 var_idx=15 tp=1.833333 y_true=0.666667 y_pred=0.245555 diff=-0.421112 abs_err=0.421112
2025-12-21 14:20:55,092 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=8 t=18 var_idx=15 tp=1.750000 y_true=0.666667 y_pred=0.245861 diff=-0.420806 abs_err=0.420806
2025-12-21 14:20:55,092 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=8 t=16 var_idx=15 tp=1.666667 y_true=0.666667 y_pred=0.246123 diff=-0.420543 abs_err=0.420543
2025-12-21 14:20:55,093 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=8 t=14 var_idx=15 tp=1.583333 y_true=0.666667 y_pred=0.246450 diff=-0.420217 abs_err=0.420217
2025-12-21 14:20:55,093 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=8 t=12 var_idx=15 tp=1.500000 y_true=0.666667 y_pred=0.246877 diff=-0.419790 abs_err=0.419790
2025-12-21 14:20:55,093 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=8 t=10 var_idx=15 tp=1.416667 y_true=0.666667 y_pred=0.247359 diff=-0.419308 abs_err=0.419308
2025-12-21 14:20:55,093 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=8 t=8 var_idx=15 tp=1.333333 y_true=0.666667 y_pred=0.247651 diff=-0.419016 abs_err=0.419016
2025-12-21 14:20:55,093 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=19 t=21 var_idx=39 tp=1.875000 y_true=0.005636 y_pred=0.005633 diff=-0.000004 abs_err=0.000004
2025-12-21 14:20:55,094 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=20 t=16 var_idx=39 tp=1.666667 y_true=0.004545 y_pred=0.004552 diff=0.000006 abs_err=0.000006
2025-12-21 14:20:55,094 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=24 t=8 var_idx=4 tp=1.333333 y_true=0.128118 y_pred=0.128111 diff=-0.000007 abs_err=0.000007
2025-12-21 14:20:55,094 | INFO | TOP_OK | split=test epoch=0 rank=1/3 b=29 t=16 var_idx=35 tp=1.750000 y_true=0.389474 y_pred=0.389474
2025-12-21 14:21:48,731 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.388820 diff=-0.611180 abs_err=0.611180
2025-12-21 14:21:48,732 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=8 t=20 var_idx=15 tp=1.833333 y_true=0.666667 y_pred=0.162282 diff=-0.504385 abs_err=0.504385
2025-12-21 14:21:48,732 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=8 t=18 var_idx=15 tp=1.750000 y_true=0.666667 y_pred=0.163313 diff=-0.503353 abs_err=0.503353
2025-12-21 14:21:48,732 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=8 t=16 var_idx=15 tp=1.666667 y_true=0.666667 y_pred=0.164315 diff=-0.502352 abs_err=0.502352
2025-12-21 14:21:48,732 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=8 t=14 var_idx=15 tp=1.583333 y_true=0.666667 y_pred=0.165202 diff=-0.501464 abs_err=0.501464
2025-12-21 14:21:48,732 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=8 t=12 var_idx=15 tp=1.500000 y_true=0.666667 y_pred=0.166110 diff=-0.500557 abs_err=0.500557
2025-12-21 14:21:48,733 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=8 t=10 var_idx=15 tp=1.416667 y_true=0.666667 y_pred=0.167192 diff=-0.499475 abs_err=0.499475
2025-12-21 14:21:48,733 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=8 t=8 var_idx=15 tp=1.333333 y_true=0.666667 y_pred=0.168298 diff=-0.498369 abs_err=0.498369
2025-12-21 14:21:48,733 | INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=8 t=6 var_idx=15 tp=1.250000 y_true=0.666667 y_pred=0.169298 diff=-0.497369 abs_err=0.497369
2025-12-21 14:21:48,733 | INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=8 t=4 var_idx=15 tp=1.166667 y_true=0.666667 y_pred=0.170196 diff=-0.496471 abs_err=0.496471
2025-12-21 14:21:48,733 | INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=10 t=11 var_idx=23 tp=1.458333 y_true=0.241611 y_pred=0.241612 diff=0.000001 abs_err=0.000001
2025-12-21 14:21:48,734 | INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=4 t=0 var_idx=27 tp=1.000000 y_true=0.372093 y_pred=0.372096 diff=0.000003 abs_err=0.000003
2025-12-21 14:21:48,734 | INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=5 t=3 var_idx=33 tp=1.125000 y_true=0.160000 y_pred=0.160013 diff=0.000013 abs_err=0.000013
2025-12-21 14:21:48,734 | INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
2025-12-21 14:22:42,613 | INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.476659 diff=-0.523341 abs_err=0.523341
2025-12-21 14:22:42,613 | INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.472901 diff=0.472901 abs_err=0.472901
2025-12-21 14:22:42,613 | INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.475509 diff=-0.465390 abs_err=0.465390
