2025-12-21 14:20:40,616 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.551323 diff=0.551323 abs_err=0.551323
2025-12-21 14:20:40,617 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.548343 diff=0.548343 abs_err=0.548343
2025-12-21 14:20:40,617 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.544929 diff=0.544929 abs_err=0.544929
2025-12-21 14:20:40,617 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.461427 diff=-0.538573 abs_err=0.538573
2025-12-21 14:20:40,617 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.536445 diff=0.536445 abs_err=0.536445
2025-12-21 14:20:40,617 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.479952 diff=0.479952 abs_err=0.479952
2025-12-21 14:20:40,617 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.473233 diff=-0.467666 abs_err=0.467666
2025-12-21 14:20:40,617 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=16 t=18 var_idx=15 tp=1.750000 y_true=0.583333 y_pred=0.189257 diff=-0.394076 abs_err=0.394076
2025-12-21 14:20:40,617 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=16 t=14 var_idx=15 tp=1.583333 y_true=0.583333 y_pred=0.194417 diff=-0.388916 abs_err=0.388916
2025-12-21 14:20:40,618 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=16 t=10 var_idx=15 tp=1.416667 y_true=0.583333 y_pred=0.197511 diff=-0.385822 abs_err=0.385822
2025-12-21 14:20:40,618 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=4 t=3 var_idx=23 tp=1.125000 y_true=0.359060 y_pred=0.359053 diff=-0.000008 abs_err=0.000008
2025-12-21 14:20:40,618 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=4 t=13 var_idx=4 tp=1.541667 y_true=0.357294 y_pred=0.357285 diff=-0.000009 abs_err=0.000009
2025-12-21 14:20:40,618 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=19 t=1 var_idx=29 tp=1.041667 y_true=0.360000 y_pred=0.359985 diff=-0.000015 abs_err=0.000015
2025-12-21 14:20:40,618 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-21 14:21:26,058 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.414476 diff=-0.585524 abs_err=0.585524
2025-12-21 14:21:26,059 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.503293 diff=0.503293 abs_err=0.503293
2025-12-21 14:21:26,059 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.464779 diff=-0.476120 abs_err=0.476120
2025-12-21 14:21:26,059 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=16 t=18 var_idx=15 tp=1.750000 y_true=0.583333 y_pred=0.134883 diff=-0.448450 abs_err=0.448450
2025-12-21 14:21:26,059 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=16 t=14 var_idx=15 tp=1.583333 y_true=0.583333 y_pred=0.135854 diff=-0.447479 abs_err=0.447479
