2025-12-21 14:20:40,619 | INFO | SYSTEM | epoch=0 time=45.93s lr=0.0001 grad_norm=6.293248 mask_ratio_lastbatch=0.185549 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4218.00 cuda_mem_max_alloc_mb=3895.43
2025-12-21 14:21:26,062 | INFO | SYSTEM | epoch=1 time=45.44s lr=0.0001 grad_norm=6.475610 mask_ratio_lastbatch=0.157957 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4220.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:22:11,481 | INFO | SYSTEM | epoch=2 time=45.42s lr=0.0001 grad_norm=6.524470 mask_ratio_lastbatch=0.168140 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4220.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:22:56,869 | INFO | SYSTEM | epoch=3 time=45.39s lr=0.0001 grad_norm=6.612374 mask_ratio_lastbatch=0.183963 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4220.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:23:42,221 | INFO | SYSTEM | epoch=4 time=45.35s lr=0.0001 grad_norm=6.658579 mask_ratio_lastbatch=0.169146 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:24:27,656 | INFO | SYSTEM | epoch=5 time=45.43s lr=0.0001 grad_norm=6.724759 mask_ratio_lastbatch=0.175183 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:25:09,190 | INFO | SYSTEM | epoch=6 time=41.53s lr=0.0001 grad_norm=6.741196 mask_ratio_lastbatch=0.170579 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:25:54,990 | INFO | SYSTEM | epoch=7 time=45.80s lr=0.0001 grad_norm=6.771214 mask_ratio_lastbatch=0.168780 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:26:36,262 | INFO | SYSTEM | epoch=8 time=41.27s lr=0.0001 grad_norm=6.723024 mask_ratio_lastbatch=0.183933 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:27:21,434 | INFO | SYSTEM | epoch=9 time=45.17s lr=0.0001 grad_norm=6.744488 mask_ratio_lastbatch=0.172652 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:28:02,169 | INFO | SYSTEM | epoch=10 time=40.73s lr=0.0001 grad_norm=6.777825 mask_ratio_lastbatch=0.172683 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:28:42,921 | INFO | SYSTEM | epoch=11 time=40.75s lr=0.0001 grad_norm=6.757511 mask_ratio_lastbatch=0.174329 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:29:23,652 | INFO | SYSTEM | epoch=12 time=40.73s lr=0.0001 grad_norm=6.860389 mask_ratio_lastbatch=0.175671 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:30:04,431 | INFO | SYSTEM | epoch=13 time=40.78s lr=0.0001 grad_norm=6.778250 mask_ratio_lastbatch=0.173110 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:30:49,681 | INFO | SYSTEM | epoch=14 time=45.25s lr=0.0001 grad_norm=6.886949 mask_ratio_lastbatch=0.180671 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
2025-12-21 14:31:30,420 | INFO | SYSTEM | epoch=15 time=40.74s lr=0.0001 grad_norm=6.878470 mask_ratio_lastbatch=0.172256 cuda_mem_alloc_mb=260.57 cuda_mem_reserved_mb=4222.00 cuda_mem_max_alloc_mb=3896.78
