2025-12-20 15:46:42,340 | INFO | SYSTEM | epoch=0 time=66.34s lr=0.0001 grad_norm=17.012642 mask_ratio_lastbatch=0.173079 cuda_mem_alloc_mb=254.67 cuda_mem_reserved_mb=6334.00 cuda_mem_max_alloc_mb=4910.77
2025-12-20 15:47:48,156 | INFO | SYSTEM | epoch=1 time=65.81s lr=0.0001 grad_norm=17.354911 mask_ratio_lastbatch=0.167927 cuda_mem_alloc_mb=254.61 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4916.33
2025-12-20 15:48:53,940 | INFO | SYSTEM | epoch=2 time=65.78s lr=0.0001 grad_norm=17.587561 mask_ratio_lastbatch=0.162927 cuda_mem_alloc_mb=254.83 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4916.57
2025-12-20 15:49:59,675 | INFO | SYSTEM | epoch=3 time=65.73s lr=0.0001 grad_norm=17.546438 mask_ratio_lastbatch=0.177774 cuda_mem_alloc_mb=254.61 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4916.57
2025-12-20 15:51:05,460 | INFO | SYSTEM | epoch=4 time=65.78s lr=0.0001 grad_norm=17.531221 mask_ratio_lastbatch=0.162073 cuda_mem_alloc_mb=254.89 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4916.57
2025-12-20 15:52:11,292 | INFO | SYSTEM | epoch=5 time=65.83s lr=0.0001 grad_norm=17.693681 mask_ratio_lastbatch=0.184787 cuda_mem_alloc_mb=254.61 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4916.57
2025-12-20 15:53:17,043 | INFO | SYSTEM | epoch=6 time=65.75s lr=0.0001 grad_norm=17.675787 mask_ratio_lastbatch=0.183110 cuda_mem_alloc_mb=254.83 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4916.57
2025-12-20 15:54:15,913 | INFO | SYSTEM | epoch=7 time=58.87s lr=0.0001 grad_norm=17.700307 mask_ratio_lastbatch=0.166250 cuda_mem_alloc_mb=254.61 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4917.50
2025-12-20 15:55:21,680 | INFO | SYSTEM | epoch=8 time=65.77s lr=0.0001 grad_norm=17.830285 mask_ratio_lastbatch=0.174238 cuda_mem_alloc_mb=254.61 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4917.50
2025-12-20 15:56:27,464 | INFO | SYSTEM | epoch=9 time=65.78s lr=0.0001 grad_norm=17.786002 mask_ratio_lastbatch=0.170549 cuda_mem_alloc_mb=254.61 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4917.50
2025-12-20 15:57:33,234 | INFO | SYSTEM | epoch=10 time=65.77s lr=0.0001 grad_norm=17.812235 mask_ratio_lastbatch=0.184055 cuda_mem_alloc_mb=254.61 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4917.50
2025-12-20 15:58:39,032 | INFO | SYSTEM | epoch=11 time=65.80s lr=0.0001 grad_norm=17.936467 mask_ratio_lastbatch=0.182988 cuda_mem_alloc_mb=254.61 cuda_mem_reserved_mb=6338.00 cuda_mem_max_alloc_mb=4917.50
