2025-12-21 12:48:34,144 | INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.463922 diff=-0.536078 abs_err=0.536078
2025-12-21 12:48:34,144 | INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.471065 diff=0.471065 abs_err=0.471065
2025-12-21 12:48:34,144 | INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.464506 diff=0.464506 abs_err=0.464506
2025-12-21 12:48:34,145 | INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.477538 diff=-0.463361 abs_err=0.463361
2025-12-21 12:48:34,145 | INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.462372 diff=0.462372 abs_err=0.462372
2025-12-21 12:48:34,145 | INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.460025 diff=0.460025 abs_err=0.460025
2025-12-21 12:48:34,145 | INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.457384 diff=0.457384 abs_err=0.457384
2025-12-21 12:48:34,145 | INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=21 t=20 var_idx=19 tp=1.875000 y_true=0.851064 y_pred=0.477139 diff=-0.373924 abs_err=0.373924
2025-12-21 12:48:34,145 | INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=16 t=18 var_idx=15 tp=1.750000 y_true=0.583333 y_pred=0.214402 diff=-0.368931 abs_err=0.368931
2025-12-21 12:48:34,145 | INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=16 t=14 var_idx=15 tp=1.583333 y_true=0.583333 y_pred=0.214838 diff=-0.368495 abs_err=0.368495
2025-12-21 12:48:34,146 | INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=18 t=1 var_idx=39 tp=1.041667 y_true=0.003182 y_pred=0.003184 diff=0.000003 abs_err=0.000003
2025-12-21 12:48:34,146 | INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=2 t=18 var_idx=26 tp=1.750000 y_true=0.303867 y_pred=0.303883 diff=0.000016 abs_err=0.000016
2025-12-21 12:48:34,146 | INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=16 t=1 var_idx=19 tp=1.041667 y_true=0.425532 y_pred=0.425576 diff=0.000044 abs_err=0.000044
2025-12-21 12:48:34,146 | INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
2025-12-21 12:49:30,947 | INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=25 t=20 var_idx=15 tp=1.833333 y_true=0.000000 y_pred=0.469821 diff=0.469821 abs_err=0.469821
2025-12-21 12:49:30,948 | INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=25 t=12 var_idx=15 tp=1.500000 y_true=0.000000 y_pred=0.468540 diff=0.468540 abs_err=0.468540
2025-12-21 12:49:30,948 | INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=25 t=8 var_idx=15 tp=1.333333 y_true=0.000000 y_pred=0.467449 diff=0.467449 abs_err=0.467449
2025-12-21 12:49:30,948 | INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.473952 diff=-0.466946 abs_err=0.466946
2025-12-21 12:49:30,948 | INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=25 t=4 var_idx=15 tp=1.166667 y_true=0.000000 y_pred=0.466088 diff=0.466088 abs_err=0.466088
2025-12-21 12:49:30,949 | INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.462252 diff=0.462252 abs_err=0.462252
2025-12-21 12:49:30,949 | INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.581853 diff=-0.418147 abs_err=0.418147
2025-12-21 12:49:30,949 | INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=21 t=20 var_idx=19 tp=1.875000 y_true=0.851064 y_pred=0.473534 diff=-0.377529 abs_err=0.377529
2025-12-21 12:49:30,949 | INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=14 t=22 var_idx=15 tp=1.916667 y_true=0.250000 y_pred=0.622059 diff=0.372059 abs_err=0.372059
2025-12-21 12:49:30,949 | INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=17 t=10 var_idx=12 tp=1.500000 y_true=0.461187 y_pred=0.090647 diff=-0.370540 abs_err=0.370540
2025-12-21 12:49:30,949 | INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=13 t=12 var_idx=39 tp=1.500000 y_true=0.004545 y_pred=0.004543 diff=-0.000003 abs_err=0.000003
2025-12-21 12:49:30,950 | INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=1 t=8 var_idx=24 tp=1.333333 y_true=0.000000 y_pred=0.000005 diff=0.000005 abs_err=0.000005
2025-12-21 12:49:30,950 | INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=18 t=5 var_idx=39 tp=1.208333 y_true=0.008182 y_pred=0.008177 diff=-0.000005 abs_err=0.000005
2025-12-21 12:49:30,950 | INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
2025-12-21 12:50:28,123 | INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.475261 diff=-0.524739 abs_err=0.524739
2025-12-21 12:50:28,123 | INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.471793 diff=0.471793 abs_err=0.471793
2025-12-21 12:50:28,123 | INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=21 t=18 var_idx=19 tp=1.791667 y_true=0.940898 y_pred=0.490605 diff=-0.450294 abs_err=0.450294
2025-12-21 12:50:28,124 | INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=8 t=4 var_idx=15 tp=1.166667 y_true=0.666667 y_pred=0.225915 diff=-0.440751 abs_err=0.440751
2025-12-21 12:50:28,124 | INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=8 t=6 var_idx=15 tp=1.250000 y_true=0.666667 y_pred=0.226383 diff=-0.440283 abs_err=0.440283
2025-12-21 12:50:28,124 | INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=8 t=8 var_idx=15 tp=1.333333 y_true=0.666667 y_pred=0.226900 diff=-0.439767 abs_err=0.439767
2025-12-21 12:50:28,124 | INFO | TOP_ERR | split=test epoch=2 rank=7/10 b=8 t=10 var_idx=15 tp=1.416667 y_true=0.666667 y_pred=0.227464 diff=-0.439202 abs_err=0.439202
2025-12-21 12:50:28,124 | INFO | TOP_ERR | split=test epoch=2 rank=8/10 b=8 t=12 var_idx=15 tp=1.500000 y_true=0.666667 y_pred=0.228079 diff=-0.438588 abs_err=0.438588
2025-12-21 12:50:28,124 | INFO | TOP_ERR | split=test epoch=2 rank=9/10 b=8 t=14 var_idx=15 tp=1.583333 y_true=0.666667 y_pred=0.228743 diff=-0.437924 abs_err=0.437924
2025-12-21 12:50:28,124 | INFO | TOP_ERR | split=test epoch=2 rank=10/10 b=8 t=16 var_idx=15 tp=1.666667 y_true=0.666667 y_pred=0.229339 diff=-0.437328 abs_err=0.437328
2025-12-21 12:50:28,125 | INFO | TOP_BEST | split=test epoch=2 rank=1/3 b=7 t=10 var_idx=39 tp=1.416667 y_true=0.004545 y_pred=0.004546 diff=0.000000 abs_err=0.000000
2025-12-21 12:50:28,125 | INFO | TOP_BEST | split=test epoch=2 rank=2/3 b=16 t=17 var_idx=39 tp=1.708333 y_true=0.002727 y_pred=0.002728 diff=0.000001 abs_err=0.000001
2025-12-21 12:50:28,125 | INFO | TOP_BEST | split=test epoch=2 rank=3/3 b=14 t=6 var_idx=8 tp=1.250000 y_true=0.001879 y_pred=0.001880 diff=0.000001 abs_err=0.000001
2025-12-21 12:50:28,125 | INFO | TOP_OK | split=test epoch=2 none_found (no exact matches)
2025-12-21 12:51:25,446 | INFO | TOP_ERR | split=test epoch=3 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.472910 diff=-0.527090 abs_err=0.527090
2025-12-21 12:51:25,447 | INFO | TOP_ERR | split=test epoch=3 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.476120 diff=0.476120 abs_err=0.476120
2025-12-21 12:51:25,447 | INFO | TOP_ERR | split=test epoch=3 rank=3/10 b=8 t=4 var_idx=15 tp=1.166667 y_true=0.666667 y_pred=0.190622 diff=-0.476044 abs_err=0.476044
2025-12-21 12:51:25,447 | INFO | TOP_ERR | split=test epoch=3 rank=4/10 b=8 t=6 var_idx=15 tp=1.250000 y_true=0.666667 y_pred=0.191574 diff=-0.475092 abs_err=0.475092
2025-12-21 12:51:25,447 | INFO | TOP_ERR | split=test epoch=3 rank=5/10 b=8 t=8 var_idx=15 tp=1.333333 y_true=0.666667 y_pred=0.192566 diff=-0.474101 abs_err=0.474101
2025-12-21 12:51:25,448 | INFO | TOP_ERR | split=test epoch=3 rank=6/10 b=8 t=10 var_idx=15 tp=1.416667 y_true=0.666667 y_pred=0.193596 diff=-0.473071 abs_err=0.473071
2025-12-21 12:51:25,448 | INFO | TOP_ERR | split=test epoch=3 rank=7/10 b=8 t=12 var_idx=15 tp=1.500000 y_true=0.666667 y_pred=0.194370 diff=-0.472297 abs_err=0.472297
2025-12-21 12:51:25,448 | INFO | TOP_ERR | split=test epoch=3 rank=8/10 b=8 t=14 var_idx=15 tp=1.583333 y_true=0.666667 y_pred=0.195040 diff=-0.471626 abs_err=0.471626
2025-12-21 12:51:25,448 | INFO | TOP_ERR | split=test epoch=3 rank=9/10 b=8 t=16 var_idx=15 tp=1.666667 y_true=0.666667 y_pred=0.195761 diff=-0.470906 abs_err=0.470906
2025-12-21 12:51:25,448 | INFO | TOP_ERR | split=test epoch=3 rank=10/10 b=8 t=18 var_idx=15 tp=1.750000 y_true=0.666667 y_pred=0.196531 diff=-0.470135 abs_err=0.470135
2025-12-21 12:51:25,449 | INFO | TOP_BEST | split=test epoch=3 rank=1/3 b=10 t=6 var_idx=24 tp=1.250000 y_true=0.000000 y_pred=-0.000009 diff=-0.000009 abs_err=0.000009
2025-12-21 12:51:25,449 | INFO | TOP_BEST | split=test epoch=3 rank=2/3 b=28 t=1 var_idx=33 tp=1.083333 y_true=0.160000 y_pred=0.159981 diff=-0.000019 abs_err=0.000019
2025-12-21 12:51:25,449 | INFO | TOP_BEST | split=test epoch=3 rank=3/3 b=13 t=6 var_idx=31 tp=1.250000 y_true=0.010095 y_pred=0.010070 diff=-0.000025 abs_err=0.000025
2025-12-21 12:51:25,449 | INFO | TOP_OK | split=test epoch=3 none_found (no exact matches)
2025-12-21 12:52:22,839 | INFO | TOP_ERR | split=test epoch=4 rank=1/10 b=10 t=21 var_idx=15 tp=1.875000 y_true=1.000000 y_pred=0.495779 diff=-0.504221 abs_err=0.504221
2025-12-21 12:52:22,840 | INFO | TOP_ERR | split=test epoch=4 rank=2/10 b=29 t=6 var_idx=28 tp=1.250000 y_true=0.000000 y_pred=0.500291 diff=0.500291 abs_err=0.500291
2025-12-21 12:52:22,840 | INFO | TOP_ERR | split=test epoch=4 rank=3/10 b=8 t=4 var_idx=15 tp=1.166667 y_true=0.666667 y_pred=0.228359 diff=-0.438308 abs_err=0.438308
2025-12-21 12:52:22,840 | INFO | TOP_ERR | split=test epoch=4 rank=4/10 b=8 t=6 var_idx=15 tp=1.250000 y_true=0.666667 y_pred=0.229423 diff=-0.437244 abs_err=0.437244
2025-12-21 12:52:22,841 | INFO | TOP_ERR | split=test epoch=4 rank=5/10 b=8 t=8 var_idx=15 tp=1.333333 y_true=0.666667 y_pred=0.230544 diff=-0.436123 abs_err=0.436123
2025-12-21 12:52:22,841 | INFO | TOP_ERR | split=test epoch=4 rank=6/10 b=8 t=10 var_idx=15 tp=1.416667 y_true=0.666667 y_pred=0.231720 diff=-0.434947 abs_err=0.434947
2025-12-21 12:52:22,841 | INFO | TOP_ERR | split=test epoch=4 rank=7/10 b=8 t=12 var_idx=15 tp=1.500000 y_true=0.666667 y_pred=0.232950 diff=-0.433717 abs_err=0.433717
2025-12-21 12:52:22,841 | INFO | TOP_ERR | split=test epoch=4 rank=8/10 b=8 t=14 var_idx=15 tp=1.583333 y_true=0.666667 y_pred=0.234232 diff=-0.432434 abs_err=0.432434
2025-12-21 12:52:22,841 | INFO | TOP_ERR | split=test epoch=4 rank=9/10 b=8 t=16 var_idx=15 tp=1.666667 y_true=0.666667 y_pred=0.235565 diff=-0.431101 abs_err=0.431101
