INFO | 2025-12-23 11:13:59
INFO | command: RunModelsLogsUSHCN.py --dataset ushcn --state def --history 24 --batch_size 32 --lr 1e-2 --patience 20 --epoch 300 --nhead 1 --tf_layer 1 --nlayer 1 --te_dim 10 --node_dim 10 --hid_dim 32 --seed 1 --gpu 0 --multi_scales 3,12 --multi_strides 1,6 --fusion concat
INFO | ExpID=30629 PID=540188 host=stud-000 device=cuda CUDA_VISIBLE_DEVICES=0
INFO | SLURM_JOB_NAME=MH_USHCN_MS SLURM_JOB_ID=323476
INFO | ckpt_path=experiments/experiment_30629.ckpt
INFO | args=Namespace(multi_scales='3,12', multi_strides='1,6', fusion='concat', state='def', n=100000000, hop=1, nhead=1, tf_layer=1, nlayer=1, epoch=300, patience=20, history=24, patch_size=24, stride=24, logmode='a', lr=0.01, w_decay=0.0, batch_size=32, save='experiments/', load=None, seed=1, dataset='ushcn', quantization=0.0, model='tPatchGNN', outlayer='Linear', hid_dim=32, te_dim=10, node_dim=10, gpu='0', debug_internal=1, topk_err=10, data_sanity_batches=3, npatch=1, device=device(type='cuda'), PID=540188, n_months=48, pred_window=1, ndim=5)
INFO | data: input_dim=5 n_train_batches=501 n_val_batches=168 n_test_batches=168 quantization=0.0 history=24 patch_size=24 stride=24 npatch=1
INFO | SYSTEM | epoch=0 time=37.39s lr=0.01 grad_norm=0.829845 mask_ratio_lastbatch=0.099704 cuda_mem_alloc_mb=245.82 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=615.28
INFO | SYSTEM | epoch=1 time=33.94s lr=0.01 grad_norm=5.262127 mask_ratio_lastbatch=0.111193 cuda_mem_alloc_mb=245.86 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=616.40
INFO | SYSTEM | epoch=2 time=37.55s lr=0.01 grad_norm=1.564975 mask_ratio_lastbatch=0.095555 cuda_mem_alloc_mb=245.94 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
INFO | SYSTEM | epoch=3 time=36.40s lr=0.01 grad_norm=0.402913 mask_ratio_lastbatch=0.120256 cuda_mem_alloc_mb=245.96 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
INFO | SYSTEM | epoch=4 time=33.51s lr=0.01 grad_norm=1.824350 mask_ratio_lastbatch=0.101058 cuda_mem_alloc_mb=245.96 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
INFO | SYSTEM | epoch=5 time=34.87s lr=0.01 grad_norm=4.713826 mask_ratio_lastbatch=0.091512 cuda_mem_alloc_mb=245.78 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
INFO | SYSTEM | epoch=6 time=30.63s lr=0.01 grad_norm=5.205110 mask_ratio_lastbatch=0.136538 cuda_mem_alloc_mb=245.78 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
INFO | SYSTEM | epoch=7 time=30.64s lr=0.01 grad_norm=2.273165 mask_ratio_lastbatch=0.121054 cuda_mem_alloc_mb=245.85 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
INFO | SYSTEM | epoch=8 time=35.12s lr=0.01 grad_norm=0.589049 mask_ratio_lastbatch=0.106036 cuda_mem_alloc_mb=246.01 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
INFO | SYSTEM | epoch=9 time=33.24s lr=0.01 grad_norm=1.057506 mask_ratio_lastbatch=0.102439 cuda_mem_alloc_mb=245.82 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
INFO | SYSTEM | epoch=10 time=31.70s lr=0.01 grad_norm=1.307948 mask_ratio_lastbatch=0.094602 cuda_mem_alloc_mb=245.91 cuda_mem_reserved_mb=1420.00 cuda_mem_max_alloc_mb=619.94
