2025-12-23 06:34:23,356 | INFO | SYSTEM | epoch=0 time=14.84s lr=0.001 grad_norm=1.628333 mask_ratio_lastbatch=0.146800 cuda_mem_alloc_mb=230.18 cuda_mem_reserved_mb=3128.00 cuda_mem_max_alloc_mb=1296.49
2025-12-23 06:34:37,432 | INFO | SYSTEM | epoch=1 time=14.08s lr=0.001 grad_norm=2.176529 mask_ratio_lastbatch=0.142756 cuda_mem_alloc_mb=230.12 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.52
2025-12-23 06:34:51,544 | INFO | SYSTEM | epoch=2 time=14.11s lr=0.001 grad_norm=2.527721 mask_ratio_lastbatch=0.150165 cuda_mem_alloc_mb=230.21 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.52
2025-12-23 06:35:05,805 | INFO | SYSTEM | epoch=3 time=14.26s lr=0.001 grad_norm=3.036814 mask_ratio_lastbatch=0.144199 cuda_mem_alloc_mb=230.07 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.66
2025-12-23 06:35:19,899 | INFO | SYSTEM | epoch=4 time=14.09s lr=0.001 grad_norm=3.423709 mask_ratio_lastbatch=0.140975 cuda_mem_alloc_mb=230.17 cuda_mem_reserved_mb=3866.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:35:32,033 | INFO | SYSTEM | epoch=5 time=12.13s lr=0.001 grad_norm=3.473403 mask_ratio_lastbatch=0.143654 cuda_mem_alloc_mb=230.23 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:35:46,134 | INFO | SYSTEM | epoch=6 time=14.10s lr=0.001 grad_norm=4.246083 mask_ratio_lastbatch=0.143403 cuda_mem_alloc_mb=230.28 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:36:00,180 | INFO | SYSTEM | epoch=7 time=14.05s lr=0.001 grad_norm=4.546832 mask_ratio_lastbatch=0.146846 cuda_mem_alloc_mb=230.14 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:36:14,278 | INFO | SYSTEM | epoch=8 time=14.10s lr=0.001 grad_norm=5.230526 mask_ratio_lastbatch=0.136029 cuda_mem_alloc_mb=230.31 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:36:28,463 | INFO | SYSTEM | epoch=9 time=14.18s lr=0.001 grad_norm=5.740886 mask_ratio_lastbatch=0.136554 cuda_mem_alloc_mb=230.32 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:36:42,901 | INFO | SYSTEM | epoch=10 time=14.44s lr=0.001 grad_norm=6.489913 mask_ratio_lastbatch=0.142801 cuda_mem_alloc_mb=230.23 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
