2025-12-23 06:32:28,463 | INFO | SYSTEM | epoch=0 time=13.92s lr=0.001 grad_norm=1.628333 mask_ratio_lastbatch=0.146800 cuda_mem_alloc_mb=230.18 cuda_mem_reserved_mb=3128.00 cuda_mem_max_alloc_mb=1296.49
2025-12-23 06:32:41,589 | INFO | SYSTEM | epoch=1 time=13.12s lr=0.001 grad_norm=2.176529 mask_ratio_lastbatch=0.142756 cuda_mem_alloc_mb=230.12 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.52
2025-12-23 06:32:54,871 | INFO | SYSTEM | epoch=2 time=13.28s lr=0.001 grad_norm=2.527721 mask_ratio_lastbatch=0.150165 cuda_mem_alloc_mb=230.21 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.52
2025-12-23 06:33:08,222 | INFO | SYSTEM | epoch=3 time=13.35s lr=0.001 grad_norm=3.036814 mask_ratio_lastbatch=0.144199 cuda_mem_alloc_mb=230.07 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.66
2025-12-23 06:33:21,392 | INFO | SYSTEM | epoch=4 time=13.17s lr=0.001 grad_norm=3.423709 mask_ratio_lastbatch=0.140975 cuda_mem_alloc_mb=230.17 cuda_mem_reserved_mb=3866.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:33:32,837 | INFO | SYSTEM | epoch=5 time=11.45s lr=0.001 grad_norm=3.473403 mask_ratio_lastbatch=0.143654 cuda_mem_alloc_mb=230.23 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:33:46,247 | INFO | SYSTEM | epoch=6 time=13.41s lr=0.001 grad_norm=4.246083 mask_ratio_lastbatch=0.143403 cuda_mem_alloc_mb=230.28 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:33:59,470 | INFO | SYSTEM | epoch=7 time=13.22s lr=0.001 grad_norm=4.546832 mask_ratio_lastbatch=0.146846 cuda_mem_alloc_mb=230.14 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:34:12,835 | INFO | SYSTEM | epoch=8 time=13.36s lr=0.001 grad_norm=5.230526 mask_ratio_lastbatch=0.136029 cuda_mem_alloc_mb=230.31 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:34:26,198 | INFO | SYSTEM | epoch=9 time=13.36s lr=0.001 grad_norm=5.740886 mask_ratio_lastbatch=0.136554 cuda_mem_alloc_mb=230.32 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:34:39,659 | INFO | SYSTEM | epoch=10 time=13.46s lr=0.001 grad_norm=6.489913 mask_ratio_lastbatch=0.142801 cuda_mem_alloc_mb=230.23 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:34:51,147 | INFO | SYSTEM | epoch=11 time=11.49s lr=0.001 grad_norm=7.005372 mask_ratio_lastbatch=0.143273 cuda_mem_alloc_mb=230.12 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:35:02,645 | INFO | SYSTEM | epoch=12 time=11.50s lr=0.001 grad_norm=7.419167 mask_ratio_lastbatch=0.144493 cuda_mem_alloc_mb=230.15 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:35:14,177 | INFO | SYSTEM | epoch=13 time=11.53s lr=0.001 grad_norm=8.317905 mask_ratio_lastbatch=0.135426 cuda_mem_alloc_mb=230.18 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:35:27,522 | INFO | SYSTEM | epoch=14 time=13.34s lr=0.001 grad_norm=8.847963 mask_ratio_lastbatch=0.144351 cuda_mem_alloc_mb=230.13 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:35:39,158 | INFO | SYSTEM | epoch=15 time=11.64s lr=0.001 grad_norm=9.793741 mask_ratio_lastbatch=0.144116 cuda_mem_alloc_mb=230.22 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:35:50,679 | INFO | SYSTEM | epoch=16 time=11.52s lr=0.001 grad_norm=10.350655 mask_ratio_lastbatch=0.136541 cuda_mem_alloc_mb=230.13 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:36:02,220 | INFO | SYSTEM | epoch=17 time=11.54s lr=0.001 grad_norm=11.136260 mask_ratio_lastbatch=0.148245 cuda_mem_alloc_mb=230.15 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:36:13,834 | INFO | SYSTEM | epoch=18 time=11.61s lr=0.001 grad_norm=11.743541 mask_ratio_lastbatch=0.139537 cuda_mem_alloc_mb=230.30 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:36:27,397 | INFO | SYSTEM | epoch=19 time=13.56s lr=0.001 grad_norm=12.640274 mask_ratio_lastbatch=0.142294 cuda_mem_alloc_mb=230.11 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:36:40,889 | INFO | SYSTEM | epoch=20 time=13.49s lr=0.001 grad_norm=13.377883 mask_ratio_lastbatch=0.143421 cuda_mem_alloc_mb=230.31 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
