INFO | 2025-12-23 12:03:46
INFO | command: RunModelsLogsUSHCN.py --dataset ushcn --state def --history 12 --batch_size 192 --lr 1e-4 --patience 30 --epoch 300 --nhead 4 --tf_layer 1 --nlayer 1 --te_dim 10 --node_dim 10 --hid_dim 32 --seed 1 --gpu 0 --multi_scales 2,6 --multi_strides 2,6 --fusion concat
INFO | ExpID=72737 PID=540670 host=stud-000 device=cuda CUDA_VISIBLE_DEVICES=0
INFO | SLURM_JOB_NAME=MH_USHCN_MS SLURM_JOB_ID=346844
INFO | ckpt_path=experiments/experiment_72737.ckpt
INFO | args=Namespace(multi_scales='2,6', multi_strides='2,6', fusion='concat', state='def', n=100000000, hop=1, nhead=4, tf_layer=1, nlayer=1, epoch=300, patience=30, history=12, patch_size=24, stride=24, logmode='a', lr=0.0001, w_decay=0.0, batch_size=192, save='experiments/', load=None, seed=1, dataset='ushcn', quantization=0.0, model='tPatchGNN', outlayer='Linear', hid_dim=32, te_dim=10, node_dim=10, gpu='0', debug_internal=1, topk_err=10, data_sanity_batches=3, npatch=1, device=device(type='cuda'), PID=540670, n_months=48, pred_window=1, ndim=5)
INFO | data: input_dim=5 n_train_batches=126 n_val_batches=42 n_test_batches=42 quantization=0.0 history=12 patch_size=24 stride=24 npatch=1
INFO | SYSTEM | epoch=0 time=11.79s lr=0.0001 grad_norm=0.040995 mask_ratio_lastbatch=0.127778 cuda_mem_alloc_mb=223.71 cuda_mem_reserved_mb=1656.00 cuda_mem_max_alloc_mb=749.64
INFO | SYSTEM | epoch=1 time=11.60s lr=0.0001 grad_norm=0.091478 mask_ratio_lastbatch=0.140883 cuda_mem_alloc_mb=223.55 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=753.03
INFO | SYSTEM | epoch=2 time=11.63s lr=0.0001 grad_norm=0.192066 mask_ratio_lastbatch=0.146931 cuda_mem_alloc_mb=223.60 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=753.03
INFO | SYSTEM | epoch=3 time=11.57s lr=0.0001 grad_norm=0.038284 mask_ratio_lastbatch=0.147612 cuda_mem_alloc_mb=223.53 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=753.03
INFO | SYSTEM | epoch=4 time=11.49s lr=0.0001 grad_norm=0.051452 mask_ratio_lastbatch=0.136802 cuda_mem_alloc_mb=223.55 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=753.03
INFO | SYSTEM | epoch=5 time=11.79s lr=0.0001 grad_norm=0.163615 mask_ratio_lastbatch=0.137747 cuda_mem_alloc_mb=223.66 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=764.50
INFO | SYSTEM | epoch=6 time=11.93s lr=0.0001 grad_norm=0.231004 mask_ratio_lastbatch=0.139844 cuda_mem_alloc_mb=223.60 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=764.50
INFO | SYSTEM | epoch=7 time=11.48s lr=0.0001 grad_norm=0.151418 mask_ratio_lastbatch=0.140900 cuda_mem_alloc_mb=223.63 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=764.50
INFO | SYSTEM | epoch=8 time=11.66s lr=0.0001 grad_norm=0.215406 mask_ratio_lastbatch=0.142326 cuda_mem_alloc_mb=223.55 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=764.50
INFO | SYSTEM | epoch=9 time=11.49s lr=0.0001 grad_norm=0.105375 mask_ratio_lastbatch=0.150666 cuda_mem_alloc_mb=223.63 cuda_mem_reserved_mb=2016.00 cuda_mem_max_alloc_mb=765.17
