INFO | SYSTEM | epoch=0 time=16.08s lr=0.0001 grad_norm=12.346554 mask_ratio_lastbatch=0.141721 cuda_mem_alloc_mb=217.69 cuda_mem_reserved_mb=1596.00 cuda_mem_max_alloc_mb=744.99
INFO | SYSTEM | epoch=1 time=9.52s lr=0.0001 grad_norm=12.264673 mask_ratio_lastbatch=0.134337 cuda_mem_alloc_mb=217.78 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=748.89
INFO | SYSTEM | epoch=2 time=9.52s lr=0.0001 grad_norm=13.549942 mask_ratio_lastbatch=0.145627 cuda_mem_alloc_mb=217.73 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=748.89
INFO | SYSTEM | epoch=3 time=9.88s lr=0.0001 grad_norm=16.138294 mask_ratio_lastbatch=0.144973 cuda_mem_alloc_mb=217.71 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=748.89
INFO | SYSTEM | epoch=4 time=9.77s lr=0.0001 grad_norm=18.325233 mask_ratio_lastbatch=0.141146 cuda_mem_alloc_mb=217.70 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=748.89
INFO | SYSTEM | epoch=5 time=9.80s lr=0.0001 grad_norm=19.869735 mask_ratio_lastbatch=0.143028 cuda_mem_alloc_mb=217.73 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.46
INFO | SYSTEM | epoch=6 time=9.69s lr=0.0001 grad_norm=20.951224 mask_ratio_lastbatch=0.147095 cuda_mem_alloc_mb=217.73 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.46
INFO | SYSTEM | epoch=7 time=10.02s lr=0.0001 grad_norm=22.088012 mask_ratio_lastbatch=0.147975 cuda_mem_alloc_mb=217.62 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.46
INFO | SYSTEM | epoch=8 time=9.84s lr=0.0001 grad_norm=22.892201 mask_ratio_lastbatch=0.141771 cuda_mem_alloc_mb=217.72 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.46
INFO | SYSTEM | epoch=9 time=9.64s lr=0.0001 grad_norm=23.751885 mask_ratio_lastbatch=0.139878 cuda_mem_alloc_mb=217.79 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=10 time=10.16s lr=0.0001 grad_norm=24.701468 mask_ratio_lastbatch=0.139016 cuda_mem_alloc_mb=217.73 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=11 time=8.49s lr=0.0001 grad_norm=25.705575 mask_ratio_lastbatch=0.139242 cuda_mem_alloc_mb=217.61 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=12 time=9.80s lr=0.0001 grad_norm=26.515785 mask_ratio_lastbatch=0.141420 cuda_mem_alloc_mb=217.87 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=13 time=8.44s lr=0.0001 grad_norm=27.118782 mask_ratio_lastbatch=0.135361 cuda_mem_alloc_mb=217.69 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=14 time=9.53s lr=0.0001 grad_norm=28.098566 mask_ratio_lastbatch=0.133594 cuda_mem_alloc_mb=217.86 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=15 time=10.17s lr=0.0001 grad_norm=29.106887 mask_ratio_lastbatch=0.142969 cuda_mem_alloc_mb=217.73 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=16 time=9.54s lr=0.0001 grad_norm=29.846676 mask_ratio_lastbatch=0.147693 cuda_mem_alloc_mb=217.69 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=17 time=9.54s lr=0.0001 grad_norm=30.356794 mask_ratio_lastbatch=0.152609 cuda_mem_alloc_mb=217.76 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=18 time=9.73s lr=0.0001 grad_norm=31.306095 mask_ratio_lastbatch=0.135291 cuda_mem_alloc_mb=217.92 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=19 time=8.19s lr=0.0001 grad_norm=31.847211 mask_ratio_lastbatch=0.135256 cuda_mem_alloc_mb=217.75 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=20 time=9.93s lr=0.0001 grad_norm=32.305676 mask_ratio_lastbatch=0.149548 cuda_mem_alloc_mb=217.90 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=21 time=9.76s lr=0.0001 grad_norm=33.257150 mask_ratio_lastbatch=0.147177 cuda_mem_alloc_mb=217.84 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=22 time=9.55s lr=0.0001 grad_norm=33.741608 mask_ratio_lastbatch=0.141098 cuda_mem_alloc_mb=217.72 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=23 time=9.85s lr=0.0001 grad_norm=34.518292 mask_ratio_lastbatch=0.138345 cuda_mem_alloc_mb=217.79 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=24 time=8.22s lr=0.0001 grad_norm=35.435438 mask_ratio_lastbatch=0.140100 cuda_mem_alloc_mb=217.81 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=25 time=9.70s lr=0.0001 grad_norm=35.789865 mask_ratio_lastbatch=0.140053 cuda_mem_alloc_mb=217.79 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=26 time=9.57s lr=0.0001 grad_norm=36.549780 mask_ratio_lastbatch=0.136089 cuda_mem_alloc_mb=217.65 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=27 time=9.55s lr=0.0001 grad_norm=36.972581 mask_ratio_lastbatch=0.144717 cuda_mem_alloc_mb=217.82 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=28 time=9.56s lr=0.0001 grad_norm=37.879147 mask_ratio_lastbatch=0.139630 cuda_mem_alloc_mb=217.79 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=29 time=8.21s lr=0.0001 grad_norm=38.345947 mask_ratio_lastbatch=0.154157 cuda_mem_alloc_mb=217.61 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=30 time=9.55s lr=0.0001 grad_norm=39.084828 mask_ratio_lastbatch=0.140981 cuda_mem_alloc_mb=217.66 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=31 time=8.18s lr=0.0001 grad_norm=39.617351 mask_ratio_lastbatch=0.140912 cuda_mem_alloc_mb=217.63 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=32 time=8.53s lr=0.0001 grad_norm=40.085177 mask_ratio_lastbatch=0.149494 cuda_mem_alloc_mb=217.57 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=33 time=9.80s lr=0.0001 grad_norm=40.928379 mask_ratio_lastbatch=0.132769 cuda_mem_alloc_mb=217.94 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=34 time=8.43s lr=0.0001 grad_norm=41.620674 mask_ratio_lastbatch=0.144216 cuda_mem_alloc_mb=217.61 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
INFO | SYSTEM | epoch=35 time=8.43s lr=0.0001 grad_norm=41.750187 mask_ratio_lastbatch=0.142728 cuda_mem_alloc_mb=217.64 cuda_mem_reserved_mb=1960.00 cuda_mem_max_alloc_mb=759.96
