INFO | SYSTEM | epoch=0 time=11.63s lr=0.001 grad_norm=0.274052 mask_ratio_lastbatch=0.097541 cuda_mem_alloc_mb=267.79 cuda_mem_reserved_mb=2450.00 cuda_mem_max_alloc_mb=1785.27
INFO | SYSTEM | epoch=1 time=11.59s lr=0.001 grad_norm=0.132887 mask_ratio_lastbatch=0.095653 cuda_mem_alloc_mb=267.75 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1837.45
INFO | SYSTEM | epoch=2 time=11.67s lr=0.001 grad_norm=0.190372 mask_ratio_lastbatch=0.098892 cuda_mem_alloc_mb=267.99 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.07
INFO | SYSTEM | epoch=3 time=10.08s lr=0.001 grad_norm=0.576956 mask_ratio_lastbatch=0.099598 cuda_mem_alloc_mb=267.82 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.13
INFO | SYSTEM | epoch=4 time=10.04s lr=0.001 grad_norm=0.362901 mask_ratio_lastbatch=0.107370 cuda_mem_alloc_mb=268.12 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.13
INFO | SYSTEM | epoch=5 time=11.66s lr=0.001 grad_norm=0.807671 mask_ratio_lastbatch=0.102009 cuda_mem_alloc_mb=267.79 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.17
INFO | SYSTEM | epoch=6 time=11.64s lr=0.001 grad_norm=1.137214 mask_ratio_lastbatch=0.096598 cuda_mem_alloc_mb=268.00 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.17
INFO | SYSTEM | epoch=7 time=11.63s lr=0.001 grad_norm=0.787841 mask_ratio_lastbatch=0.097216 cuda_mem_alloc_mb=267.72 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.17
INFO | SYSTEM | epoch=8 time=11.78s lr=0.001 grad_norm=0.521637 mask_ratio_lastbatch=0.097739 cuda_mem_alloc_mb=267.78 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.17
INFO | SYSTEM | epoch=9 time=10.03s lr=0.001 grad_norm=0.795789 mask_ratio_lastbatch=0.094587 cuda_mem_alloc_mb=268.00 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.17
INFO | SYSTEM | epoch=10 time=10.05s lr=0.001 grad_norm=0.775575 mask_ratio_lastbatch=0.102826 cuda_mem_alloc_mb=267.92 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.22
INFO | SYSTEM | epoch=11 time=10.05s lr=0.001 grad_norm=0.517366 mask_ratio_lastbatch=0.096345 cuda_mem_alloc_mb=267.88 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=12 time=11.63s lr=0.001 grad_norm=1.098165 mask_ratio_lastbatch=0.108523 cuda_mem_alloc_mb=267.66 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=13 time=11.63s lr=0.001 grad_norm=0.922968 mask_ratio_lastbatch=0.097393 cuda_mem_alloc_mb=267.72 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=14 time=10.20s lr=0.001 grad_norm=0.571386 mask_ratio_lastbatch=0.093580 cuda_mem_alloc_mb=268.09 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=15 time=10.06s lr=0.001 grad_norm=0.697736 mask_ratio_lastbatch=0.089352 cuda_mem_alloc_mb=268.07 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=16 time=10.09s lr=0.001 grad_norm=0.781619 mask_ratio_lastbatch=0.100521 cuda_mem_alloc_mb=267.88 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=17 time=10.05s lr=0.001 grad_norm=0.322874 mask_ratio_lastbatch=0.097715 cuda_mem_alloc_mb=267.91 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=18 time=10.22s lr=0.001 grad_norm=0.948269 mask_ratio_lastbatch=0.104664 cuda_mem_alloc_mb=267.90 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=19 time=11.61s lr=0.001 grad_norm=0.578997 mask_ratio_lastbatch=0.094385 cuda_mem_alloc_mb=267.87 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=20 time=11.65s lr=0.001 grad_norm=1.121004 mask_ratio_lastbatch=0.091771 cuda_mem_alloc_mb=268.09 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=21 time=10.05s lr=0.001 grad_norm=2.076089 mask_ratio_lastbatch=0.101014 cuda_mem_alloc_mb=268.05 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=22 time=10.07s lr=0.001 grad_norm=1.015965 mask_ratio_lastbatch=0.094608 cuda_mem_alloc_mb=268.08 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=23 time=10.08s lr=0.001 grad_norm=0.773155 mask_ratio_lastbatch=0.108576 cuda_mem_alloc_mb=267.80 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=24 time=10.06s lr=0.001 grad_norm=0.775733 mask_ratio_lastbatch=0.095639 cuda_mem_alloc_mb=267.92 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=25 time=10.07s lr=0.001 grad_norm=0.675900 mask_ratio_lastbatch=0.096541 cuda_mem_alloc_mb=268.15 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=26 time=10.09s lr=0.001 grad_norm=0.536886 mask_ratio_lastbatch=0.098305 cuda_mem_alloc_mb=268.10 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=27 time=10.05s lr=0.001 grad_norm=0.664645 mask_ratio_lastbatch=0.095126 cuda_mem_alloc_mb=268.01 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=28 time=10.21s lr=0.001 grad_norm=0.816384 mask_ratio_lastbatch=0.099943 cuda_mem_alloc_mb=268.10 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=29 time=10.08s lr=0.0005 grad_norm=1.233319 mask_ratio_lastbatch=0.109530 cuda_mem_alloc_mb=267.95 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
INFO | SYSTEM | epoch=30 time=10.07s lr=0.0005 grad_norm=0.781577 mask_ratio_lastbatch=0.089462 cuda_mem_alloc_mb=268.15 cuda_mem_reserved_mb=2688.00 cuda_mem_max_alloc_mb=1860.31
