INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=191 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.032926 diff=-8.600317 abs_err=8.600317
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=185 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.201803 diff=-8.431440 abs_err=8.431439
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=189 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.201803 diff=-8.431440 abs_err=8.431439
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=188 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.201803 diff=-8.431440 abs_err=8.431439
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=187 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.201803 diff=-8.431440 abs_err=8.431439
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=184 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.201803 diff=-8.431440 abs_err=8.431439
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=186 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.201803 diff=-8.431440 abs_err=8.431439
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=190 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.219842 diff=-8.413401 abs_err=8.413401
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=183 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.223958 diff=-8.409285 abs_err=8.409285
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=182 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.225776 diff=-8.407467 abs_err=8.407467
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=109 t=34 var_idx=2 tp=1.235000 y_true=-0.173762 y_pred=-0.173731 diff=0.000031 abs_err=0.000031
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=107 t=5 var_idx=2 tp=1.060000 y_true=-0.173762 y_pred=-0.173663 diff=0.000099 abs_err=0.000099
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=165 t=36 var_idx=4 tp=1.216000 y_true=-0.220099 y_pred=-0.220246 diff=-0.000148 abs_err=0.000148
INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=191 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.165857 diff=-8.467385 abs_err=8.467385
