INFO | 2025-12-23 09:24:26
INFO | command: RunModelsLogsUSHCN.py --dataset ushcn --state def --history 24 --batch_size 256 --lr 1e-3 --patience 50 --epoch 300 --nhead 4 --tf_layer 1 --nlayer 1 --te_dim 10 --node_dim 10 --hid_dim 96 --seed 1 --gpu 0 --multi_scales 2,4 --multi_strides 2,4 --fusion concat
INFO | ExpID=91892 PID=538110 host=stud-000 device=cuda CUDA_VISIBLE_DEVICES=0
INFO | SLURM_JOB_NAME=MH_USHCN_MS SLURM_JOB_ID=304937
INFO | ckpt_path=experiments/experiment_91892.ckpt
INFO | args=Namespace(multi_scales='2,4', multi_strides='2,4', fusion='concat', state='def', n=100000000, hop=1, nhead=4, tf_layer=1, nlayer=1, epoch=300, patience=50, history=24, patch_size=24, stride=24, logmode='a', lr=0.001, w_decay=0.0, batch_size=256, save='experiments/', load=None, seed=1, dataset='ushcn', quantization=0.0, model='tPatchGNN', outlayer='Linear', hid_dim=96, te_dim=10, node_dim=10, gpu='0', debug_internal=1, topk_err=10, data_sanity_batches=3, npatch=1, device=device(type='cuda'), PID=538110, n_months=48, pred_window=1, ndim=5)
INFO | data: input_dim=5 n_train_batches=63 n_val_batches=21 n_test_batches=21 quantization=0.0 history=24 patch_size=24 stride=24 npatch=1
INFO | SYSTEM | epoch=0 time=18.50s lr=0.001 grad_norm=0.288647 mask_ratio_lastbatch=0.099193 cuda_mem_alloc_mb=289.90 cuda_mem_reserved_mb=3542.00 cuda_mem_max_alloc_mb=4375.64
INFO | SYSTEM | epoch=1 time=17.94s lr=0.001 grad_norm=0.264524 mask_ratio_lastbatch=0.106380 cuda_mem_alloc_mb=289.56 cuda_mem_reserved_mb=5016.00 cuda_mem_max_alloc_mb=4382.82
INFO | SYSTEM | epoch=2 time=18.03s lr=0.001 grad_norm=0.252095 mask_ratio_lastbatch=0.103416 cuda_mem_alloc_mb=289.70 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.82
INFO | SYSTEM | epoch=3 time=18.11s lr=0.001 grad_norm=0.314216 mask_ratio_lastbatch=0.094952 cuda_mem_alloc_mb=289.79 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=4 time=18.08s lr=0.001 grad_norm=0.453908 mask_ratio_lastbatch=0.098157 cuda_mem_alloc_mb=289.79 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=5 time=18.04s lr=0.001 grad_norm=0.443411 mask_ratio_lastbatch=0.100297 cuda_mem_alloc_mb=289.43 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=6 time=18.11s lr=0.001 grad_norm=0.773127 mask_ratio_lastbatch=0.104366 cuda_mem_alloc_mb=289.76 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=7 time=18.11s lr=0.001 grad_norm=0.331136 mask_ratio_lastbatch=0.102831 cuda_mem_alloc_mb=289.75 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=8 time=18.07s lr=0.001 grad_norm=0.524969 mask_ratio_lastbatch=0.098130 cuda_mem_alloc_mb=289.54 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=9 time=18.20s lr=0.001 grad_norm=1.354909 mask_ratio_lastbatch=0.107244 cuda_mem_alloc_mb=289.51 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=10 time=18.08s lr=0.001 grad_norm=0.347369 mask_ratio_lastbatch=0.101301 cuda_mem_alloc_mb=289.65 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=11 time=15.94s lr=0.001 grad_norm=0.648549 mask_ratio_lastbatch=0.098734 cuda_mem_alloc_mb=289.69 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.93
INFO | SYSTEM | epoch=12 time=15.91s lr=0.001 grad_norm=0.518490 mask_ratio_lastbatch=0.100013 cuda_mem_alloc_mb=290.12 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4382.99
INFO | SYSTEM | epoch=13 time=15.91s lr=0.001 grad_norm=1.683703 mask_ratio_lastbatch=0.094251 cuda_mem_alloc_mb=289.93 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.02
INFO | SYSTEM | epoch=14 time=18.12s lr=0.001 grad_norm=0.916588 mask_ratio_lastbatch=0.099915 cuda_mem_alloc_mb=289.95 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=15 time=15.93s lr=0.001 grad_norm=0.996144 mask_ratio_lastbatch=0.105116 cuda_mem_alloc_mb=289.85 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=16 time=15.98s lr=0.001 grad_norm=0.404584 mask_ratio_lastbatch=0.099505 cuda_mem_alloc_mb=290.06 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=17 time=15.85s lr=0.001 grad_norm=0.560802 mask_ratio_lastbatch=0.103054 cuda_mem_alloc_mb=289.83 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=18 time=15.95s lr=0.001 grad_norm=0.815209 mask_ratio_lastbatch=0.097428 cuda_mem_alloc_mb=289.85 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=19 time=15.97s lr=0.001 grad_norm=0.821407 mask_ratio_lastbatch=0.108393 cuda_mem_alloc_mb=289.69 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=20 time=15.91s lr=0.001 grad_norm=0.401668 mask_ratio_lastbatch=0.092175 cuda_mem_alloc_mb=290.00 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=21 time=15.92s lr=0.001 grad_norm=1.220190 mask_ratio_lastbatch=0.098124 cuda_mem_alloc_mb=290.20 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=22 time=16.03s lr=0.001 grad_norm=0.630999 mask_ratio_lastbatch=0.102999 cuda_mem_alloc_mb=289.88 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=23 time=15.87s lr=0.0005 grad_norm=1.946130 mask_ratio_lastbatch=0.099223 cuda_mem_alloc_mb=289.81 cuda_mem_reserved_mb=5018.00 cuda_mem_max_alloc_mb=4383.15
INFO | SYSTEM | epoch=24 time=15.89s lr=0.0005 grad_norm=0.371881 mask_ratio_lastbatch=0.099597 cuda_mem_alloc_mb=289.69 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=25 time=15.97s lr=0.0005 grad_norm=0.307510 mask_ratio_lastbatch=0.099961 cuda_mem_alloc_mb=289.69 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=26 time=15.94s lr=0.0005 grad_norm=0.346601 mask_ratio_lastbatch=0.104877 cuda_mem_alloc_mb=289.85 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=27 time=15.92s lr=0.0005 grad_norm=1.122083 mask_ratio_lastbatch=0.099157 cuda_mem_alloc_mb=289.59 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=28 time=15.92s lr=0.0005 grad_norm=0.394133 mask_ratio_lastbatch=0.101047 cuda_mem_alloc_mb=289.78 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=29 time=15.91s lr=0.0005 grad_norm=0.474636 mask_ratio_lastbatch=0.102848 cuda_mem_alloc_mb=289.83 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=30 time=15.91s lr=0.0005 grad_norm=0.538393 mask_ratio_lastbatch=0.100582 cuda_mem_alloc_mb=289.62 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=31 time=15.99s lr=0.0005 grad_norm=0.421035 mask_ratio_lastbatch=0.096136 cuda_mem_alloc_mb=289.53 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=32 time=15.93s lr=0.0005 grad_norm=0.700478 mask_ratio_lastbatch=0.099176 cuda_mem_alloc_mb=289.92 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=33 time=18.09s lr=0.0005 grad_norm=0.297883 mask_ratio_lastbatch=0.091101 cuda_mem_alloc_mb=289.79 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=34 time=18.26s lr=0.0005 grad_norm=0.416125 mask_ratio_lastbatch=0.092813 cuda_mem_alloc_mb=290.03 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=35 time=15.94s lr=0.0005 grad_norm=0.545696 mask_ratio_lastbatch=0.105699 cuda_mem_alloc_mb=289.88 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=36 time=15.92s lr=0.0005 grad_norm=0.453934 mask_ratio_lastbatch=0.106598 cuda_mem_alloc_mb=290.00 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=37 time=15.86s lr=0.0005 grad_norm=0.887165 mask_ratio_lastbatch=0.091233 cuda_mem_alloc_mb=289.99 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=38 time=15.95s lr=0.0005 grad_norm=0.777252 mask_ratio_lastbatch=0.098966 cuda_mem_alloc_mb=290.20 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=39 time=15.93s lr=0.0005 grad_norm=0.354199 mask_ratio_lastbatch=0.094214 cuda_mem_alloc_mb=290.20 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=40 time=15.93s lr=0.0005 grad_norm=1.503952 mask_ratio_lastbatch=0.101042 cuda_mem_alloc_mb=289.95 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
INFO | SYSTEM | epoch=41 time=15.98s lr=0.0005 grad_norm=0.640555 mask_ratio_lastbatch=0.105793 cuda_mem_alloc_mb=289.95 cuda_mem_reserved_mb=6062.00 cuda_mem_max_alloc_mb=4383.16
