INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=177 t=78 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.062061 diff=-6.168350 abs_err=6.168350
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=176 t=82 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.062061 diff=-6.168350 abs_err=6.168350
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=178 t=71 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.062061 diff=-6.168350 abs_err=6.168350
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=179 t=60 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.062061 diff=-6.168350 abs_err=6.168350
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=190 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.057179 diff=-5.421027 abs_err=5.421028
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=191 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.057171 diff=-5.421020 abs_err=5.421020
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=189 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.056331 diff=-5.420180 abs_err=5.420180
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=188 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.056301 diff=-5.420150 abs_err=5.420150
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=183 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.056233 diff=-5.420082 abs_err=5.420082
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=186 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.056209 diff=-5.420058 abs_err=5.420058
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=141 t=74 var_idx=4 tp=3.644000 y_true=-0.063574 y_pred=-0.058953 diff=0.004621 abs_err=0.004621
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=140 t=78 var_idx=4 tp=3.644000 y_true=-0.063574 y_pred=-0.058953 diff=0.004621 abs_err=0.004621
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=139 t=82 var_idx=4 tp=3.644000 y_true=-0.063574 y_pred=-0.058953 diff=0.004621 abs_err=0.004621
INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=177 t=78 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.025799 diff=-6.132088 abs_err=6.132088
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=176 t=82 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.025799 diff=-6.132088 abs_err=6.132088
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=178 t=71 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.025799 diff=-6.132088 abs_err=6.132088
INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=179 t=60 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.025799 diff=-6.132088 abs_err=6.132088
INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=191 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.032535 diff=-5.396384 abs_err=5.396384
INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=190 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.032515 diff=-5.396364 abs_err=5.396364
INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=188 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.031590 diff=-5.395438 abs_err=5.395438
INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=189 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.031584 diff=-5.395433 abs_err=5.395433
INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=186 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.031531 diff=-5.395380 abs_err=5.395380
INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=187 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=-0.031505 diff=-5.395353 abs_err=5.395353
