2025-12-23 06:29:19,816 | INFO | SYSTEM | epoch=0 time=18.32s lr=0.001 grad_norm=1.628333 mask_ratio_lastbatch=0.146800 cuda_mem_alloc_mb=230.18 cuda_mem_reserved_mb=3128.00 cuda_mem_max_alloc_mb=1296.49
2025-12-23 06:29:32,022 | INFO | SYSTEM | epoch=1 time=12.21s lr=0.001 grad_norm=2.176529 mask_ratio_lastbatch=0.142756 cuda_mem_alloc_mb=230.12 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.52
2025-12-23 06:29:44,238 | INFO | SYSTEM | epoch=2 time=12.21s lr=0.001 grad_norm=2.527721 mask_ratio_lastbatch=0.150165 cuda_mem_alloc_mb=230.21 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.52
2025-12-23 06:29:57,033 | INFO | SYSTEM | epoch=3 time=12.79s lr=0.001 grad_norm=3.036814 mask_ratio_lastbatch=0.144199 cuda_mem_alloc_mb=230.07 cuda_mem_reserved_mb=3130.00 cuda_mem_max_alloc_mb=1299.66
2025-12-23 06:30:09,838 | INFO | SYSTEM | epoch=4 time=12.80s lr=0.001 grad_norm=3.423709 mask_ratio_lastbatch=0.140975 cuda_mem_alloc_mb=230.17 cuda_mem_reserved_mb=3866.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:30:20,418 | INFO | SYSTEM | epoch=5 time=10.58s lr=0.001 grad_norm=3.473403 mask_ratio_lastbatch=0.143654 cuda_mem_alloc_mb=230.23 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:30:32,605 | INFO | SYSTEM | epoch=6 time=12.19s lr=0.001 grad_norm=4.246083 mask_ratio_lastbatch=0.143403 cuda_mem_alloc_mb=230.28 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:30:45,279 | INFO | SYSTEM | epoch=7 time=12.67s lr=0.001 grad_norm=4.546832 mask_ratio_lastbatch=0.146846 cuda_mem_alloc_mb=230.14 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:30:57,479 | INFO | SYSTEM | epoch=8 time=12.20s lr=0.001 grad_norm=5.230526 mask_ratio_lastbatch=0.136029 cuda_mem_alloc_mb=230.31 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:31:09,692 | INFO | SYSTEM | epoch=9 time=12.21s lr=0.001 grad_norm=5.740886 mask_ratio_lastbatch=0.136554 cuda_mem_alloc_mb=230.32 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
2025-12-23 06:31:21,923 | INFO | SYSTEM | epoch=10 time=12.23s lr=0.001 grad_norm=6.489913 mask_ratio_lastbatch=0.142801 cuda_mem_alloc_mb=230.23 cuda_mem_reserved_mb=3868.00 cuda_mem_max_alloc_mb=1333.03
