INFO | 2025-12-23 11:22:30
INFO | command: RunModelsLogsUSHCN.py --dataset ushcn --state def --history 24 --batch_size 192 --lr 1e-2 --patience 20 --epoch 300 --nhead 1 --tf_layer 1 --nlayer 1 --te_dim 10 --node_dim 10 --hid_dim 32 --seed 1 --gpu 0 --multi_scales 3,12 --multi_strides 1,6 --fusion concat
INFO | ExpID=42540 PID=540294 host=stud-000 device=cuda CUDA_VISIBLE_DEVICES=0
INFO | SLURM_JOB_NAME=MH_USHCN_MS SLURM_JOB_ID=341770
INFO | ckpt_path=experiments/experiment_42540.ckpt
INFO | args=Namespace(multi_scales='3,12', multi_strides='1,6', fusion='concat', state='def', n=100000000, hop=1, nhead=1, tf_layer=1, nlayer=1, epoch=300, patience=20, history=24, patch_size=24, stride=24, logmode='a', lr=0.01, w_decay=0.0, batch_size=192, save='experiments/', load=None, seed=1, dataset='ushcn', quantization=0.0, model='tPatchGNN', outlayer='Linear', hid_dim=32, te_dim=10, node_dim=10, gpu='0', debug_internal=1, topk_err=10, data_sanity_batches=3, npatch=1, device=device(type='cuda'), PID=540294, n_months=48, pred_window=1, ndim=5)
INFO | data: input_dim=5 n_train_batches=84 n_val_batches=28 n_test_batches=28 quantization=0.0 history=24 patch_size=24 stride=24 npatch=1
INFO | SYSTEM | epoch=0 time=15.61s lr=0.01 grad_norm=0.142279 mask_ratio_lastbatch=0.103617 cuda_mem_alloc_mb=282.36 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2506.68
INFO | SYSTEM | epoch=1 time=15.40s lr=0.01 grad_norm=0.499018 mask_ratio_lastbatch=0.096498 cuda_mem_alloc_mb=282.13 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
INFO | SYSTEM | epoch=2 time=15.24s lr=0.01 grad_norm=1.302116 mask_ratio_lastbatch=0.095867 cuda_mem_alloc_mb=281.67 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
INFO | SYSTEM | epoch=3 time=13.33s lr=0.01 grad_norm=1.467827 mask_ratio_lastbatch=0.095348 cuda_mem_alloc_mb=281.53 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
INFO | SYSTEM | epoch=4 time=15.49s lr=0.01 grad_norm=0.623580 mask_ratio_lastbatch=0.100135 cuda_mem_alloc_mb=282.35 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
INFO | SYSTEM | epoch=5 time=15.36s lr=0.01 grad_norm=0.530417 mask_ratio_lastbatch=0.104149 cuda_mem_alloc_mb=282.15 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
INFO | SYSTEM | epoch=6 time=13.25s lr=0.01 grad_norm=1.491747 mask_ratio_lastbatch=0.100196 cuda_mem_alloc_mb=281.51 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
INFO | SYSTEM | epoch=7 time=15.27s lr=0.01 grad_norm=0.305044 mask_ratio_lastbatch=0.096234 cuda_mem_alloc_mb=281.69 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
INFO | SYSTEM | epoch=8 time=13.66s lr=0.01 grad_norm=0.393505 mask_ratio_lastbatch=0.105383 cuda_mem_alloc_mb=281.46 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
INFO | SYSTEM | epoch=9 time=13.36s lr=0.01 grad_norm=0.693853 mask_ratio_lastbatch=0.112429 cuda_mem_alloc_mb=281.35 cuda_mem_reserved_mb=3278.00 cuda_mem_max_alloc_mb=2516.49
