INFO | 2025-12-23 09:01:33
INFO | command: RunModelsLogsUSHCN.py --dataset ushcn --state def --history 24 --batch_size 192 --lr 1e-3 --patience 50 --epoch 300 --nhead 4 --tf_layer 1 --nlayer 1 --te_dim 10 --node_dim 10 --hid_dim 64 --seed 1 --gpu 0 --multi_scales 2,6 --multi_strides 1,4 --fusion concat
INFO | ExpID=87921 PID=537550 host=stud-000 device=cuda CUDA_VISIBLE_DEVICES=0
INFO | SLURM_JOB_NAME=MH_USHCN_MS SLURM_JOB_ID=304930
INFO | ckpt_path=experiments/experiment_87921.ckpt
INFO | args=Namespace(multi_scales='2,6', multi_strides='1,4', fusion='concat', state='def', n=100000000, hop=1, nhead=4, tf_layer=1, nlayer=1, epoch=300, patience=50, history=24, patch_size=24, stride=24, logmode='a', lr=0.001, w_decay=0.0, batch_size=192, save='experiments/', load=None, seed=1, dataset='ushcn', quantization=0.0, model='tPatchGNN', outlayer='Linear', hid_dim=64, te_dim=10, node_dim=10, gpu='0', debug_internal=1, topk_err=10, data_sanity_batches=3, npatch=1, device=device(type='cuda'), PID=537550, n_months=48, pred_window=1, ndim=5)
INFO | data: input_dim=5 n_train_batches=84 n_val_batches=28 n_test_batches=28 quantization=0.0 history=24 patch_size=24 stride=24 npatch=1
INFO | SYSTEM | epoch=0 time=20.17s lr=0.001 grad_norm=0.395620 mask_ratio_lastbatch=0.089763 cuda_mem_alloc_mb=283.41 cuda_mem_reserved_mb=3940.00 cuda_mem_max_alloc_mb=3876.80
INFO | SYSTEM | epoch=1 time=20.09s lr=0.001 grad_norm=0.150642 mask_ratio_lastbatch=0.093098 cuda_mem_alloc_mb=283.40 cuda_mem_reserved_mb=4280.00 cuda_mem_max_alloc_mb=3880.92
INFO | SYSTEM | epoch=2 time=17.70s lr=0.001 grad_norm=0.165040 mask_ratio_lastbatch=0.098246 cuda_mem_alloc_mb=283.84 cuda_mem_reserved_mb=4280.00 cuda_mem_max_alloc_mb=3880.98
INFO | SYSTEM | epoch=3 time=20.01s lr=0.001 grad_norm=0.192585 mask_ratio_lastbatch=0.106597 cuda_mem_alloc_mb=283.02 cuda_mem_reserved_mb=4282.00 cuda_mem_max_alloc_mb=3880.98
INFO | SYSTEM | epoch=4 time=17.62s lr=0.001 grad_norm=0.570879 mask_ratio_lastbatch=0.098457 cuda_mem_alloc_mb=283.72 cuda_mem_reserved_mb=4282.00 cuda_mem_max_alloc_mb=3880.98
INFO | SYSTEM | epoch=5 time=20.10s lr=0.001 grad_norm=0.319029 mask_ratio_lastbatch=0.094351 cuda_mem_alloc_mb=283.59 cuda_mem_reserved_mb=4282.00 cuda_mem_max_alloc_mb=3881.46
INFO | SYSTEM | epoch=6 time=20.06s lr=0.001 grad_norm=0.707448 mask_ratio_lastbatch=0.098479 cuda_mem_alloc_mb=283.20 cuda_mem_reserved_mb=4282.00 cuda_mem_max_alloc_mb=3881.46
INFO | SYSTEM | epoch=7 time=20.34s lr=0.001 grad_norm=0.397611 mask_ratio_lastbatch=0.108115 cuda_mem_alloc_mb=283.32 cuda_mem_reserved_mb=4282.00 cuda_mem_max_alloc_mb=3881.49
INFO | SYSTEM | epoch=8 time=18.01s lr=0.001 grad_norm=0.959470 mask_ratio_lastbatch=0.106524 cuda_mem_alloc_mb=283.78 cuda_mem_reserved_mb=4282.00 cuda_mem_max_alloc_mb=3881.49
INFO | SYSTEM | epoch=9 time=20.34s lr=0.001 grad_norm=0.428194 mask_ratio_lastbatch=0.095658 cuda_mem_alloc_mb=283.55 cuda_mem_reserved_mb=4282.00 cuda_mem_max_alloc_mb=3881.74
