INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=191 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=-0.084627 diff=-8.717869 abs_err=8.717870
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=180 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.105160 diff=-8.528083 abs_err=8.528083
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=179 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.107096 diff=-8.526146 abs_err=8.526147
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=173 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.108370 diff=-8.524873 abs_err=8.524873
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=181 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.108766 diff=-8.524477 abs_err=8.524477
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=171 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.113666 diff=-8.519576 abs_err=8.519576
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=186 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.114436 diff=-8.518807 abs_err=8.518806
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=187 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.114436 diff=-8.518807 abs_err=8.518806
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=185 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.114436 diff=-8.518807 abs_err=8.518806
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=184 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.114436 diff=-8.518807 abs_err=8.518806
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=139 t=82 var_idx=3 tp=1.622000 y_true=-0.062951 y_pred=-0.062631 diff=0.000320 abs_err=0.000320
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=136 t=88 var_idx=0 tp=1.698000 y_true=-0.069469 y_pred=-0.069804 diff=-0.000335 abs_err=0.000335
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=20 t=58 var_idx=4 tp=1.385000 y_true=0.092950 y_pred=0.093432 diff=0.000481 abs_err=0.000481
INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=191 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.064317 diff=-8.568926 abs_err=8.568926
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=171 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.278220 diff=-8.355022 abs_err=8.355022
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=172 t=23 var_idx=1 tp=1.136000 y_true=8.633243 y_pred=0.285152 diff=-8.348091 abs_err=8.348091
