INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=193 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.086227 diff=-8.193797 abs_err=8.193797
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=192 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.064939 diff=-8.172508 abs_err=8.172508
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=195 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.060789 diff=-8.168359 abs_err=8.168359
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=194 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.060079 diff=-8.167649 abs_err=8.167648
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=190 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.051999 diff=-8.159569 abs_err=8.159569
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=191 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.049655 diff=-8.157225 abs_err=8.157225
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=196 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.047476 diff=-8.155045 abs_err=8.155046
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=197 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.047197 diff=-8.154767 abs_err=8.154767
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=199 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.040907 diff=-8.148476 abs_err=8.148477
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=198 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.035416 diff=-8.142985 abs_err=8.142985
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=67 t=74 var_idx=4 tp=1.440000 y_true=0.145125 y_pred=0.145092 diff=-0.000033 abs_err=0.000033
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=193 t=117 var_idx=4 tp=1.668000 y_true=0.040776 y_pred=0.040690 diff=-0.000085 abs_err=0.000085
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=215 t=79 var_idx=4 tp=1.396000 y_true=-0.220099 y_pred=-0.220210 diff=-0.000111 abs_err=0.000111
INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=193 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.094555 diff=-8.202124 abs_err=8.202125
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=192 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.059442 diff=-8.167012 abs_err=8.167012
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=195 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.050643 diff=-8.158213 abs_err=8.158213
INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=194 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.049870 diff=-8.157439 abs_err=8.157439
INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=196 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.010352 diff=-8.117922 abs_err=8.117922
INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=197 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.008293 diff=-8.115862 abs_err=8.115863
INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=199 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=0.004411 diff=-8.103159 abs_err=8.103159
INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=198 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=0.015943 diff=-8.091626 abs_err=8.091626
INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=190 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=0.021847 diff=-8.085723 abs_err=8.085723
INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=191 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=0.031901 diff=-8.075668 abs_err=8.075668
INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=221 t=20 var_idx=3 tp=1.117000 y_true=-0.349389 y_pred=-0.349391 diff=-0.000003 abs_err=0.000003
INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=242 t=84 var_idx=1 tp=1.536000 y_true=-0.127970 y_pred=-0.127991 diff=-0.000021 abs_err=0.000021
INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=168 t=61 var_idx=2 tp=1.428000 y_true=-0.173762 y_pred=-0.173732 diff=0.000030 abs_err=0.000030
INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=193 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.067272 diff=-8.174841 abs_err=8.174842
INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=192 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.055284 diff=-8.162854 abs_err=8.162854
INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=195 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.055063 diff=-8.162632 abs_err=8.162632
INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=194 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.052530 diff=-8.160099 abs_err=8.160099
INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=196 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.043832 diff=-8.151402 abs_err=8.151402
INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=197 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.043258 diff=-8.150827 abs_err=8.150827
INFO | TOP_ERR | split=test epoch=2 rank=7/10 b=190 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.037740 diff=-8.145309 abs_err=8.145309
INFO | TOP_ERR | split=test epoch=2 rank=8/10 b=199 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.037452 diff=-8.145022 abs_err=8.145021
INFO | TOP_ERR | split=test epoch=2 rank=9/10 b=198 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.035661 diff=-8.143231 abs_err=8.143230
INFO | TOP_ERR | split=test epoch=2 rank=10/10 b=191 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.033380 diff=-8.140949 abs_err=8.140949
INFO | TOP_BEST | split=test epoch=2 rank=1/3 b=188 t=71 var_idx=4 tp=1.373000 y_true=0.040776 y_pred=0.040850 diff=0.000074 abs_err=0.000074
INFO | TOP_BEST | split=test epoch=2 rank=2/3 b=75 t=102 var_idx=0 tp=1.614000 y_true=-0.001974 y_pred=-0.002108 diff=-0.000134 abs_err=0.000134
INFO | TOP_BEST | split=test epoch=2 rank=3/3 b=96 t=104 var_idx=0 tp=1.583000 y_true=0.031773 y_pred=0.031938 diff=0.000165 abs_err=0.000165
INFO | TOP_OK | split=test epoch=2 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=3 rank=1/10 b=193 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.090547 diff=-8.198116 abs_err=8.198116
INFO | TOP_ERR | split=test epoch=3 rank=2/10 b=192 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.082444 diff=-8.190014 abs_err=8.190014
INFO | TOP_ERR | split=test epoch=3 rank=3/10 b=195 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.082135 diff=-8.189705 abs_err=8.189705
INFO | TOP_ERR | split=test epoch=3 rank=4/10 b=194 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.080977 diff=-8.188546 abs_err=8.188546
INFO | TOP_ERR | split=test epoch=3 rank=5/10 b=190 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.079741 diff=-8.187311 abs_err=8.187311
INFO | TOP_ERR | split=test epoch=3 rank=6/10 b=196 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.069014 diff=-8.176584 abs_err=8.176583
INFO | TOP_ERR | split=test epoch=3 rank=7/10 b=197 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.068531 diff=-8.176101 abs_err=8.176101
INFO | TOP_ERR | split=test epoch=3 rank=8/10 b=199 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.062109 diff=-8.169678 abs_err=8.169679
INFO | TOP_ERR | split=test epoch=3 rank=9/10 b=191 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.060978 diff=-8.168548 abs_err=8.168549
INFO | TOP_ERR | split=test epoch=3 rank=10/10 b=198 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.060352 diff=-8.167921 abs_err=8.167921
INFO | TOP_BEST | split=test epoch=3 rank=1/3 b=134 t=2 var_idx=2 tp=1.018000 y_true=-0.173762 y_pred=-0.173752 diff=0.000010 abs_err=0.000010
INFO | TOP_BEST | split=test epoch=3 rank=2/3 b=143 t=57 var_idx=2 tp=1.330000 y_true=-0.173762 y_pred=-0.173729 diff=0.000033 abs_err=0.000033
INFO | TOP_BEST | split=test epoch=3 rank=3/3 b=20 t=45 var_idx=2 tp=1.223000 y_true=-0.173762 y_pred=-0.173796 diff=-0.000034 abs_err=0.000034
INFO | TOP_OK | split=test epoch=3 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=4 rank=1/10 b=193 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.064240 diff=-8.171810 abs_err=8.171810
INFO | TOP_ERR | split=test epoch=4 rank=2/10 b=189 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.062902 diff=-8.170472 abs_err=8.170472
INFO | TOP_ERR | split=test epoch=4 rank=3/10 b=190 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.062856 diff=-8.170426 abs_err=8.170425
INFO | TOP_ERR | split=test epoch=4 rank=4/10 b=192 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.062659 diff=-8.170229 abs_err=8.170229
INFO | TOP_ERR | split=test epoch=4 rank=5/10 b=195 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.062293 diff=-8.169863 abs_err=8.169863
INFO | TOP_ERR | split=test epoch=4 rank=6/10 b=194 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.062292 diff=-8.169861 abs_err=8.169861
INFO | TOP_ERR | split=test epoch=4 rank=7/10 b=191 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.061711 diff=-8.169281 abs_err=8.169281
INFO | TOP_ERR | split=test epoch=4 rank=8/10 b=196 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.060450 diff=-8.168020 abs_err=8.168019
INFO | TOP_ERR | split=test epoch=4 rank=9/10 b=197 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.059849 diff=-8.167418 abs_err=8.167418
INFO | TOP_ERR | split=test epoch=4 rank=10/10 b=199 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.057584 diff=-8.165154 abs_err=8.165154
INFO | TOP_BEST | split=test epoch=4 rank=1/3 b=63 t=52 var_idx=2 tp=1.301000 y_true=-0.173762 y_pred=-0.173746 diff=0.000016 abs_err=0.000016
INFO | TOP_BEST | split=test epoch=4 rank=2/3 b=133 t=6 var_idx=2 tp=1.027000 y_true=-0.173762 y_pred=-0.173720 diff=0.000042 abs_err=0.000042
INFO | TOP_BEST | split=test epoch=4 rank=3/3 b=18 t=65 var_idx=1 tp=1.316000 y_true=-0.127970 y_pred=-0.127924 diff=0.000047 abs_err=0.000047
INFO | TOP_OK | split=test epoch=4 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=5 rank=1/10 b=189 t=100 var_idx=1 tp=1.549000 y_true=8.107570 y_pred=-0.091594 diff=-8.199164 abs_err=8.199163
