INFO | SYSTEM | epoch=0 time=19.96s lr=0.001 grad_norm=0.283628 mask_ratio_lastbatch=0.099119 cuda_mem_alloc_mb=266.01 cuda_mem_reserved_mb=4512.00 cuda_mem_max_alloc_mb=5339.70
INFO | SYSTEM | epoch=1 time=19.43s lr=0.001 grad_norm=0.534407 mask_ratio_lastbatch=0.100715 cuda_mem_alloc_mb=266.00 cuda_mem_reserved_mb=7246.00 cuda_mem_max_alloc_mb=5344.67
INFO | SYSTEM | epoch=2 time=19.22s lr=0.001 grad_norm=0.266716 mask_ratio_lastbatch=0.091742 cuda_mem_alloc_mb=266.22 cuda_mem_reserved_mb=7246.00 cuda_mem_max_alloc_mb=5344.71
INFO | SYSTEM | epoch=3 time=19.58s lr=0.001 grad_norm=0.712476 mask_ratio_lastbatch=0.097827 cuda_mem_alloc_mb=266.05 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=4 time=19.29s lr=0.001 grad_norm=0.993099 mask_ratio_lastbatch=0.104479 cuda_mem_alloc_mb=266.06 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=5 time=19.35s lr=0.001 grad_norm=1.314732 mask_ratio_lastbatch=0.093742 cuda_mem_alloc_mb=266.19 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=6 time=19.31s lr=0.001 grad_norm=0.573335 mask_ratio_lastbatch=0.109645 cuda_mem_alloc_mb=265.88 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=7 time=16.93s lr=0.001 grad_norm=0.837742 mask_ratio_lastbatch=0.094463 cuda_mem_alloc_mb=266.06 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=8 time=19.50s lr=0.001 grad_norm=0.601147 mask_ratio_lastbatch=0.104600 cuda_mem_alloc_mb=266.11 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=9 time=19.21s lr=0.001 grad_norm=1.489908 mask_ratio_lastbatch=0.098045 cuda_mem_alloc_mb=266.14 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=10 time=16.92s lr=0.001 grad_norm=2.253736 mask_ratio_lastbatch=0.097489 cuda_mem_alloc_mb=266.03 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=11 time=19.26s lr=0.001 grad_norm=1.270793 mask_ratio_lastbatch=0.097337 cuda_mem_alloc_mb=266.25 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=12 time=17.15s lr=0.001 grad_norm=0.706812 mask_ratio_lastbatch=0.100220 cuda_mem_alloc_mb=265.96 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
INFO | SYSTEM | epoch=13 time=16.82s lr=0.001 grad_norm=0.676561 mask_ratio_lastbatch=0.110582 cuda_mem_alloc_mb=265.72 cuda_mem_reserved_mb=7248.00 cuda_mem_max_alloc_mb=5344.83
