INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=177 t=78 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.071650 diff=-6.177939 abs_err=6.177939
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=176 t=82 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.071650 diff=-6.177939 abs_err=6.177939
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=178 t=71 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.071650 diff=-6.177939 abs_err=6.177939
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=179 t=60 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.071650 diff=-6.177939 abs_err=6.177939
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=191 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.035333 diff=-5.328516 abs_err=5.328516
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=190 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.036588 diff=-5.327260 abs_err=5.327260
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=183 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.053534 diff=-5.310315 abs_err=5.310315
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=189 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.060096 diff=-5.303752 abs_err=5.303752
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=188 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.060110 diff=-5.303738 abs_err=5.303738
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=186 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.060372 diff=-5.303477 abs_err=5.303477
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=42 t=21 var_idx=3 tp=1.254000 y_true=-0.540347 y_pred=-0.540270 diff=0.000077 abs_err=0.000077
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=149 t=15 var_idx=4 tp=1.232000 y_true=-0.533148 y_pred=-0.533578 diff=-0.000430 abs_err=0.000430
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=115 t=5 var_idx=1 tp=1.056000 y_true=-0.127970 y_pred=-0.128460 diff=-0.000490 abs_err=0.000490
INFO | TOP_OK | split=test epoch=0 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=177 t=78 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.006619 diff=-6.112909 abs_err=6.112909
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=176 t=82 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.006619 diff=-6.112909 abs_err=6.112909
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=178 t=71 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.006619 diff=-6.112909 abs_err=6.112909
INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=179 t=60 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.006619 diff=-6.112909 abs_err=6.112909
INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=191 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.030304 diff=-5.333545 abs_err=5.333545
INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=189 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.046563 diff=-5.317286 abs_err=5.317286
INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=184 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.051346 diff=-5.312503 abs_err=5.312503
INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=186 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.056620 diff=-5.307229 abs_err=5.307229
INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=188 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.056890 diff=-5.306959 abs_err=5.306959
INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=187 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.057035 diff=-5.306814 abs_err=5.306814
INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=152 t=29 var_idx=4 tp=1.350000 y_true=0.040776 y_pred=0.040637 diff=-0.000139 abs_err=0.000139
INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=182 t=13 var_idx=3 tp=1.138000 y_true=-1.256441 y_pred=-1.256097 diff=0.000344 abs_err=0.000344
INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=82 t=11 var_idx=4 tp=1.158000 y_true=-1.159247 y_pred=-1.158786 diff=0.000460 abs_err=0.000460
INFO | TOP_OK | split=test epoch=1 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=177 t=78 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.006652 diff=-6.112942 abs_err=6.112942
INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=176 t=82 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.006652 diff=-6.112942 abs_err=6.112942
INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=178 t=71 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.006652 diff=-6.112942 abs_err=6.112942
INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=179 t=60 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.006652 diff=-6.112942 abs_err=6.112942
INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=191 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.029481 diff=-5.334368 abs_err=5.334368
INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=190 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.030656 diff=-5.333192 abs_err=5.333192
INFO | TOP_ERR | split=test epoch=2 rank=7/10 b=189 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.032192 diff=-5.331657 abs_err=5.331657
INFO | TOP_ERR | split=test epoch=2 rank=8/10 b=185 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.032494 diff=-5.331354 abs_err=5.331354
INFO | TOP_ERR | split=test epoch=2 rank=9/10 b=187 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.032506 diff=-5.331343 abs_err=5.331343
INFO | TOP_ERR | split=test epoch=2 rank=10/10 b=188 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.032510 diff=-5.331339 abs_err=5.331338
INFO | TOP_BEST | split=test epoch=2 rank=1/3 b=58 t=87 var_idx=3 tp=2.716000 y_true=0.700883 y_pred=0.697684 diff=-0.003199 abs_err=0.003199
INFO | TOP_BEST | split=test epoch=2 rank=2/3 b=57 t=92 var_idx=3 tp=2.716000 y_true=0.700883 y_pred=0.697684 diff=-0.003199 abs_err=0.003199
INFO | TOP_BEST | split=test epoch=2 rank=3/3 b=56 t=101 var_idx=3 tp=2.716000 y_true=0.700883 y_pred=0.697684 diff=-0.003199 abs_err=0.003199
INFO | TOP_OK | split=test epoch=2 none_found (no exact matches)
INFO | TOP_ERR | split=test epoch=3 rank=1/10 b=177 t=78 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.041774 diff=-6.148064 abs_err=6.148064
INFO | TOP_ERR | split=test epoch=3 rank=2/10 b=176 t=82 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.041774 diff=-6.148064 abs_err=6.148064
INFO | TOP_ERR | split=test epoch=3 rank=3/10 b=178 t=71 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.041774 diff=-6.148064 abs_err=6.148064
INFO | TOP_ERR | split=test epoch=3 rank=4/10 b=179 t=60 var_idx=0 tp=3.704000 y_true=6.106289 y_pred=-0.041774 diff=-6.148064 abs_err=6.148064
INFO | TOP_ERR | split=test epoch=3 rank=5/10 b=191 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.054663 diff=-5.309186 abs_err=5.309186
INFO | TOP_ERR | split=test epoch=3 rank=6/10 b=189 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.064137 diff=-5.299712 abs_err=5.299712
INFO | TOP_ERR | split=test epoch=3 rank=7/10 b=185 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.066815 diff=-5.297034 abs_err=5.297034
INFO | TOP_ERR | split=test epoch=3 rank=8/10 b=184 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.066962 diff=-5.296886 abs_err=5.296886
INFO | TOP_ERR | split=test epoch=3 rank=9/10 b=186 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.067217 diff=-5.296632 abs_err=5.296632
INFO | TOP_ERR | split=test epoch=3 rank=10/10 b=187 t=31 var_idx=0 tp=1.268000 y_true=5.363849 y_pred=0.067217 diff=-5.296632 abs_err=5.296632
INFO | TOP_BEST | split=test epoch=3 rank=1/3 b=110 t=4 var_idx=3 tp=1.050000 y_true=-0.779045 y_pred=-0.779563 diff=-0.000518 abs_err=0.000518
