INFO | 2025-12-23 11:12:17
INFO | command: RunModelsLogsUSHCN.py --dataset ushcn --state def --history 24 --batch_size 32 --lr 1e-2 --patience 20 --epoch 300 --nhead 4 --tf_layer 1 --nlayer 1 --te_dim 15 --node_dim 10 --hid_dim 32 --seed 1 --gpu 0 --multi_scales 3,12 --multi_strides 1,6 --fusion concat
INFO | ExpID=42187 PID=540115 host=stud-000 device=cuda CUDA_VISIBLE_DEVICES=0
INFO | SLURM_JOB_NAME=MH_USHCN_MS SLURM_JOB_ID=322124
INFO | ckpt_path=experiments/experiment_42187.ckpt
INFO | args=Namespace(multi_scales='3,12', multi_strides='1,6', fusion='concat', state='def', n=100000000, hop=1, nhead=4, tf_layer=1, nlayer=1, epoch=300, patience=20, history=24, patch_size=24, stride=24, logmode='a', lr=0.01, w_decay=0.0, batch_size=32, save='experiments/', load=None, seed=1, dataset='ushcn', quantization=0.0, model='tPatchGNN', outlayer='Linear', hid_dim=32, te_dim=15, node_dim=10, gpu='0', debug_internal=1, topk_err=10, data_sanity_batches=3, npatch=1, device=device(type='cuda'), PID=540115, n_months=48, pred_window=1, ndim=5)
INFO | data: input_dim=5 n_train_batches=501 n_val_batches=168 n_test_batches=168 quantization=0.0 history=24 patch_size=24 stride=24 npatch=1
INFO | SYSTEM | epoch=0 time=33.18s lr=0.01 grad_norm=1.114851 mask_ratio_lastbatch=0.118941 cuda_mem_alloc_mb=246.06 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=745.16
INFO | SYSTEM | epoch=1 time=32.99s lr=0.01 grad_norm=0.111727 mask_ratio_lastbatch=0.101791 cuda_mem_alloc_mb=245.97 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=746.30
INFO | SYSTEM | epoch=2 time=29.64s lr=0.01 grad_norm=0.494281 mask_ratio_lastbatch=0.108727 cuda_mem_alloc_mb=245.98 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=746.30
INFO | SYSTEM | epoch=3 time=29.32s lr=0.01 grad_norm=0.319712 mask_ratio_lastbatch=0.101352 cuda_mem_alloc_mb=245.96 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=746.30
INFO | SYSTEM | epoch=4 time=34.54s lr=0.01 grad_norm=0.252445 mask_ratio_lastbatch=0.123877 cuda_mem_alloc_mb=246.05 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=746.30
INFO | SYSTEM | epoch=5 time=30.50s lr=0.01 grad_norm=0.906601 mask_ratio_lastbatch=0.103125 cuda_mem_alloc_mb=246.03 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=746.30
INFO | SYSTEM | epoch=6 time=30.28s lr=0.01 grad_norm=0.345271 mask_ratio_lastbatch=0.113277 cuda_mem_alloc_mb=246.05 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=746.30
INFO | SYSTEM | epoch=7 time=31.81s lr=0.01 grad_norm=0.229776 mask_ratio_lastbatch=0.109299 cuda_mem_alloc_mb=245.96 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=746.30
INFO | SYSTEM | epoch=8 time=34.70s lr=0.01 grad_norm=0.315111 mask_ratio_lastbatch=0.103646 cuda_mem_alloc_mb=246.10 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.36
INFO | SYSTEM | epoch=9 time=30.72s lr=0.01 grad_norm=0.690094 mask_ratio_lastbatch=0.121360 cuda_mem_alloc_mb=246.04 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.36
INFO | SYSTEM | epoch=10 time=29.71s lr=0.01 grad_norm=0.106917 mask_ratio_lastbatch=0.095643 cuda_mem_alloc_mb=246.01 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.36
INFO | SYSTEM | epoch=11 time=30.08s lr=0.01 grad_norm=0.714409 mask_ratio_lastbatch=0.117810 cuda_mem_alloc_mb=245.97 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.36
INFO | SYSTEM | epoch=12 time=31.07s lr=0.01 grad_norm=0.383331 mask_ratio_lastbatch=0.113410 cuda_mem_alloc_mb=246.02 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.39
INFO | SYSTEM | epoch=13 time=29.24s lr=0.005 grad_norm=0.132640 mask_ratio_lastbatch=0.110443 cuda_mem_alloc_mb=246.10 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.39
INFO | SYSTEM | epoch=14 time=29.32s lr=0.005 grad_norm=0.464872 mask_ratio_lastbatch=0.085301 cuda_mem_alloc_mb=245.98 cuda_mem_reserved_mb=1924.00 cuda_mem_max_alloc_mb=760.39
