INFO | 2025-12-23 09:02:03
INFO | command: RunModelsLogsUSHCN.py --dataset ushcn --state def --history 24 --batch_size 192 --lr 1e-3 --patience 50 --epoch 300 --nhead 4 --tf_layer 1 --nlayer 1 --te_dim 10 --node_dim 10 --hid_dim 64 --seed 1 --gpu 0 --multi_scales 2,10 --multi_strides 2,10 --fusion concat
INFO | ExpID=1038 PID=537706 host=stud-000 device=cuda CUDA_VISIBLE_DEVICES=0
INFO | SLURM_JOB_NAME=MH_USHCN_MS SLURM_JOB_ID=304933
INFO | ckpt_path=experiments/experiment_1038.ckpt
INFO | args=Namespace(multi_scales='2,10', multi_strides='2,10', fusion='concat', state='def', n=100000000, hop=1, nhead=4, tf_layer=1, nlayer=1, epoch=300, patience=50, history=24, patch_size=24, stride=24, logmode='a', lr=0.001, w_decay=0.0, batch_size=192, save='experiments/', load=None, seed=1, dataset='ushcn', quantization=0.0, model='tPatchGNN', outlayer='Linear', hid_dim=64, te_dim=10, node_dim=10, gpu='0', debug_internal=1, topk_err=10, data_sanity_batches=3, npatch=1, device=device(type='cuda'), PID=537706, n_months=48, pred_window=1, ndim=5)
INFO | data: input_dim=5 n_train_batches=84 n_val_batches=28 n_test_batches=28 quantization=0.0 history=24 patch_size=24 stride=24 npatch=1
INFO | SYSTEM | epoch=0 time=13.69s lr=0.001 grad_norm=0.622822 mask_ratio_lastbatch=0.102011 cuda_mem_alloc_mb=271.39 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2353.48
INFO | SYSTEM | epoch=1 time=13.55s lr=0.001 grad_norm=0.307351 mask_ratio_lastbatch=0.104653 cuda_mem_alloc_mb=271.40 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2358.76
INFO | SYSTEM | epoch=2 time=13.61s lr=0.001 grad_norm=0.195358 mask_ratio_lastbatch=0.100727 cuda_mem_alloc_mb=271.33 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2358.76
INFO | SYSTEM | epoch=3 time=13.57s lr=0.001 grad_norm=0.460750 mask_ratio_lastbatch=0.101465 cuda_mem_alloc_mb=271.24 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2358.86
INFO | SYSTEM | epoch=4 time=13.59s lr=0.001 grad_norm=0.342038 mask_ratio_lastbatch=0.102980 cuda_mem_alloc_mb=271.14 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2358.86
INFO | SYSTEM | epoch=5 time=13.61s lr=0.001 grad_norm=0.213317 mask_ratio_lastbatch=0.099273 cuda_mem_alloc_mb=271.26 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2358.86
INFO | SYSTEM | epoch=6 time=13.58s lr=0.001 grad_norm=0.467372 mask_ratio_lastbatch=0.100477 cuda_mem_alloc_mb=271.26 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2358.86
INFO | SYSTEM | epoch=7 time=11.96s lr=0.001 grad_norm=0.895692 mask_ratio_lastbatch=0.108357 cuda_mem_alloc_mb=271.26 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2358.86
INFO | SYSTEM | epoch=8 time=11.88s lr=0.001 grad_norm=0.907670 mask_ratio_lastbatch=0.094141 cuda_mem_alloc_mb=271.69 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
INFO | SYSTEM | epoch=9 time=11.83s lr=0.001 grad_norm=0.731921 mask_ratio_lastbatch=0.099333 cuda_mem_alloc_mb=271.46 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
INFO | SYSTEM | epoch=10 time=11.81s lr=0.001 grad_norm=1.034798 mask_ratio_lastbatch=0.099491 cuda_mem_alloc_mb=271.26 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
INFO | SYSTEM | epoch=11 time=11.84s lr=0.001 grad_norm=1.532864 mask_ratio_lastbatch=0.099328 cuda_mem_alloc_mb=271.56 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
INFO | SYSTEM | epoch=12 time=11.84s lr=0.001 grad_norm=0.819082 mask_ratio_lastbatch=0.105346 cuda_mem_alloc_mb=271.50 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
INFO | SYSTEM | epoch=13 time=11.89s lr=0.001 grad_norm=0.551509 mask_ratio_lastbatch=0.109022 cuda_mem_alloc_mb=271.32 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
INFO | SYSTEM | epoch=14 time=13.63s lr=0.001 grad_norm=1.336697 mask_ratio_lastbatch=0.097764 cuda_mem_alloc_mb=271.50 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
INFO | SYSTEM | epoch=15 time=11.84s lr=0.001 grad_norm=1.142789 mask_ratio_lastbatch=0.099510 cuda_mem_alloc_mb=271.44 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
INFO | SYSTEM | epoch=16 time=11.83s lr=0.001 grad_norm=0.616564 mask_ratio_lastbatch=0.104531 cuda_mem_alloc_mb=271.38 cuda_mem_reserved_mb=5898.00 cuda_mem_max_alloc_mb=2359.08
