INFO | SYSTEM | epoch=0 time=35.77s lr=1e-05mask_ratio_lastbatch=0.182104
INFO | SYSTEM | epoch=1 time=35.76s lr=1e-05mask_ratio_lastbatch=0.158140
INFO | SYSTEM | epoch=2 time=35.83s lr=1e-05mask_ratio_lastbatch=0.172683
INFO | SYSTEM | epoch=3 time=35.87s lr=1e-05mask_ratio_lastbatch=0.169085
INFO | SYSTEM | epoch=4 time=35.93s lr=1e-05mask_ratio_lastbatch=0.189299
INFO | SYSTEM | epoch=5 time=36.03s lr=1e-05mask_ratio_lastbatch=0.176524
INFO | SYSTEM | epoch=6 time=36.08s lr=1e-05mask_ratio_lastbatch=0.170030
INFO | SYSTEM | epoch=7 time=36.68s lr=1e-05mask_ratio_lastbatch=0.174085
INFO | SYSTEM | epoch=8 time=31.17s lr=1e-05mask_ratio_lastbatch=0.164390
INFO | SYSTEM | epoch=9 time=31.13s lr=1e-05mask_ratio_lastbatch=0.178262
INFO | SYSTEM | epoch=10 time=36.01s lr=1e-05mask_ratio_lastbatch=0.167439
INFO | SYSTEM | epoch=11 time=31.02s lr=1e-05mask_ratio_lastbatch=0.177104
INFO | SYSTEM | epoch=12 time=36.09s lr=1e-05mask_ratio_lastbatch=0.169665
INFO | SYSTEM | epoch=13 time=31.02s lr=1e-05mask_ratio_lastbatch=0.171402
INFO | SYSTEM | epoch=14 time=36.12s lr=1e-05mask_ratio_lastbatch=0.171799
INFO | SYSTEM | epoch=15 time=31.17s lr=1e-05mask_ratio_lastbatch=0.181098
INFO | SYSTEM | epoch=16 time=36.10s lr=1e-05mask_ratio_lastbatch=0.172652
INFO | SYSTEM | epoch=17 time=30.99s lr=1e-05mask_ratio_lastbatch=0.166098
INFO | SYSTEM | epoch=18 time=31.01s lr=1e-05mask_ratio_lastbatch=0.176585
INFO | SYSTEM | epoch=19 time=36.02s lr=1e-05mask_ratio_lastbatch=0.173902
INFO | SYSTEM | epoch=20 time=30.99s lr=1e-05mask_ratio_lastbatch=0.167439
INFO | SYSTEM | epoch=21 time=31.11s lr=1e-05mask_ratio_lastbatch=0.169512
INFO | SYSTEM | epoch=22 time=36.11s lr=1e-05mask_ratio_lastbatch=0.170549
INFO | SYSTEM | epoch=23 time=31.05s lr=1e-05mask_ratio_lastbatch=0.170884
INFO | SYSTEM | epoch=24 time=36.11s lr=1e-05mask_ratio_lastbatch=0.170823
INFO | SYSTEM | epoch=25 time=31.01s lr=1e-05mask_ratio_lastbatch=0.159695
INFO | SYSTEM | epoch=26 time=31.00s lr=1e-05mask_ratio_lastbatch=0.171006
INFO | SYSTEM | epoch=27 time=36.10s lr=1e-05mask_ratio_lastbatch=0.172256
INFO | SYSTEM | epoch=28 time=31.18s lr=1e-05mask_ratio_lastbatch=0.165823
INFO | SYSTEM | epoch=29 time=31.12s lr=1e-05mask_ratio_lastbatch=0.189146
INFO | SYSTEM | epoch=30 time=31.14s lr=1e-05mask_ratio_lastbatch=0.148232
INFO | SYSTEM | epoch=31 time=31.24s lr=1e-05mask_ratio_lastbatch=0.169543
INFO | SYSTEM | epoch=32 time=31.35s lr=1e-05mask_ratio_lastbatch=0.167409
INFO | SYSTEM | epoch=33 time=31.06s lr=1e-05mask_ratio_lastbatch=0.160854
INFO | SYSTEM | epoch=34 time=36.69s lr=1e-05mask_ratio_lastbatch=0.172256
INFO | SYSTEM | epoch=35 time=31.08s lr=1e-05mask_ratio_lastbatch=0.162439
INFO | SYSTEM | epoch=36 time=31.04s lr=1e-05mask_ratio_lastbatch=0.176372
INFO | SYSTEM | epoch=37 time=31.26s lr=1e-05mask_ratio_lastbatch=0.169146
INFO | SYSTEM | epoch=38 time=31.05s lr=1e-05mask_ratio_lastbatch=0.169451
INFO | SYSTEM | epoch=39 time=31.01s lr=1e-05mask_ratio_lastbatch=0.163811
INFO | SYSTEM | epoch=40 time=31.06s lr=1e-05mask_ratio_lastbatch=0.174482
INFO | SYSTEM | epoch=41 time=31.02s lr=1e-05mask_ratio_lastbatch=0.164024
INFO | SYSTEM | epoch=42 time=36.36s lr=1e-05mask_ratio_lastbatch=0.165854
INFO | SYSTEM | epoch=43 time=30.97s lr=1e-05mask_ratio_lastbatch=0.163963
INFO | SYSTEM | epoch=44 time=31.01s lr=1e-05mask_ratio_lastbatch=0.172256
INFO | SYSTEM | epoch=45 time=31.02s lr=1e-05mask_ratio_lastbatch=0.176890
INFO | SYSTEM | epoch=46 time=31.01s lr=1e-05mask_ratio_lastbatch=0.178689
INFO | SYSTEM | epoch=47 time=31.07s lr=1e-05mask_ratio_lastbatch=0.173628
INFO | SYSTEM | epoch=48 time=36.50s lr=1e-05mask_ratio_lastbatch=0.173201
INFO | SYSTEM | epoch=49 time=30.98s lr=1e-05mask_ratio_lastbatch=0.165305
INFO | SYSTEM | epoch=50 time=31.01s lr=1e-05mask_ratio_lastbatch=0.184390
INFO | SYSTEM | epoch=51 time=31.02s lr=1e-05mask_ratio_lastbatch=0.178567
INFO | SYSTEM | epoch=52 time=31.09s lr=1e-05mask_ratio_lastbatch=0.171707
INFO | SYSTEM | epoch=53 time=31.06s lr=1e-05mask_ratio_lastbatch=0.180793
INFO | SYSTEM | epoch=54 time=36.08s lr=1e-05mask_ratio_lastbatch=0.184848
INFO | SYSTEM | epoch=55 time=36.18s lr=1e-05mask_ratio_lastbatch=0.176006
INFO | SYSTEM | epoch=56 time=30.97s lr=1e-05mask_ratio_lastbatch=0.165762
INFO | SYSTEM | epoch=57 time=31.06s lr=1e-05mask_ratio_lastbatch=0.159634
INFO | SYSTEM | epoch=58 time=31.16s lr=1e-05mask_ratio_lastbatch=0.179116
INFO | SYSTEM | epoch=59 time=36.09s lr=1e-05mask_ratio_lastbatch=0.171159
INFO | SYSTEM | epoch=60 time=31.07s lr=1e-05mask_ratio_lastbatch=0.187866
INFO | SYSTEM | epoch=61 time=31.01s lr=1e-05mask_ratio_lastbatch=0.168902
INFO | SYSTEM | epoch=62 time=36.02s lr=1e-05mask_ratio_lastbatch=0.174573
INFO | SYSTEM | epoch=63 time=30.99s lr=1e-05mask_ratio_lastbatch=0.169634
INFO | SYSTEM | epoch=64 time=30.98s lr=1e-05mask_ratio_lastbatch=0.163079
INFO | SYSTEM | epoch=65 time=31.43s lr=1e-05mask_ratio_lastbatch=0.175427
INFO | SYSTEM | epoch=66 time=31.36s lr=1e-05mask_ratio_lastbatch=0.163841
INFO | SYSTEM | epoch=67 time=36.24s lr=1e-05mask_ratio_lastbatch=0.169939
INFO | SYSTEM | epoch=68 time=36.09s lr=1e-05mask_ratio_lastbatch=0.181189
INFO | SYSTEM | epoch=69 time=31.08s lr=1e-05mask_ratio_lastbatch=0.174817
INFO | SYSTEM | epoch=70 time=36.37s lr=1e-05mask_ratio_lastbatch=0.168537
INFO | SYSTEM | epoch=71 time=31.49s lr=1e-05mask_ratio_lastbatch=0.176402
INFO | SYSTEM | epoch=72 time=30.99s lr=1e-05mask_ratio_lastbatch=0.174146
INFO | SYSTEM | epoch=73 time=31.04s lr=1e-05mask_ratio_lastbatch=0.163750
INFO | SYSTEM | epoch=74 time=31.16s lr=1e-05mask_ratio_lastbatch=0.179055
INFO | SYSTEM | epoch=75 time=31.21s lr=1e-05mask_ratio_lastbatch=0.170183
INFO | SYSTEM | epoch=76 time=31.19s lr=1e-05mask_ratio_lastbatch=0.175610
INFO | SYSTEM | epoch=77 time=31.13s lr=1e-05mask_ratio_lastbatch=0.181616
INFO | SYSTEM | epoch=78 time=31.07s lr=1e-05mask_ratio_lastbatch=0.174665
INFO | SYSTEM | epoch=79 time=31.03s lr=5e-06mask_ratio_lastbatch=0.187500
INFO | SYSTEM | epoch=80 time=31.03s lr=5e-06mask_ratio_lastbatch=0.166037
INFO | SYSTEM | epoch=81 time=31.06s lr=5e-06mask_ratio_lastbatch=0.172439
INFO | SYSTEM | epoch=82 time=36.03s lr=5e-06mask_ratio_lastbatch=0.171707
INFO | SYSTEM | epoch=83 time=31.01s lr=5e-06mask_ratio_lastbatch=0.175762
INFO | SYSTEM | epoch=84 time=36.04s lr=5e-06mask_ratio_lastbatch=0.164268
INFO | SYSTEM | epoch=85 time=31.00s lr=5e-06mask_ratio_lastbatch=0.176524
INFO | SYSTEM | epoch=86 time=31.02s lr=5e-06mask_ratio_lastbatch=0.164970
INFO | SYSTEM | epoch=87 time=31.04s lr=5e-06mask_ratio_lastbatch=0.185915
INFO | SYSTEM | epoch=88 time=31.14s lr=5e-06mask_ratio_lastbatch=0.177927
INFO | SYSTEM | epoch=89 time=31.05s lr=5e-06mask_ratio_lastbatch=0.168841
INFO | SYSTEM | epoch=90 time=31.09s lr=5e-06mask_ratio_lastbatch=0.180274
INFO | SYSTEM | epoch=91 time=31.05s lr=5e-06mask_ratio_lastbatch=0.168232
INFO | SYSTEM | epoch=92 time=36.08s lr=5e-06mask_ratio_lastbatch=0.174207
INFO | SYSTEM | epoch=93 time=31.00s lr=5e-06mask_ratio_lastbatch=0.168079
INFO | SYSTEM | epoch=94 time=31.04s lr=5e-06mask_ratio_lastbatch=0.183628
INFO | SYSTEM | epoch=95 time=31.03s lr=5e-06mask_ratio_lastbatch=0.176128
INFO | SYSTEM | epoch=96 time=31.07s lr=5e-06mask_ratio_lastbatch=0.163140
INFO | SYSTEM | epoch=97 time=31.02s lr=5e-06mask_ratio_lastbatch=0.164543
INFO | SYSTEM | epoch=98 time=31.05s lr=5e-06mask_ratio_lastbatch=0.166890
INFO | SYSTEM | epoch=99 time=31.06s lr=5e-06mask_ratio_lastbatch=0.171128
INFO | SYSTEM | epoch=100 time=31.05s lr=5e-06mask_ratio_lastbatch=0.163262
INFO | SYSTEM | epoch=101 time=31.15s lr=2.5e-06mask_ratio_lastbatch=0.176006
INFO | SYSTEM | epoch=102 time=31.21s lr=2.5e-06mask_ratio_lastbatch=0.187134
INFO | SYSTEM | epoch=103 time=31.53s lr=2.5e-06mask_ratio_lastbatch=0.182256
INFO | SYSTEM | epoch=104 time=31.09s lr=2.5e-06mask_ratio_lastbatch=0.167012
INFO | SYSTEM | epoch=105 time=31.04s lr=2.5e-06mask_ratio_lastbatch=0.178171
INFO | SYSTEM | epoch=106 time=31.04s lr=2.5e-06mask_ratio_lastbatch=0.162500
INFO | SYSTEM | epoch=107 time=31.01s lr=2.5e-06mask_ratio_lastbatch=0.167591
INFO | SYSTEM | epoch=108 time=31.01s lr=2.5e-06mask_ratio_lastbatch=0.172652
INFO | SYSTEM | epoch=109 time=31.79s lr=2.5e-06mask_ratio_lastbatch=0.166128
INFO | SYSTEM | epoch=110 time=31.10s lr=2.5e-06mask_ratio_lastbatch=0.175640
INFO | SYSTEM | epoch=111 time=31.53s lr=1.25e-06mask_ratio_lastbatch=0.154848
INFO | SYSTEM | epoch=112 time=31.22s lr=1.25e-06mask_ratio_lastbatch=0.176280
INFO | SYSTEM | epoch=113 time=31.06s lr=1.25e-06mask_ratio_lastbatch=0.166128
INFO | SYSTEM | epoch=114 time=31.06s lr=1.25e-06mask_ratio_lastbatch=0.168140
INFO | SYSTEM | epoch=115 time=31.06s lr=1.25e-06mask_ratio_lastbatch=0.185854
INFO | SYSTEM | epoch=116 time=31.07s lr=1.25e-06mask_ratio_lastbatch=0.178506
INFO | SYSTEM | epoch=117 time=31.14s lr=1.25e-06mask_ratio_lastbatch=0.180000
INFO | SYSTEM | epoch=118 time=31.13s lr=1.25e-06mask_ratio_lastbatch=0.165396
INFO | SYSTEM | epoch=119 time=31.14s lr=1.25e-06mask_ratio_lastbatch=0.184329
INFO | SYSTEM | epoch=120 time=31.16s lr=1.25e-06mask_ratio_lastbatch=0.183354
INFO | SYSTEM | epoch=121 time=31.10s lr=1e-06mask_ratio_lastbatch=0.171067
INFO | SYSTEM | epoch=122 time=31.04s lr=1e-06mask_ratio_lastbatch=0.162927
INFO | SYSTEM | epoch=123 time=31.09s lr=1e-06mask_ratio_lastbatch=0.168933
INFO | SYSTEM | epoch=124 time=31.10s lr=1e-06mask_ratio_lastbatch=0.182470
INFO | SYSTEM | epoch=125 time=31.04s lr=1e-06mask_ratio_lastbatch=0.174695
INFO | SYSTEM | epoch=126 time=31.02s lr=1e-06mask_ratio_lastbatch=0.178293
INFO | SYSTEM | epoch=127 time=31.41s lr=1e-06mask_ratio_lastbatch=0.162957
INFO | SYSTEM | epoch=128 time=31.29s lr=1e-06mask_ratio_lastbatch=0.176768
INFO | SYSTEM | epoch=129 time=31.05s lr=1e-06mask_ratio_lastbatch=0.160518
INFO | SYSTEM | epoch=130 time=31.06s lr=1e-06mask_ratio_lastbatch=0.156372
INFO | SYSTEM | epoch=131 time=31.09s lr=1e-06mask_ratio_lastbatch=0.169756
INFO | SYSTEM | epoch=132 time=31.06s lr=1e-06mask_ratio_lastbatch=0.166067
INFO | SYSTEM | epoch=133 time=31.02s lr=1e-06mask_ratio_lastbatch=0.170823
INFO | SYSTEM | epoch=134 time=30.98s lr=1e-06mask_ratio_lastbatch=0.167226
INFO | SYSTEM | epoch=135 time=31.02s lr=1e-06mask_ratio_lastbatch=0.180579
INFO | SYSTEM | epoch=136 time=31.21s lr=1e-06mask_ratio_lastbatch=0.160854
INFO | SYSTEM | epoch=137 time=31.22s lr=1e-06mask_ratio_lastbatch=0.160884
INFO | SYSTEM | epoch=138 time=31.25s lr=1e-06mask_ratio_lastbatch=0.182012
INFO | SYSTEM | epoch=139 time=31.17s lr=1e-06mask_ratio_lastbatch=0.169024
INFO | SYSTEM | epoch=140 time=31.23s lr=1e-06mask_ratio_lastbatch=0.177470
INFO | SYSTEM | epoch=141 time=31.17s lr=1e-06mask_ratio_lastbatch=0.166890
INFO | SYSTEM | epoch=142 time=31.19s lr=1e-06mask_ratio_lastbatch=0.182744
