INFO | Test - WorstChannelByMAE: ch=34 mae=0.375585 (n=1718)
INFO | - Epoch 000, ExpID 29343 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.03142
INFO | Val - Loss, MSE, MAE: 0.03013, 0.03013, 0.13797
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.03133, 0.03133, 0.13751
INFO | Test - Points (EXACT): total_masked=424439 correct=51310 right_rate=12.0889%
INFO | Test - WorstChannelByMAE: ch=18 mae=0.234612 (n=4540)
INFO | - Epoch 001, ExpID 29343 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.01019
INFO | Val - Loss, MSE, MAE: 0.01075, 0.01075, 0.06781
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.01219, 0.01219, 0.06752
INFO | Test - Points (EXACT): total_masked=424439 correct=57124 right_rate=13.4587%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.182251 (n=70)
INFO | - Epoch 002, ExpID 29343 best_epoch=2 improved=1
INFO | Train - Loss (last batch): 0.00732
INFO | Val - Loss, MSE, MAE: 0.00781, 0.00781, 0.05420
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.00917, 0.00917, 0.05400
INFO | Test - Points (EXACT): total_masked=424439 correct=70914 right_rate=16.7077%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.151900 (n=70)
INFO | - Epoch 003, ExpID 29343 best_epoch=3 improved=1
INFO | Train - Loss (last batch): 0.00761
INFO | Val - Loss, MSE, MAE: 0.00733, 0.00733, 0.05398
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.00881, 0.00881, 0.05422
INFO | Test - Points (EXACT): total_masked=424439 correct=71139 right_rate=16.7607%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.148681 (n=17742)
INFO | - Epoch 004, ExpID 29343 best_epoch=4 improved=1
INFO | Train - Loss (last batch): 0.00585
INFO | Val - Loss, MSE, MAE: 0.00694, 0.00694, 0.05150
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00845, 0.00845, 0.05195
INFO | Test - Points (EXACT): total_masked=424439 correct=76610 right_rate=18.0497%
INFO | - Epoch 005, ExpID 29343 best_epoch=4 improved=0
INFO | Train - Loss (last batch): 0.00649
INFO | Val - Loss, MSE, MAE: 0.00725, 0.00725, 0.05436
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.00845, 0.00845, 0.05195
INFO | Test - Points (EXACT): total_masked=424439 correct=76610 right_rate=18.0497%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.144143 (n=70)
INFO | - Epoch 006, ExpID 29343 best_epoch=6 improved=1
INFO | Train - Loss (last batch): 0.00491
INFO | Val - Loss, MSE, MAE: 0.00656, 0.00656, 0.05054
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00809, 0.00809, 0.05116
INFO | Test - Points (EXACT): total_masked=424439 correct=73779 right_rate=17.3827%
INFO | - Epoch 007, ExpID 29343 best_epoch=6 improved=0
INFO | Train - Loss (last batch): 0.00509
INFO | Val - Loss, MSE, MAE: 0.00666, 0.00666, 0.05144
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.00809, 0.00809, 0.05116
INFO | Test - Points (EXACT): total_masked=424439 correct=73779 right_rate=17.3827%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.138494 (n=17742)
INFO | - Epoch 008, ExpID 29343 best_epoch=8 improved=1
INFO | Train - Loss (last batch): 0.00605
INFO | Val - Loss, MSE, MAE: 0.00633, 0.00633, 0.04932
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.00787, 0.00787, 0.05008
INFO | Test - Points (EXACT): total_masked=424439 correct=74071 right_rate=17.4515%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.139034 (n=17742)
INFO | - Epoch 009, ExpID 29343 best_epoch=9 improved=1
INFO | Train - Loss (last batch): 0.00456
INFO | Val - Loss, MSE, MAE: 0.00615, 0.00615, 0.04774
INFO | Test - Best epoch, Loss, MSE, MAE: 9, 0.00767, 0.00767, 0.04849
INFO | Test - Points (EXACT): total_masked=424439 correct=75896 right_rate=17.8815%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.135675 (n=17742)
INFO | - Epoch 010, ExpID 29343 best_epoch=10 improved=1
INFO | Train - Loss (last batch): 0.00562
INFO | Val - Loss, MSE, MAE: 0.00614, 0.00614, 0.04811
INFO | Test - Best epoch, Loss, MSE, MAE: 10, 0.00767, 0.00767, 0.04894
INFO | Test - Points (EXACT): total_masked=424439 correct=77216 right_rate=18.1925%
INFO | - Epoch 011, ExpID 29343 best_epoch=10 improved=0
INFO | Train - Loss (last batch): 0.00480
INFO | Val - Loss, MSE, MAE: 0.00626, 0.00626, 0.04869
