INFO | Test - WorstChannelByMAE: ch=15 mae=0.592299 (n=17742)
INFO | - Epoch 000, ExpID 62947 best_epoch=0 improved=1
INFO | Train - Loss (last batch): 0.02794
INFO | Val - Loss, MSE, MAE: 0.03181, 0.03181, 0.12957
INFO | Test - Best epoch, Loss, MSE, MAE: 0, 0.03327, 0.03327, 0.12945
INFO | Test - Points (EXACT): total_masked=424439 correct=28345 right_rate=6.6782%
INFO | Test - WorstChannelByMAE: ch=18 mae=0.338592 (n=4540)
INFO | - Epoch 001, ExpID 62947 best_epoch=1 improved=1
INFO | Train - Loss (last batch): 0.02666
INFO | Val - Loss, MSE, MAE: 0.01603, 0.01603, 0.09380
INFO | Test - Best epoch, Loss, MSE, MAE: 1, 0.01731, 0.01731, 0.09325
INFO | Test - Points (EXACT): total_masked=424439 correct=42443 right_rate=9.9998%
INFO | Test - WorstChannelByMAE: ch=18 mae=0.359554 (n=4540)
INFO | - Epoch 002, ExpID 62947 best_epoch=2 improved=1
INFO | Train - Loss (last batch): 0.01898
INFO | Val - Loss, MSE, MAE: 0.01466, 0.01466, 0.08073
INFO | Test - Best epoch, Loss, MSE, MAE: 2, 0.01590, 0.01590, 0.08002
INFO | Test - Points (EXACT): total_masked=424439 correct=53882 right_rate=12.6949%
INFO | Test - WorstChannelByMAE: ch=18 mae=0.340771 (n=4540)
INFO | - Epoch 003, ExpID 62947 best_epoch=3 improved=1
INFO | Train - Loss (last batch): 0.01182
INFO | Val - Loss, MSE, MAE: 0.01437, 0.01437, 0.07897
INFO | Test - Best epoch, Loss, MSE, MAE: 3, 0.01554, 0.01554, 0.07813
INFO | Test - Points (EXACT): total_masked=424439 correct=52536 right_rate=12.3778%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.246477 (n=17742)
INFO | - Epoch 004, ExpID 62947 best_epoch=4 improved=1
INFO | Train - Loss (last batch): 0.01129
INFO | Val - Loss, MSE, MAE: 0.01094, 0.01094, 0.06829
INFO | Test - Best epoch, Loss, MSE, MAE: 4, 0.01216, 0.01216, 0.06754
INFO | Test - Points (EXACT): total_masked=424439 correct=51171 right_rate=12.0561%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.247928 (n=17742)
INFO | - Epoch 005, ExpID 62947 best_epoch=5 improved=1
INFO | Train - Loss (last batch): 0.00771
INFO | Val - Loss, MSE, MAE: 0.01014, 0.01014, 0.06430
INFO | Test - Best epoch, Loss, MSE, MAE: 5, 0.01152, 0.01152, 0.06391
INFO | Test - Points (EXACT): total_masked=424439 correct=53218 right_rate=12.5384%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.239050 (n=17742)
INFO | - Epoch 006, ExpID 62947 best_epoch=6 improved=1
INFO | Train - Loss (last batch): 0.00912
INFO | Val - Loss, MSE, MAE: 0.00997, 0.00997, 0.06204
INFO | Test - Best epoch, Loss, MSE, MAE: 6, 0.01128, 0.01128, 0.06156
INFO | Test - Points (EXACT): total_masked=424439 correct=55115 right_rate=12.9854%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.232166 (n=17742)
INFO | - Epoch 007, ExpID 62947 best_epoch=7 improved=1
INFO | Train - Loss (last batch): 0.00757
INFO | Val - Loss, MSE, MAE: 0.00956, 0.00956, 0.05991
INFO | Test - Best epoch, Loss, MSE, MAE: 7, 0.01084, 0.01084, 0.05945
INFO | Test - Points (EXACT): total_masked=424439 correct=58834 right_rate=13.8616%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.219012 (n=17742)
INFO | - Epoch 008, ExpID 62947 best_epoch=8 improved=1
INFO | Train - Loss (last batch): 0.00967
INFO | Val - Loss, MSE, MAE: 0.00933, 0.00933, 0.05928
INFO | Test - Best epoch, Loss, MSE, MAE: 8, 0.01066, 0.01066, 0.05896
INFO | Test - Points (EXACT): total_masked=424439 correct=59956 right_rate=14.1259%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.200638 (n=17742)
INFO | - Epoch 009, ExpID 62947 best_epoch=9 improved=1
INFO | Train - Loss (last batch): 0.00717
INFO | Val - Loss, MSE, MAE: 0.00888, 0.00888, 0.05767
INFO | Test - Best epoch, Loss, MSE, MAE: 9, 0.01014, 0.01014, 0.05732
INFO | Test - Points (EXACT): total_masked=424439 correct=62060 right_rate=14.6217%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.176416 (n=17742)
INFO | - Epoch 010, ExpID 62947 best_epoch=10 improved=1
INFO | Train - Loss (last batch): 0.00618
INFO | Val - Loss, MSE, MAE: 0.00820, 0.00820, 0.05540
INFO | Test - Best epoch, Loss, MSE, MAE: 10, 0.00953, 0.00953, 0.05525
INFO | Test - Points (EXACT): total_masked=424439 correct=64746 right_rate=15.2545%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.159619 (n=17742)
INFO | - Epoch 011, ExpID 62947 best_epoch=11 improved=1
INFO | Train - Loss (last batch): 0.00772
INFO | Val - Loss, MSE, MAE: 0.00794, 0.00794, 0.05463
INFO | Test - Best epoch, Loss, MSE, MAE: 11, 0.00932, 0.00932, 0.05468
INFO | Test - Points (EXACT): total_masked=424439 correct=68706 right_rate=16.1875%
INFO | Test - WorstChannelByMAE: ch=15 mae=0.150104 (n=17742)
INFO | - Epoch 012, ExpID 62947 best_epoch=12 improved=1
INFO | Train - Loss (last batch): 0.00901
INFO | Val - Loss, MSE, MAE: 0.00761, 0.00761, 0.05334
INFO | Test - Best epoch, Loss, MSE, MAE: 12, 0.00904, 0.00904, 0.05353
INFO | Test - Points (EXACT): total_masked=424439 correct=69512 right_rate=16.3774%
INFO | Test - WorstChannelByMAE: ch=14 mae=0.147049 (n=7966)
INFO | - Epoch 013, ExpID 62947 best_epoch=13 improved=1
INFO | Train - Loss (last batch): 0.00612
INFO | Val - Loss, MSE, MAE: 0.00751, 0.00751, 0.05323
INFO | Test - Best epoch, Loss, MSE, MAE: 13, 0.00889, 0.00889, 0.05329
INFO | Test - Points (EXACT): total_masked=424439 correct=71519 right_rate=16.8502%
INFO | Test - WorstChannelByMAE: ch=14 mae=0.144973 (n=7966)
INFO | - Epoch 014, ExpID 62947 best_epoch=14 improved=1
INFO | Train - Loss (last batch): 0.00546
INFO | Val - Loss, MSE, MAE: 0.00733, 0.00733, 0.05243
INFO | Test - Best epoch, Loss, MSE, MAE: 14, 0.00876, 0.00876, 0.05262
INFO | Test - Points (EXACT): total_masked=424439 correct=72969 right_rate=17.1919%
INFO | - Epoch 015, ExpID 62947 best_epoch=14 improved=0
INFO | Train - Loss (last batch): 0.00542
INFO | Val - Loss, MSE, MAE: 0.00738, 0.00738, 0.05270
INFO | Test - Best epoch, Loss, MSE, MAE: 14, 0.00876, 0.00876, 0.05262
INFO | Test - Points (EXACT): total_masked=424439 correct=72969 right_rate=17.1919%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.155728 (n=70)
INFO | - Epoch 016, ExpID 62947 best_epoch=16 improved=1
INFO | Train - Loss (last batch): 0.00465
INFO | Val - Loss, MSE, MAE: 0.00725, 0.00725, 0.05145
INFO | Test - Best epoch, Loss, MSE, MAE: 16, 0.00857, 0.00857, 0.05148
INFO | Test - Points (EXACT): total_masked=424439 correct=72949 right_rate=17.1872%
INFO | Test - WorstChannelByMAE: ch=14 mae=0.144806 (n=7966)
INFO | - Epoch 017, ExpID 62947 best_epoch=17 improved=1
INFO | Train - Loss (last batch): 0.00686
INFO | Val - Loss, MSE, MAE: 0.00709, 0.00709, 0.05114
INFO | Test - Best epoch, Loss, MSE, MAE: 17, 0.00846, 0.00846, 0.05125
INFO | Test - Points (EXACT): total_masked=424439 correct=73771 right_rate=17.3808%
INFO | - Epoch 018, ExpID 62947 best_epoch=17 improved=0
INFO | Train - Loss (last batch): 0.00527
INFO | Val - Loss, MSE, MAE: 0.00715, 0.00715, 0.05138
INFO | Test - Best epoch, Loss, MSE, MAE: 17, 0.00846, 0.00846, 0.05125
INFO | Test - Points (EXACT): total_masked=424439 correct=73771 right_rate=17.3808%
INFO | Test - WorstChannelByMAE: ch=14 mae=0.145475 (n=7966)
INFO | - Epoch 019, ExpID 62947 best_epoch=19 improved=1
INFO | Train - Loss (last batch): 0.00635
INFO | Val - Loss, MSE, MAE: 0.00703, 0.00703, 0.05077
INFO | Test - Best epoch, Loss, MSE, MAE: 19, 0.00845, 0.00845, 0.05098
INFO | Test - Points (EXACT): total_masked=424439 correct=74252 right_rate=17.4942%
INFO | Test - WorstChannelByMAE: ch=14 mae=0.146680 (n=7966)
INFO | - Epoch 020, ExpID 62947 best_epoch=20 improved=1
INFO | Train - Loss (last batch): 0.00864
INFO | Val - Loss, MSE, MAE: 0.00675, 0.00675, 0.04971
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00814, 0.00814, 0.04978
INFO | Test - Points (EXACT): total_masked=424439 correct=78549 right_rate=18.5065%
INFO | - Epoch 021, ExpID 62947 best_epoch=20 improved=0
INFO | Train - Loss (last batch): 0.00550
INFO | Val - Loss, MSE, MAE: 0.00692, 0.00692, 0.05015
INFO | Test - Best epoch, Loss, MSE, MAE: 20, 0.00814, 0.00814, 0.04978
INFO | Test - Points (EXACT): total_masked=424439 correct=78549 right_rate=18.5065%
INFO | Test - WorstChannelByMAE: ch=14 mae=0.140189 (n=7966)
INFO | - Epoch 022, ExpID 62947 best_epoch=22 improved=1
INFO | Train - Loss (last batch): 0.00595
INFO | Val - Loss, MSE, MAE: 0.00675, 0.00675, 0.04933
INFO | Test - Best epoch, Loss, MSE, MAE: 22, 0.00814, 0.00814, 0.04954
INFO | Test - Points (EXACT): total_masked=424439 correct=79242 right_rate=18.6698%
INFO | - Epoch 023, ExpID 62947 best_epoch=22 improved=0
INFO | Train - Loss (last batch): 0.00550
INFO | Val - Loss, MSE, MAE: 0.00678, 0.00678, 0.04914
INFO | Test - Best epoch, Loss, MSE, MAE: 22, 0.00814, 0.00814, 0.04954
INFO | Test - Points (EXACT): total_masked=424439 correct=79242 right_rate=18.6698%
INFO | - Epoch 024, ExpID 62947 best_epoch=22 improved=0
INFO | Train - Loss (last batch): 0.00533
INFO | Val - Loss, MSE, MAE: 0.00679, 0.00679, 0.04967
INFO | Test - Best epoch, Loss, MSE, MAE: 22, 0.00814, 0.00814, 0.04954
INFO | Test - Points (EXACT): total_masked=424439 correct=79242 right_rate=18.6698%
INFO | Test - WorstChannelByMAE: ch=37 mae=0.138733 (n=70)
INFO | - Epoch 025, ExpID 62947 best_epoch=25 improved=1
INFO | Train - Loss (last batch): 0.00503
INFO | Val - Loss, MSE, MAE: 0.00672, 0.00672, 0.04866
INFO | Test - Best epoch, Loss, MSE, MAE: 25, 0.00807, 0.00807, 0.04886
INFO | Test - Points (EXACT): total_masked=424439 correct=87898 right_rate=20.7092%
INFO | Test - WorstChannelByMAE: ch=14 mae=0.135982 (n=7966)
INFO | - Epoch 026, ExpID 62947 best_epoch=26 improved=1
INFO | Train - Loss (last batch): 0.00528
INFO | Val - Loss, MSE, MAE: 0.00658, 0.00658, 0.04820
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00798, 0.00798, 0.04845
INFO | Test - Points (EXACT): total_masked=424439 correct=88878 right_rate=20.9401%
INFO | - Epoch 027, ExpID 62947 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00646
INFO | Val - Loss, MSE, MAE: 0.00667, 0.00667, 0.04805
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00798, 0.00798, 0.04845
INFO | Test - Points (EXACT): total_masked=424439 correct=88878 right_rate=20.9401%
INFO | - Epoch 028, ExpID 62947 best_epoch=26 improved=0
INFO | Train - Loss (last batch): 0.00463
INFO | Val - Loss, MSE, MAE: 0.00669, 0.00669, 0.04880
INFO | Test - Best epoch, Loss, MSE, MAE: 26, 0.00798, 0.00798, 0.04845
INFO | Test - Points (EXACT): total_masked=424439 correct=88878 right_rate=20.9401%
INFO | Test - WorstChannelByMAE: ch=14 mae=0.135694 (n=7966)
INFO | - Epoch 029, ExpID 62947 best_epoch=29 improved=1
INFO | Train - Loss (last batch): 0.00398
INFO | Val - Loss, MSE, MAE: 0.00649, 0.00649, 0.04752
