INFO | SYSTEM | epoch=0 time=24.69s lr=1e-05mask_ratio_lastbatch=0.178232
INFO | SYSTEM | epoch=1 time=24.67s lr=1e-05mask_ratio_lastbatch=0.167713
INFO | SYSTEM | epoch=2 time=24.84s lr=1e-05mask_ratio_lastbatch=0.175549
INFO | SYSTEM | epoch=3 time=24.78s lr=1e-05mask_ratio_lastbatch=0.170122
INFO | SYSTEM | epoch=4 time=24.87s lr=1e-05mask_ratio_lastbatch=0.175000
INFO | SYSTEM | epoch=5 time=24.70s lr=1e-05mask_ratio_lastbatch=0.175366
INFO | SYSTEM | epoch=6 time=24.91s lr=1e-05mask_ratio_lastbatch=0.174146
INFO | SYSTEM | epoch=7 time=24.77s lr=1e-05mask_ratio_lastbatch=0.163628
INFO | SYSTEM | epoch=8 time=24.86s lr=1e-05mask_ratio_lastbatch=0.187774
INFO | SYSTEM | epoch=9 time=24.79s lr=1e-05mask_ratio_lastbatch=0.179848
INFO | SYSTEM | epoch=10 time=24.83s lr=1e-05mask_ratio_lastbatch=0.169390
INFO | SYSTEM | epoch=11 time=24.87s lr=1e-05mask_ratio_lastbatch=0.165030
INFO | SYSTEM | epoch=12 time=24.87s lr=1e-05mask_ratio_lastbatch=0.182927
INFO | SYSTEM | epoch=13 time=24.87s lr=1e-05mask_ratio_lastbatch=0.155884
INFO | SYSTEM | epoch=14 time=24.97s lr=1e-05mask_ratio_lastbatch=0.164299
INFO | SYSTEM | epoch=15 time=20.95s lr=1e-05mask_ratio_lastbatch=0.158537
INFO | SYSTEM | epoch=16 time=24.83s lr=1e-05mask_ratio_lastbatch=0.166707
INFO | SYSTEM | epoch=17 time=24.91s lr=1e-05mask_ratio_lastbatch=0.178689
INFO | SYSTEM | epoch=18 time=21.14s lr=1e-05mask_ratio_lastbatch=0.173445
INFO | SYSTEM | epoch=19 time=24.95s lr=1e-05mask_ratio_lastbatch=0.167988
INFO | SYSTEM | epoch=20 time=24.86s lr=1e-05mask_ratio_lastbatch=0.170244
INFO | SYSTEM | epoch=21 time=21.04s lr=1e-05mask_ratio_lastbatch=0.173323
INFO | SYSTEM | epoch=22 time=24.89s lr=1e-05mask_ratio_lastbatch=0.166067
INFO | SYSTEM | epoch=23 time=20.98s lr=1e-05mask_ratio_lastbatch=0.171616
INFO | SYSTEM | epoch=24 time=20.87s lr=1e-05mask_ratio_lastbatch=0.173079
INFO | SYSTEM | epoch=25 time=24.95s lr=1e-05mask_ratio_lastbatch=0.163201
INFO | SYSTEM | epoch=26 time=24.91s lr=1e-05mask_ratio_lastbatch=0.178994
INFO | SYSTEM | epoch=27 time=21.00s lr=1e-05mask_ratio_lastbatch=0.163171
INFO | SYSTEM | epoch=28 time=21.00s lr=1e-05mask_ratio_lastbatch=0.165091
INFO | SYSTEM | epoch=29 time=24.88s lr=1e-05mask_ratio_lastbatch=0.157134
INFO | SYSTEM | epoch=30 time=20.92s lr=1e-05mask_ratio_lastbatch=0.168506
INFO | SYSTEM | epoch=31 time=20.92s lr=1e-05mask_ratio_lastbatch=0.163780
INFO | SYSTEM | epoch=32 time=20.96s lr=1e-05mask_ratio_lastbatch=0.171006
INFO | SYSTEM | epoch=33 time=24.97s lr=1e-05mask_ratio_lastbatch=0.167043
INFO | SYSTEM | epoch=34 time=20.97s lr=1e-05mask_ratio_lastbatch=0.170457
INFO | SYSTEM | epoch=35 time=24.83s lr=1e-05mask_ratio_lastbatch=0.179817
INFO | SYSTEM | epoch=36 time=25.08s lr=1e-05mask_ratio_lastbatch=0.176098
INFO | SYSTEM | epoch=37 time=20.99s lr=1e-05mask_ratio_lastbatch=0.169878
INFO | SYSTEM | epoch=38 time=21.01s lr=1e-05mask_ratio_lastbatch=0.164939
INFO | SYSTEM | epoch=39 time=21.11s lr=1e-05mask_ratio_lastbatch=0.175061
INFO | SYSTEM | epoch=40 time=24.87s lr=1e-05mask_ratio_lastbatch=0.173933
INFO | SYSTEM | epoch=41 time=24.86s lr=1e-05mask_ratio_lastbatch=0.178689
INFO | SYSTEM | epoch=42 time=24.84s lr=1e-05mask_ratio_lastbatch=0.174146
INFO | SYSTEM | epoch=43 time=24.90s lr=1e-05mask_ratio_lastbatch=0.173110
INFO | SYSTEM | epoch=44 time=25.09s lr=1e-05mask_ratio_lastbatch=0.173872
INFO | SYSTEM | epoch=45 time=24.87s lr=1e-05mask_ratio_lastbatch=0.171646
INFO | SYSTEM | epoch=46 time=24.91s lr=1e-05mask_ratio_lastbatch=0.174848
INFO | SYSTEM | epoch=47 time=20.94s lr=1e-05mask_ratio_lastbatch=0.178201
INFO | SYSTEM | epoch=48 time=24.88s lr=1e-05mask_ratio_lastbatch=0.158323
INFO | SYSTEM | epoch=49 time=20.95s lr=1e-05mask_ratio_lastbatch=0.188872
INFO | SYSTEM | epoch=50 time=20.98s lr=1e-05mask_ratio_lastbatch=0.178354
INFO | SYSTEM | epoch=51 time=24.76s lr=1e-05mask_ratio_lastbatch=0.173811
INFO | SYSTEM | epoch=52 time=24.82s lr=1e-05mask_ratio_lastbatch=0.183537
INFO | SYSTEM | epoch=53 time=24.97s lr=1e-05mask_ratio_lastbatch=0.168232
INFO | SYSTEM | epoch=54 time=20.96s lr=1e-05mask_ratio_lastbatch=0.173506
INFO | SYSTEM | epoch=55 time=20.93s lr=1e-05mask_ratio_lastbatch=0.160915
INFO | SYSTEM | epoch=56 time=24.83s lr=1e-05mask_ratio_lastbatch=0.168872
INFO | SYSTEM | epoch=57 time=20.97s lr=1e-05mask_ratio_lastbatch=0.161585
INFO | SYSTEM | epoch=58 time=20.95s lr=1e-05mask_ratio_lastbatch=0.173140
INFO | SYSTEM | epoch=59 time=20.91s lr=1e-05mask_ratio_lastbatch=0.168902
INFO | SYSTEM | epoch=60 time=21.11s lr=1e-05mask_ratio_lastbatch=0.170213
INFO | SYSTEM | epoch=61 time=24.99s lr=1e-05mask_ratio_lastbatch=0.181799
INFO | SYSTEM | epoch=62 time=20.86s lr=1e-05mask_ratio_lastbatch=0.165762
INFO | SYSTEM | epoch=63 time=21.05s lr=1e-05mask_ratio_lastbatch=0.181280
INFO | SYSTEM | epoch=64 time=25.12s lr=1e-05mask_ratio_lastbatch=0.183902
INFO | SYSTEM | epoch=65 time=24.94s lr=1e-05mask_ratio_lastbatch=0.173780
INFO | SYSTEM | epoch=66 time=24.81s lr=1e-05mask_ratio_lastbatch=0.161646
INFO | SYSTEM | epoch=67 time=20.98s lr=1e-05mask_ratio_lastbatch=0.166738
INFO | SYSTEM | epoch=68 time=21.01s lr=1e-05mask_ratio_lastbatch=0.177866
INFO | SYSTEM | epoch=69 time=20.96s lr=1e-05mask_ratio_lastbatch=0.171799
INFO | SYSTEM | epoch=70 time=24.84s lr=1e-05mask_ratio_lastbatch=0.162774
INFO | SYSTEM | epoch=71 time=24.83s lr=1e-05mask_ratio_lastbatch=0.158720
INFO | SYSTEM | epoch=72 time=20.94s lr=1e-05mask_ratio_lastbatch=0.178171
INFO | SYSTEM | epoch=73 time=21.18s lr=1e-05mask_ratio_lastbatch=0.164177
INFO | SYSTEM | epoch=74 time=25.11s lr=1e-05mask_ratio_lastbatch=0.166463
INFO | SYSTEM | epoch=75 time=20.97s lr=1e-05mask_ratio_lastbatch=0.161585
INFO | SYSTEM | epoch=76 time=25.32s lr=1e-05mask_ratio_lastbatch=0.170610
INFO | SYSTEM | epoch=77 time=21.10s lr=1e-05mask_ratio_lastbatch=0.172226
INFO | SYSTEM | epoch=78 time=21.09s lr=1e-05mask_ratio_lastbatch=0.170976
INFO | SYSTEM | epoch=79 time=25.04s lr=1e-05mask_ratio_lastbatch=0.165122
INFO | SYSTEM | epoch=80 time=20.99s lr=1e-05mask_ratio_lastbatch=0.180640
INFO | SYSTEM | epoch=81 time=20.91s lr=1e-05mask_ratio_lastbatch=0.184787
INFO | SYSTEM | epoch=82 time=20.90s lr=1e-05mask_ratio_lastbatch=0.172256
INFO | SYSTEM | epoch=83 time=21.09s lr=1e-05mask_ratio_lastbatch=0.168476
INFO | SYSTEM | epoch=84 time=20.96s lr=1e-05mask_ratio_lastbatch=0.171799
INFO | SYSTEM | epoch=85 time=21.14s lr=1e-05mask_ratio_lastbatch=0.171220
INFO | SYSTEM | epoch=86 time=20.97s lr=1e-05mask_ratio_lastbatch=0.181311
INFO | SYSTEM | epoch=87 time=25.01s lr=1e-05mask_ratio_lastbatch=0.167287
INFO | SYSTEM | epoch=88 time=21.04s lr=1e-05mask_ratio_lastbatch=0.171555
INFO | SYSTEM | epoch=89 time=20.98s lr=1e-05mask_ratio_lastbatch=0.160762
INFO | SYSTEM | epoch=90 time=24.93s lr=1e-05mask_ratio_lastbatch=0.181220
INFO | SYSTEM | epoch=91 time=24.97s lr=1e-05mask_ratio_lastbatch=0.178384
INFO | SYSTEM | epoch=92 time=24.95s lr=1e-05mask_ratio_lastbatch=0.169634
INFO | SYSTEM | epoch=93 time=21.04s lr=1e-05mask_ratio_lastbatch=0.164604
INFO | SYSTEM | epoch=94 time=21.01s lr=1e-05mask_ratio_lastbatch=0.169634
INFO | SYSTEM | epoch=95 time=21.06s lr=1e-05mask_ratio_lastbatch=0.178567
INFO | SYSTEM | epoch=96 time=24.90s lr=1e-05mask_ratio_lastbatch=0.179665
INFO | SYSTEM | epoch=97 time=20.99s lr=1e-05mask_ratio_lastbatch=0.175030
INFO | SYSTEM | epoch=98 time=21.02s lr=1e-05mask_ratio_lastbatch=0.171951
INFO | SYSTEM | epoch=99 time=25.08s lr=1e-05mask_ratio_lastbatch=0.181951
INFO | SYSTEM | epoch=100 time=24.97s lr=1e-05mask_ratio_lastbatch=0.181555
INFO | SYSTEM | epoch=101 time=20.93s lr=1e-05mask_ratio_lastbatch=0.175244
INFO | SYSTEM | epoch=102 time=21.02s lr=1e-05mask_ratio_lastbatch=0.174024
INFO | SYSTEM | epoch=103 time=25.04s lr=1e-05mask_ratio_lastbatch=0.162256
INFO | SYSTEM | epoch=104 time=20.97s lr=1e-05mask_ratio_lastbatch=0.169878
INFO | SYSTEM | epoch=105 time=21.25s lr=1e-05mask_ratio_lastbatch=0.173872
INFO | SYSTEM | epoch=106 time=21.00s lr=1e-05mask_ratio_lastbatch=0.173780
INFO | SYSTEM | epoch=107 time=21.13s lr=1e-05mask_ratio_lastbatch=0.174634
INFO | SYSTEM | epoch=108 time=20.99s lr=1e-05mask_ratio_lastbatch=0.163384
INFO | SYSTEM | epoch=109 time=20.96s lr=1e-05mask_ratio_lastbatch=0.186433
INFO | SYSTEM | epoch=110 time=21.02s lr=1e-05mask_ratio_lastbatch=0.161463
INFO | SYSTEM | epoch=111 time=21.11s lr=1e-05mask_ratio_lastbatch=0.176738
INFO | SYSTEM | epoch=112 time=21.17s lr=5e-06mask_ratio_lastbatch=0.173415
INFO | SYSTEM | epoch=113 time=21.10s lr=5e-06mask_ratio_lastbatch=0.167835
INFO | SYSTEM | epoch=114 time=25.03s lr=5e-06mask_ratio_lastbatch=0.169482
INFO | SYSTEM | epoch=115 time=21.04s lr=5e-06mask_ratio_lastbatch=0.185457
INFO | SYSTEM | epoch=116 time=20.98s lr=5e-06mask_ratio_lastbatch=0.163171
INFO | SYSTEM | epoch=117 time=20.97s lr=5e-06mask_ratio_lastbatch=0.167104
INFO | SYSTEM | epoch=118 time=21.09s lr=5e-06mask_ratio_lastbatch=0.166616
INFO | SYSTEM | epoch=119 time=21.26s lr=5e-06mask_ratio_lastbatch=0.180305
INFO | SYSTEM | epoch=120 time=20.92s lr=5e-06mask_ratio_lastbatch=0.161372
INFO | SYSTEM | epoch=121 time=24.93s lr=5e-06mask_ratio_lastbatch=0.171189
INFO | SYSTEM | epoch=122 time=20.99s lr=5e-06mask_ratio_lastbatch=0.173506
INFO | SYSTEM | epoch=123 time=24.90s lr=5e-06mask_ratio_lastbatch=0.173415
INFO | SYSTEM | epoch=124 time=21.00s lr=5e-06mask_ratio_lastbatch=0.184939
INFO | SYSTEM | epoch=125 time=21.09s lr=5e-06mask_ratio_lastbatch=0.155213
INFO | SYSTEM | epoch=126 time=21.06s lr=5e-06mask_ratio_lastbatch=0.176037
INFO | SYSTEM | epoch=127 time=21.00s lr=5e-06mask_ratio_lastbatch=0.164726
INFO | SYSTEM | epoch=128 time=21.02s lr=5e-06mask_ratio_lastbatch=0.170884
INFO | SYSTEM | epoch=129 time=20.98s lr=5e-06mask_ratio_lastbatch=0.164665
INFO | SYSTEM | epoch=130 time=20.95s lr=5e-06mask_ratio_lastbatch=0.152470
INFO | SYSTEM | epoch=131 time=20.98s lr=5e-06mask_ratio_lastbatch=0.167896
INFO | SYSTEM | epoch=132 time=21.05s lr=2.5e-06mask_ratio_lastbatch=0.175427
INFO | SYSTEM | epoch=133 time=21.03s lr=2.5e-06mask_ratio_lastbatch=0.160823
INFO | SYSTEM | epoch=134 time=20.97s lr=2.5e-06mask_ratio_lastbatch=0.171921
INFO | SYSTEM | epoch=135 time=21.00s lr=2.5e-06mask_ratio_lastbatch=0.163689
INFO | SYSTEM | epoch=136 time=21.22s lr=2.5e-06mask_ratio_lastbatch=0.170884
INFO | SYSTEM | epoch=137 time=21.00s lr=2.5e-06mask_ratio_lastbatch=0.172287
INFO | SYSTEM | epoch=138 time=21.05s lr=2.5e-06mask_ratio_lastbatch=0.155488
INFO | SYSTEM | epoch=139 time=20.94s lr=2.5e-06mask_ratio_lastbatch=0.169787
INFO | SYSTEM | epoch=140 time=21.20s lr=2.5e-06mask_ratio_lastbatch=0.194390
