INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.213703 y_pred=2.629772 diff=2.416069 abs_err=2.416069
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=4 t=15 var_idx=9 tp=0.892223 y_true=0.207788 y_pred=2.510799 diff=2.303012 abs_err=2.303012
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=60 t=18 var_idx=9 tp=0.889222 y_true=0.396922 y_pred=2.605593 diff=2.208671 abs_err=2.208671
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=60 t=21 var_idx=9 tp=0.916229 y_true=0.414801 y_pred=2.605602 diff=2.190801 abs_err=2.190801
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=32 t=20 var_idx=6 tp=0.910978 y_true=4.571362 y_pred=2.553151 diff=-2.018211 abs_err=2.018211
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=43 t=0 var_idx=6 tp=0.755939 y_true=4.862488 y_pred=2.922218 diff=-1.940270 abs_err=1.940270
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=33 t=2 var_idx=6 tp=0.769192 y_true=4.627430 y_pred=2.708655 diff=-1.918775 abs_err=1.918775
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=45 t=5 var_idx=6 tp=0.796449 y_true=4.841883 y_pred=2.932104 diff=-1.909779 abs_err=1.909779
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=33 t=29 var_idx=6 tp=0.985496 y_true=4.607072 y_pred=2.709003 diff=-1.898068 abs_err=1.898068
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=32 t=26 var_idx=6 tp=0.964991 y_true=4.447619 y_pred=2.553047 diff=-1.894572 abs_err=1.894572
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=16 t=16 var_idx=2 tp=0.878970 y_true=0.338682 y_pred=0.338892 diff=0.000210 abs_err=0.000210
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=38 t=29 var_idx=4 tp=0.992248 y_true=1.505904 y_pred=1.505687 diff=-0.000217 abs_err=0.000217
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=44 t=16 var_idx=2 tp=0.877469 y_true=0.308487 y_pred=0.308146 diff=-0.000342 abs_err=0.000342
INFO | TOP_OK | split=test epoch=0 rank=1/3 b=0 t=3 var_idx=1 tp=0.770443 y_true=1.839015 y_pred=1.843965
INFO | TOP_OK | split=test epoch=0 rank=2/3 b=0 t=4 var_idx=9 tp=0.783946 y_true=3.382565 y_pred=3.328518
INFO | TOP_OK | split=test epoch=0 rank=3/3 b=0 t=7 var_idx=7 tp=0.804201 y_true=1.452089 y_pred=1.480745
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=1.413674 y_pred=4.210787 diff=2.797113 abs_err=2.797113
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=1.678643 y_pred=4.448316 diff=2.769673 abs_err=2.769673
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=9 t=23 var_idx=9 tp=0.939735 y_true=4.009846 y_pred=1.935390 diff=-2.074457 abs_err=2.074457
INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=9 t=19 var_idx=9 tp=0.912728 y_true=3.988104 y_pred=1.935489 diff=-2.052615 abs_err=2.052615
INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=3.767489 y_pred=1.716784 diff=-2.050705 abs_err=2.050705
INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=60 t=7 var_idx=9 tp=0.808202 y_true=3.882581 y_pred=1.967795 diff=-1.914786 abs_err=1.914786
INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.213703 y_pred=2.030405 diff=1.816702 abs_err=1.816702
INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=60 t=11 var_idx=9 tp=0.835209 y_true=3.731444 y_pred=1.967859 diff=-1.763586 abs_err=1.763586
INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=32 t=25 var_idx=0 tp=0.958240 y_true=4.455230 y_pred=2.712442 diff=-1.742788 abs_err=1.742788
INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=32 t=23 var_idx=0 tp=0.931233 y_true=4.440966 y_pred=2.712585 diff=-1.728381 abs_err=1.728381
INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=44 t=6 var_idx=1 tp=0.796449 y_true=1.700002 y_pred=1.699905 diff=-0.000097 abs_err=0.000097
INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=16 t=14 var_idx=10 tp=0.865466 y_true=2.068798 y_pred=2.068666 diff=-0.000132 abs_err=0.000132
INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=46 t=18 var_idx=0 tp=0.917979 y_true=2.968187 y_pred=2.968332 diff=0.000146 abs_err=0.000146
INFO | TOP_OK | split=test epoch=1 rank=1/3 b=0 t=1 var_idx=9 tp=0.756939 y_true=4.119646 y_pred=4.202304
INFO | TOP_OK | split=test epoch=1 rank=2/3 b=0 t=1 var_idx=11 tp=0.756939 y_true=1.062092 y_pred=1.066857
INFO | TOP_OK | split=test epoch=1 rank=3/3 b=0 t=2 var_idx=3 tp=0.763691 y_true=4.038878 y_pred=4.021674
INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=1.678643 y_pred=4.590351 diff=2.911708 abs_err=2.911708
INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=1.413674 y_pred=4.213009 diff=2.799336 abs_err=2.799336
INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=3.767489 y_pred=1.696664 diff=-2.070825 abs_err=2.070825
INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=9 t=23 var_idx=9 tp=0.939735 y_true=4.009846 y_pred=2.076864 diff=-1.932982 abs_err=1.932982
INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=9 t=19 var_idx=9 tp=0.912728 y_true=3.988104 y_pred=2.076992 diff=-1.911113 abs_err=1.911113
INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=60 t=7 var_idx=9 tp=0.808202 y_true=3.882581 y_pred=2.019134 diff=-1.863447 abs_err=1.863447
INFO | TOP_ERR | split=test epoch=2 rank=7/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.213703 y_pred=2.007828 diff=1.794126 abs_err=1.794126
INFO | TOP_ERR | split=test epoch=2 rank=8/10 b=60 t=11 var_idx=9 tp=0.835209 y_true=3.731444 y_pred=2.019132 diff=-1.712312 abs_err=1.712312
INFO | TOP_ERR | split=test epoch=2 rank=9/10 b=60 t=18 var_idx=9 tp=0.889222 y_true=0.396922 y_pred=2.018991 diff=1.622069 abs_err=1.622069
INFO | TOP_ERR | split=test epoch=2 rank=10/10 b=60 t=21 var_idx=9 tp=0.916229 y_true=0.414801 y_pred=2.018852 diff=1.604051 abs_err=1.604051
INFO | TOP_BEST | split=test epoch=2 rank=1/3 b=43 t=12 var_idx=5 tp=0.850463 y_true=0.108683 y_pred=0.108554 diff=-0.000129 abs_err=0.000129
INFO | TOP_BEST | split=test epoch=2 rank=2/3 b=46 t=28 var_idx=3 tp=0.992498 y_true=3.533031 y_pred=3.532888 diff=-0.000143 abs_err=0.000143
INFO | TOP_BEST | split=test epoch=2 rank=3/3 b=15 t=22 var_idx=11 tp=0.926232 y_true=0.568952 y_pred=0.569119 diff=0.000167 abs_err=0.000167
INFO | TOP_OK | split=test epoch=2 rank=1/3 b=0 t=0 var_idx=7 tp=0.750188 y_true=1.978289 y_pred=1.889109
INFO | TOP_OK | split=test epoch=2 rank=2/3 b=0 t=1 var_idx=9 tp=0.756939 y_true=4.119646 y_pred=4.191575
INFO | TOP_OK | split=test epoch=2 rank=3/3 b=0 t=1 var_idx=11 tp=0.756939 y_true=1.062092 y_pred=1.058190
INFO | TOP_ERR | split=test epoch=3 rank=1/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=1.678643 y_pred=4.705842 diff=3.027199 abs_err=3.027199
INFO | TOP_ERR | split=test epoch=3 rank=2/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=1.413674 y_pred=4.157080 diff=2.743407 abs_err=2.743407
INFO | TOP_ERR | split=test epoch=3 rank=3/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=3.767489 y_pred=1.673911 diff=-2.093578 abs_err=2.093578
INFO | TOP_ERR | split=test epoch=3 rank=4/10 b=9 t=23 var_idx=9 tp=0.939735 y_true=4.009846 y_pred=2.038815 diff=-1.971031 abs_err=1.971031
INFO | TOP_ERR | split=test epoch=3 rank=5/10 b=9 t=19 var_idx=9 tp=0.912728 y_true=3.988104 y_pred=2.038832 diff=-1.949272 abs_err=1.949272
INFO | TOP_ERR | split=test epoch=3 rank=6/10 b=60 t=7 var_idx=9 tp=0.808202 y_true=3.882581 y_pred=1.937771 diff=-1.944810 abs_err=1.944810
INFO | TOP_ERR | split=test epoch=3 rank=7/10 b=60 t=11 var_idx=9 tp=0.835209 y_true=3.731444 y_pred=1.937843 diff=-1.793601 abs_err=1.793601
INFO | TOP_ERR | split=test epoch=3 rank=8/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.213703 y_pred=1.906470 diff=1.692768 abs_err=1.692768
INFO | TOP_ERR | split=test epoch=3 rank=9/10 b=32 t=25 var_idx=0 tp=0.958240 y_true=4.455230 y_pred=2.830280 diff=-1.624949 abs_err=1.624949
INFO | TOP_ERR | split=test epoch=3 rank=10/10 b=32 t=23 var_idx=0 tp=0.931233 y_true=4.440966 y_pred=2.830436 diff=-1.610529 abs_err=1.610529
INFO | TOP_BEST | split=test epoch=3 rank=1/3 b=37 t=29 var_idx=4 tp=0.999000 y_true=1.531848 y_pred=1.531902 diff=0.000054 abs_err=0.000054
INFO | TOP_BEST | split=test epoch=3 rank=2/3 b=59 t=5 var_idx=2 tp=0.801450 y_true=0.234451 y_pred=0.234394 diff=-0.000057 abs_err=0.000057
INFO | TOP_BEST | split=test epoch=3 rank=3/3 b=42 t=8 var_idx=10 tp=0.823456 y_true=1.295359 y_pred=1.295279 diff=-0.000080 abs_err=0.000080
INFO | TOP_OK | split=test epoch=3 rank=1/3 b=0 t=0 var_idx=6 tp=0.750188 y_true=4.093217 y_pred=3.984648
INFO | TOP_OK | split=test epoch=3 rank=2/3 b=0 t=0 var_idx=7 tp=0.750188 y_true=1.978289 y_pred=1.975714
INFO | TOP_OK | split=test epoch=3 rank=3/3 b=0 t=1 var_idx=9 tp=0.756939 y_true=4.119646 y_pred=4.131939
INFO | TOP_ERR | split=test epoch=6 rank=1/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=1.678643 y_pred=4.817143 diff=3.138501 abs_err=3.138501
INFO | TOP_ERR | split=test epoch=6 rank=2/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=1.413674 y_pred=4.204660 diff=2.790986 abs_err=2.790986
INFO | TOP_ERR | split=test epoch=6 rank=3/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=3.767489 y_pred=1.523205 diff=-2.244285 abs_err=2.244285
INFO | TOP_ERR | split=test epoch=6 rank=4/10 b=60 t=7 var_idx=9 tp=0.808202 y_true=3.882581 y_pred=1.850953 diff=-2.031628 abs_err=2.031628
INFO | TOP_ERR | split=test epoch=6 rank=5/10 b=9 t=23 var_idx=9 tp=0.939735 y_true=4.009846 y_pred=2.035556 diff=-1.974290 abs_err=1.974290
INFO | TOP_ERR | split=test epoch=6 rank=6/10 b=9 t=19 var_idx=9 tp=0.912728 y_true=3.988104 y_pred=2.035573 diff=-1.952532 abs_err=1.952532
INFO | TOP_ERR | split=test epoch=6 rank=7/10 b=60 t=11 var_idx=9 tp=0.835209 y_true=3.731444 y_pred=1.851122 diff=-1.880323 abs_err=1.880323
INFO | TOP_ERR | split=test epoch=6 rank=8/10 b=32 t=25 var_idx=0 tp=0.958240 y_true=4.455230 y_pred=2.779516 diff=-1.675713 abs_err=1.675713
INFO | TOP_ERR | split=test epoch=6 rank=9/10 b=32 t=23 var_idx=0 tp=0.931233 y_true=4.440966 y_pred=2.779682 diff=-1.661284 abs_err=1.661284
INFO | TOP_ERR | split=test epoch=6 rank=10/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.213703 y_pred=1.832811 diff=1.619108 abs_err=1.619108
INFO | TOP_BEST | split=test epoch=6 rank=1/3 b=48 t=4 var_idx=4 tp=0.789697 y_true=1.916180 y_pred=1.916168 diff=-0.000011 abs_err=0.000011
INFO | TOP_BEST | split=test epoch=6 rank=2/3 b=21 t=18 var_idx=7 tp=0.903976 y_true=2.412515 y_pred=2.412490 diff=-0.000024 abs_err=0.000024
INFO | TOP_BEST | split=test epoch=6 rank=3/3 b=17 t=11 var_idx=9 tp=0.831708 y_true=2.739510 y_pred=2.739549 diff=0.000039 abs_err=0.000039
INFO | TOP_OK | split=test epoch=6 rank=1/3 b=0 t=0 var_idx=6 tp=0.750188 y_true=4.093217 y_pred=3.928966
INFO | TOP_OK | split=test epoch=6 rank=2/3 b=0 t=1 var_idx=9 tp=0.756939 y_true=4.119646 y_pred=4.035912
INFO | TOP_OK | split=test epoch=6 rank=3/3 b=0 t=3 var_idx=0 tp=0.770443 y_true=3.765904 y_pred=3.823700
INFO | TOP_ERR | split=test epoch=7 rank=1/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=1.678643 y_pred=4.693309 diff=3.014667 abs_err=3.014667
INFO | TOP_ERR | split=test epoch=7 rank=2/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=1.413674 y_pred=4.218351 diff=2.804678 abs_err=2.804678
INFO | TOP_ERR | split=test epoch=7 rank=3/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=3.767489 y_pred=1.470395 diff=-2.297094 abs_err=2.297094
INFO | TOP_ERR | split=test epoch=7 rank=4/10 b=60 t=7 var_idx=9 tp=0.808202 y_true=3.882581 y_pred=1.854802 diff=-2.027779 abs_err=2.027779
INFO | TOP_ERR | split=test epoch=7 rank=5/10 b=9 t=23 var_idx=9 tp=0.939735 y_true=4.009846 y_pred=2.053884 diff=-1.955963 abs_err=1.955963
INFO | TOP_ERR | split=test epoch=7 rank=6/10 b=9 t=19 var_idx=9 tp=0.912728 y_true=3.988104 y_pred=2.053900 diff=-1.934204 abs_err=1.934204
INFO | TOP_ERR | split=test epoch=7 rank=7/10 b=60 t=11 var_idx=9 tp=0.835209 y_true=3.731444 y_pred=1.854972 diff=-1.876472 abs_err=1.876472
INFO | TOP_ERR | split=test epoch=7 rank=8/10 b=32 t=25 var_idx=0 tp=0.958240 y_true=4.455230 y_pred=2.795880 diff=-1.659349 abs_err=1.659349
INFO | TOP_ERR | split=test epoch=7 rank=9/10 b=32 t=23 var_idx=0 tp=0.931233 y_true=4.440966 y_pred=2.796047 diff=-1.644918 abs_err=1.644918
INFO | TOP_ERR | split=test epoch=7 rank=10/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.213703 y_pred=1.835313 diff=1.621610 abs_err=1.621610
INFO | TOP_BEST | split=test epoch=7 rank=1/3 b=26 t=12 var_idx=9 tp=0.849962 y_true=2.771555 y_pred=2.771524 diff=-0.000031 abs_err=0.000031
INFO | TOP_BEST | split=test epoch=7 rank=2/3 b=21 t=11 var_idx=1 tp=0.843211 y_true=1.312682 y_pred=1.312723 diff=0.000041 abs_err=0.000041
INFO | TOP_BEST | split=test epoch=7 rank=3/3 b=24 t=10 var_idx=9 tp=0.836459 y_true=2.748559 y_pred=2.748630 diff=0.000071 abs_err=0.000071
INFO | TOP_OK | split=test epoch=7 rank=1/3 b=0 t=1 var_idx=9 tp=0.756939 y_true=4.119646 y_pred=4.030932
INFO | TOP_OK | split=test epoch=7 rank=2/3 b=0 t=2 var_idx=3 tp=0.763691 y_true=4.038878 y_pred=4.227688
INFO | TOP_OK | split=test epoch=7 rank=3/3 b=0 t=3 var_idx=0 tp=0.770443 y_true=3.765904 y_pred=3.815115
INFO | TOP_ERR | split=test epoch=9 rank=1/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=1.678643 y_pred=4.730529 diff=3.051887 abs_err=3.051887
INFO | TOP_ERR | split=test epoch=9 rank=2/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=1.413674 y_pred=4.245252 diff=2.831578 abs_err=2.831578
INFO | TOP_ERR | split=test epoch=9 rank=3/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=3.767489 y_pred=1.528871 diff=-2.238618 abs_err=2.238618
