INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=28 t=17 var_idx=10 tp=0.917729 y_true=0.736561 y_pred=0.444303 diff=-0.292258 abs_err=0.292258
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=0 t=7 var_idx=6 tp=0.804201 y_true=0.801286 y_pred=0.516784 diff=-0.284501 abs_err=0.284501
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=0 t=0 var_idx=6 tp=0.750188 y_true=0.799446 y_pred=0.516731 diff=-0.282715 abs_err=0.282715
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=0.476679 y_pred=0.756632 diff=0.279953 abs_err=0.279953
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=0 t=13 var_idx=6 tp=0.858465 y_true=0.791325 y_pred=0.516807 diff=-0.274518 abs_err=0.274518
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.332135 y_pred=0.605032 diff=0.272897 abs_err=0.272897
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=60 t=18 var_idx=9 tp=0.889222 y_true=0.354205 y_pred=0.618729 diff=0.264524 abs_err=0.264524
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=60 t=21 var_idx=9 tp=0.916229 y_true=0.356358 y_pred=0.618716 diff=0.262358 abs_err=0.262358
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=0.508596 y_pred=0.769006 diff=0.260410 abs_err=0.260410
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=4 t=15 var_idx=9 tp=0.892223 y_true=0.331422 y_pred=0.586337 diff=0.254914 abs_err=0.254914
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=30 t=29 var_idx=4 tp=0.991998 y_true=0.438188 y_pred=0.438064 diff=-0.000123 abs_err=0.000123
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=15 t=31 var_idx=1 tp=0.993999 y_true=0.432246 y_pred=0.432074 diff=-0.000171 abs_err=0.000171
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=10 t=19 var_idx=11 tp=0.905976 y_true=0.411122 y_pred=0.410902 diff=-0.000220 abs_err=0.000220
INFO | TOP_OK | split=test epoch=0 rank=1/3 b=0 t=1 var_idx=9 tp=0.756939 y_true=0.802629 y_pred=0.771076
INFO | TOP_OK | split=test epoch=0 rank=2/3 b=0 t=1 var_idx=11 tp=0.756939 y_true=0.434329 y_pred=0.413627
INFO | TOP_OK | split=test epoch=0 rank=3/3 b=0 t=3 var_idx=0 tp=0.770443 y_true=0.760019 y_pred=0.766046
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=47 t=28 var_idx=9 tp=0.978995 y_true=0.476679 y_pred=0.836880 diff=0.360202 abs_err=0.360202
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=47 t=24 var_idx=6 tp=0.945236 y_true=0.508596 y_pred=0.843203 diff=0.334607 abs_err=0.334607
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=7 t=7 var_idx=0 tp=0.804451 y_true=0.760210 y_pred=0.447540 diff=-0.312670 abs_err=0.312670
INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=3 t=23 var_idx=9 tp=0.925982 y_true=0.332135 y_pred=0.582625 diff=0.250490 abs_err=0.250490
