INFO | SYSTEM | epoch=0 time=8.53s lr=0.001 grad_norm=0.054687 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1644.00 cuda_mem_max_alloc_mb=525.03
INFO | SYSTEM | epoch=1 time=3.35s lr=0.001 grad_norm=0.067141 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1644.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=2 time=3.36s lr=0.001 grad_norm=0.138430 mask_ratio_lastbatch=0.229877 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=3 time=3.33s lr=0.001 grad_norm=0.102790 mask_ratio_lastbatch=0.227154 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=4 time=3.36s lr=0.001 grad_norm=0.051555 mask_ratio_lastbatch=0.231889 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=5 time=3.33s lr=0.001 grad_norm=0.112537 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=6 time=2.88s lr=0.001 grad_norm=0.058582 mask_ratio_lastbatch=0.225852 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=7 time=2.87s lr=0.001 grad_norm=0.006352 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=8 time=3.30s lr=0.001 grad_norm=0.099535 mask_ratio_lastbatch=0.229522 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=9 time=2.91s lr=0.001 grad_norm=0.016684 mask_ratio_lastbatch=0.231416 cuda_mem_alloc_mb=88.83 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=10 time=2.92s lr=0.001 grad_norm=0.046171 mask_ratio_lastbatch=0.231771 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.49
INFO | SYSTEM | epoch=11 time=2.91s lr=0.001 grad_norm=0.038411 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=12 time=2.90s lr=0.001 grad_norm=0.027190 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=13 time=2.91s lr=0.001 grad_norm=0.031368 mask_ratio_lastbatch=0.227746 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=14 time=2.93s lr=0.001 grad_norm=0.180980 mask_ratio_lastbatch=0.225024 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=15 time=2.91s lr=0.001 grad_norm=0.067146 mask_ratio_lastbatch=0.225616 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=16 time=2.93s lr=0.001 grad_norm=0.117887 mask_ratio_lastbatch=0.230824 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=17 time=2.97s lr=0.001 grad_norm=0.018759 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=18 time=2.94s lr=0.001 grad_norm=0.125865 mask_ratio_lastbatch=0.227983 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=19 time=2.91s lr=0.001 grad_norm=0.044532 mask_ratio_lastbatch=0.220244 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=20 time=3.31s lr=0.001 grad_norm=0.089492 mask_ratio_lastbatch=0.231889 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=21 time=2.89s lr=0.001 grad_norm=0.047187 mask_ratio_lastbatch=0.227983 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=22 time=2.89s lr=0.001 grad_norm=0.071500 mask_ratio_lastbatch=0.230942 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=23 time=2.89s lr=0.001 grad_norm=0.087976 mask_ratio_lastbatch=0.226681 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=24 time=2.88s lr=0.001 grad_norm=0.085093 mask_ratio_lastbatch=0.230469 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=25 time=3.31s lr=0.001 grad_norm=0.068495 mask_ratio_lastbatch=0.227865 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=26 time=2.90s lr=0.001 grad_norm=0.056668 mask_ratio_lastbatch=0.226207 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=27 time=2.90s lr=0.001 grad_norm=0.027160 mask_ratio_lastbatch=0.229167 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=28 time=2.89s lr=0.001 grad_norm=0.020728 mask_ratio_lastbatch=0.229167 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=29 time=3.31s lr=0.001 grad_norm=0.135192 mask_ratio_lastbatch=0.229877 cuda_mem_alloc_mb=88.75 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=30 time=2.88s lr=0.001 grad_norm=0.048249 mask_ratio_lastbatch=0.224669 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=31 time=2.87s lr=0.001 grad_norm=0.014176 mask_ratio_lastbatch=0.232599 cuda_mem_alloc_mb=88.74 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
INFO | SYSTEM | epoch=32 time=3.32s lr=0.001 grad_norm=0.124448 mask_ratio_lastbatch=0.222541 cuda_mem_alloc_mb=88.76 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.72
