INFO | SYSTEM | epoch=0 time=8.83s lr=0.001 grad_norm=0.021632 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1644.00 cuda_mem_max_alloc_mb=525.03
INFO | SYSTEM | epoch=1 time=3.69s lr=0.001 grad_norm=0.134459 mask_ratio_lastbatch=0.228812 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1644.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=2 time=3.69s lr=0.001 grad_norm=0.054163 mask_ratio_lastbatch=0.232599 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1644.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=3 time=3.69s lr=0.001 grad_norm=0.113602 mask_ratio_lastbatch=0.231416 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=4 time=2.87s lr=0.001 grad_norm=0.106551 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=5 time=3.68s lr=0.001 grad_norm=0.031690 mask_ratio_lastbatch=0.232599 cuda_mem_alloc_mb=88.62 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=6 time=2.87s lr=0.001 grad_norm=0.037003 mask_ratio_lastbatch=0.226918 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=7 time=3.68s lr=0.001 grad_norm=0.028822 mask_ratio_lastbatch=0.228220 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=8 time=3.67s lr=0.001 grad_norm=0.055808 mask_ratio_lastbatch=0.230232 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=9 time=2.86s lr=0.001 grad_norm=0.062579 mask_ratio_lastbatch=0.226089 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=10 time=2.90s lr=0.001 grad_norm=0.143794 mask_ratio_lastbatch=0.227273 cuda_mem_alloc_mb=88.62 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=534.27
INFO | SYSTEM | epoch=11 time=3.70s lr=0.001 grad_norm=0.044953 mask_ratio_lastbatch=0.228220 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=12 time=2.89s lr=0.001 grad_norm=0.109800 mask_ratio_lastbatch=0.225616 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=13 time=3.70s lr=0.001 grad_norm=0.030419 mask_ratio_lastbatch=0.230824 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=14 time=2.91s lr=0.001 grad_norm=0.185083 mask_ratio_lastbatch=0.232599 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=15 time=2.91s lr=0.001 grad_norm=0.004918 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=16 time=2.92s lr=0.001 grad_norm=0.059128 mask_ratio_lastbatch=0.229522 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=17 time=2.90s lr=0.001 grad_norm=0.038552 mask_ratio_lastbatch=0.232955 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=18 time=3.70s lr=0.001 grad_norm=0.014454 mask_ratio_lastbatch=0.230469 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=19 time=2.90s lr=0.001 grad_norm=0.015848 mask_ratio_lastbatch=0.226681 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=20 time=2.88s lr=0.001 grad_norm=0.133249 mask_ratio_lastbatch=0.230469 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=21 time=2.87s lr=0.001 grad_norm=0.014594 mask_ratio_lastbatch=0.227865 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=22 time=2.86s lr=0.001 grad_norm=0.071380 mask_ratio_lastbatch=0.227509 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=23 time=2.87s lr=0.001 grad_norm=0.061584 mask_ratio_lastbatch=0.230587 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=24 time=2.87s lr=0.001 grad_norm=0.084695 mask_ratio_lastbatch=0.228575 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=25 time=2.88s lr=0.001 grad_norm=0.006178 mask_ratio_lastbatch=0.231889 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.49
INFO | SYSTEM | epoch=26 time=2.87s lr=0.001 grad_norm=0.063071 mask_ratio_lastbatch=0.225497 cuda_mem_alloc_mb=88.53 cuda_mem_reserved_mb=1646.00 cuda_mem_max_alloc_mb=535.54
