INFO | SYSTEM | epoch=0 time=10.27s lr=0.001 grad_norm=0.019786 mask_ratio_lastbatch=0.224432 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=682.00 cuda_mem_max_alloc_mb=251.91
INFO | SYSTEM | epoch=1 time=4.36s lr=0.001 grad_norm=0.005470 mask_ratio_lastbatch=0.233643 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=2 time=4.32s lr=0.001 grad_norm=0.003836 mask_ratio_lastbatch=0.224035 cuda_mem_alloc_mb=84.49 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=3 time=4.23s lr=0.001 grad_norm=0.151945 mask_ratio_lastbatch=0.225852 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=4 time=3.74s lr=0.001 grad_norm=0.172198 mask_ratio_lastbatch=0.222064 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=5 time=3.75s lr=0.001 grad_norm=0.009934 mask_ratio_lastbatch=0.226799 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=6 time=3.73s lr=0.001 grad_norm=0.027636 mask_ratio_lastbatch=0.231297 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=7 time=3.94s lr=0.001 grad_norm=0.103505 mask_ratio_lastbatch=0.226326 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=8 time=4.13s lr=0.001 grad_norm=0.009411 mask_ratio_lastbatch=0.226562 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=9 time=4.64s lr=0.001 grad_norm=0.077775 mask_ratio_lastbatch=0.228456 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=10 time=3.76s lr=0.001 grad_norm=0.049305 mask_ratio_lastbatch=0.229736 cuda_mem_alloc_mb=84.47 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=11 time=4.45s lr=0.001 grad_norm=0.047297 mask_ratio_lastbatch=0.229403 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=12 time=4.31s lr=0.001 grad_norm=0.025494 mask_ratio_lastbatch=0.231297 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=13 time=3.82s lr=0.001 grad_norm=0.030869 mask_ratio_lastbatch=0.232718 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=258.88
INFO | SYSTEM | epoch=14 time=3.72s lr=0.001 grad_norm=0.127936 mask_ratio_lastbatch=0.235840 cuda_mem_alloc_mb=84.47 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.89
INFO | SYSTEM | epoch=15 time=3.64s lr=0.001 grad_norm=0.101373 mask_ratio_lastbatch=0.234375 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.89
INFO | SYSTEM | epoch=16 time=3.58s lr=0.001 grad_norm=0.080663 mask_ratio_lastbatch=0.229980 cuda_mem_alloc_mb=84.47 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.89
INFO | SYSTEM | epoch=17 time=4.23s lr=0.001 grad_norm=0.097623 mask_ratio_lastbatch=0.232008 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.89
INFO | SYSTEM | epoch=18 time=3.73s lr=0.001 grad_norm=0.034160 mask_ratio_lastbatch=0.236816 cuda_mem_alloc_mb=84.47 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.89
INFO | SYSTEM | epoch=19 time=3.80s lr=0.001 grad_norm=0.029654 mask_ratio_lastbatch=0.233398 cuda_mem_alloc_mb=84.47 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.93
INFO | SYSTEM | epoch=20 time=3.74s lr=0.001 grad_norm=0.048786 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.93
INFO | SYSTEM | epoch=21 time=3.72s lr=0.001 grad_norm=0.093248 mask_ratio_lastbatch=0.230587 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.93
INFO | SYSTEM | epoch=22 time=4.31s lr=0.001 grad_norm=0.091066 mask_ratio_lastbatch=0.230114 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.93
INFO | SYSTEM | epoch=23 time=3.73s lr=0.001 grad_norm=0.093591 mask_ratio_lastbatch=0.227746 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.93
INFO | SYSTEM | epoch=24 time=3.81s lr=0.001 grad_norm=0.020583 mask_ratio_lastbatch=0.228930 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=684.00 cuda_mem_max_alloc_mb=259.93
INFO | SYSTEM | epoch=25 time=3.76s lr=0.001 grad_norm=0.065667 mask_ratio_lastbatch=0.229403 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=854.00 cuda_mem_max_alloc_mb=260.90
INFO | SYSTEM | epoch=26 time=3.56s lr=0.001 grad_norm=0.035120 mask_ratio_lastbatch=0.223722 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=854.00 cuda_mem_max_alloc_mb=260.90
INFO | SYSTEM | epoch=27 time=4.26s lr=0.001 grad_norm=0.159935 mask_ratio_lastbatch=0.230587 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=854.00 cuda_mem_max_alloc_mb=260.90
INFO | SYSTEM | epoch=28 time=3.71s lr=0.001 grad_norm=0.012710 mask_ratio_lastbatch=0.231297 cuda_mem_alloc_mb=84.48 cuda_mem_reserved_mb=854.00 cuda_mem_max_alloc_mb=260.90
INFO | SYSTEM | epoch=29 time=3.73s lr=0.001 grad_norm=0.115772 mask_ratio_lastbatch=0.235352 cuda_mem_alloc_mb=84.47 cuda_mem_reserved_mb=854.00 cuda_mem_max_alloc_mb=260.90
