INFO | TOP_ERR | split=test epoch=0 rank=1/10 b=171 t=4 var_idx=1 tp=0.568000 y_true=8.633243 y_pred=0.077127 diff=-8.556115 abs_err=8.556115
INFO | TOP_ERR | split=test epoch=0 rank=2/10 b=198 t=2 var_idx=0 tp=0.632000 y_true=6.679994 y_pred=0.011066 diff=-6.668928 abs_err=6.668928
INFO | TOP_ERR | split=test epoch=0 rank=3/10 b=116 t=2 var_idx=0 tp=0.926000 y_true=6.106289 y_pred=-0.137276 diff=-6.243565 abs_err=6.243565
INFO | TOP_ERR | split=test epoch=0 rank=4/10 b=61 t=2 var_idx=1 tp=0.784000 y_true=5.128757 y_pred=0.187869 diff=-4.940888 abs_err=4.940888
INFO | TOP_ERR | split=test epoch=0 rank=5/10 b=183 t=3 var_idx=1 tp=0.825000 y_true=5.128757 y_pred=0.235954 diff=-4.892803 abs_err=4.892803
INFO | TOP_ERR | split=test epoch=0 rank=6/10 b=133 t=0 var_idx=1 tp=0.771000 y_true=4.778309 y_pred=0.037192 diff=-4.741117 abs_err=4.741117
INFO | TOP_ERR | split=test epoch=0 rank=7/10 b=176 t=0 var_idx=0 tp=0.667000 y_true=4.283935 y_pred=-0.130405 diff=-4.414339 abs_err=4.414339
INFO | TOP_ERR | split=test epoch=0 rank=8/10 b=152 t=3 var_idx=0 tp=0.677000 y_true=4.385177 y_pred=0.099596 diff=-4.285581 abs_err=4.285581
INFO | TOP_ERR | split=test epoch=0 rank=9/10 b=156 t=5 var_idx=0 tp=0.757000 y_true=3.912714 y_pred=-0.048976 diff=-3.961690 abs_err=3.961690
INFO | TOP_ERR | split=test epoch=0 rank=10/10 b=2 t=4 var_idx=2 tp=0.558500 y_true=3.178822 y_pred=-0.054930 diff=-3.233751 abs_err=3.233752
INFO | TOP_BEST | split=test epoch=0 rank=1/3 b=204 t=0 var_idx=3 tp=0.757000 y_true=-1.017743 y_pred=-1.017681 diff=0.000063 abs_err=0.000063
INFO | TOP_BEST | split=test epoch=0 rank=2/3 b=126 t=2 var_idx=3 tp=0.638500 y_true=0.700883 y_pred=0.701084 diff=0.000201 abs_err=0.000201
INFO | TOP_BEST | split=test epoch=0 rank=3/3 b=90 t=5 var_idx=1 tp=0.893500 y_true=-0.127970 y_pred=-0.128241 diff=-0.000271 abs_err=0.000271
INFO | TOP_OK | split=test epoch=0 rank=1/3 b=2 t=3 var_idx=4 tp=0.553000 y_true=-0.585323 y_pred=-0.572542
INFO | TOP_OK | split=test epoch=0 rank=2/3 b=5 t=3 var_idx=4 tp=0.616000 y_true=1.345147 y_pred=1.330207
INFO | TOP_OK | split=test epoch=0 rank=3/3 b=7 t=9 var_idx=2 tp=0.658000 y_true=-0.173762 y_pred=-0.181881
INFO | TOP_ERR | split=test epoch=1 rank=1/10 b=171 t=4 var_idx=1 tp=0.568000 y_true=8.633243 y_pred=0.155924 diff=-8.477318 abs_err=8.477319
INFO | TOP_ERR | split=test epoch=1 rank=2/10 b=198 t=2 var_idx=0 tp=0.632000 y_true=6.679994 y_pred=-0.076163 diff=-6.756157 abs_err=6.756157
INFO | TOP_ERR | split=test epoch=1 rank=3/10 b=116 t=2 var_idx=0 tp=0.926000 y_true=6.106289 y_pred=-0.232357 diff=-6.338647 abs_err=6.338647
INFO | TOP_ERR | split=test epoch=1 rank=4/10 b=183 t=3 var_idx=1 tp=0.825000 y_true=5.128757 y_pred=0.133088 diff=-4.995669 abs_err=4.995669
INFO | TOP_ERR | split=test epoch=1 rank=5/10 b=61 t=2 var_idx=1 tp=0.784000 y_true=5.128757 y_pred=0.216872 diff=-4.911886 abs_err=4.911886
INFO | TOP_ERR | split=test epoch=1 rank=6/10 b=133 t=0 var_idx=1 tp=0.771000 y_true=4.778309 y_pred=0.045764 diff=-4.732545 abs_err=4.732545
INFO | TOP_ERR | split=test epoch=1 rank=7/10 b=176 t=0 var_idx=0 tp=0.667000 y_true=4.283935 y_pred=-0.216129 diff=-4.500063 abs_err=4.500063
INFO | TOP_ERR | split=test epoch=1 rank=8/10 b=152 t=3 var_idx=0 tp=0.677000 y_true=4.385177 y_pred=-0.007172 diff=-4.392348 abs_err=4.392348
INFO | TOP_ERR | split=test epoch=1 rank=9/10 b=156 t=5 var_idx=0 tp=0.757000 y_true=3.912714 y_pred=-0.091910 diff=-4.004624 abs_err=4.004624
INFO | TOP_ERR | split=test epoch=1 rank=10/10 b=168 t=0 var_idx=2 tp=0.502000 y_true=0.342020 y_pred=3.812687 diff=3.470667 abs_err=3.470667
INFO | TOP_BEST | split=test epoch=1 rank=1/3 b=248 t=3 var_idx=1 tp=0.672500 y_true=-0.127970 y_pred=-0.128005 diff=-0.000035 abs_err=0.000035
INFO | TOP_BEST | split=test epoch=1 rank=2/3 b=206 t=0 var_idx=2 tp=0.792000 y_true=-0.173762 y_pred=-0.173723 diff=0.000040 abs_err=0.000040
INFO | TOP_BEST | split=test epoch=1 rank=3/3 b=56 t=2 var_idx=1 tp=0.672500 y_true=-0.127970 y_pred=-0.127877 diff=0.000093 abs_err=0.000093
INFO | TOP_OK | split=test epoch=1 rank=1/3 b=7 t=1 var_idx=4 tp=0.647000 y_true=1.710372 y_pred=1.670894
INFO | TOP_OK | split=test epoch=1 rank=2/3 b=18 t=3 var_idx=3 tp=0.880500 y_true=1.512457 y_pred=1.471297
INFO | TOP_OK | split=test epoch=1 rank=3/3 b=19 t=1 var_idx=2 tp=0.901500 y_true=-0.173762 y_pred=-0.169755
INFO | TOP_ERR | split=test epoch=2 rank=1/10 b=171 t=4 var_idx=1 tp=0.568000 y_true=8.633243 y_pred=0.107718 diff=-8.525524 abs_err=8.525524
INFO | TOP_ERR | split=test epoch=2 rank=2/10 b=198 t=2 var_idx=0 tp=0.632000 y_true=6.679994 y_pred=-0.073209 diff=-6.753203 abs_err=6.753202
INFO | TOP_ERR | split=test epoch=2 rank=3/10 b=116 t=2 var_idx=0 tp=0.926000 y_true=6.106289 y_pred=-0.235961 diff=-6.342250 abs_err=6.342250
INFO | TOP_ERR | split=test epoch=2 rank=4/10 b=168 t=0 var_idx=2 tp=0.502000 y_true=0.342020 y_pred=5.529760 diff=5.187740 abs_err=5.187740
INFO | TOP_ERR | split=test epoch=2 rank=5/10 b=183 t=3 var_idx=1 tp=0.825000 y_true=5.128757 y_pred=0.081504 diff=-5.047254 abs_err=5.047254
INFO | TOP_ERR | split=test epoch=2 rank=6/10 b=61 t=2 var_idx=1 tp=0.784000 y_true=5.128757 y_pred=0.158085 diff=-4.970672 abs_err=4.970672
