INFO | SYSTEM | epoch=0 time=23.25s lr=0.001 grad_norm=2.545867 mask_ratio_lastbatch=0.114503 cuda_mem_alloc_mb=280.72 cuda_mem_reserved_mb=5808.00 cuda_mem_max_alloc_mb=4829.68
INFO | SYSTEM | epoch=1 time=20.02s lr=0.001 grad_norm=0.875643 mask_ratio_lastbatch=0.108482 cuda_mem_alloc_mb=280.66 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4829.68
INFO | SYSTEM | epoch=2 time=22.87s lr=0.001 grad_norm=0.882023 mask_ratio_lastbatch=0.094931 cuda_mem_alloc_mb=280.71 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4830.72
INFO | SYSTEM | epoch=3 time=20.24s lr=0.001 grad_norm=0.360615 mask_ratio_lastbatch=0.113368 cuda_mem_alloc_mb=280.56 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4830.72
INFO | SYSTEM | epoch=4 time=23.17s lr=0.001 grad_norm=0.586806 mask_ratio_lastbatch=0.115064 cuda_mem_alloc_mb=280.74 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4830.72
INFO | SYSTEM | epoch=5 time=20.31s lr=0.001 grad_norm=0.816388 mask_ratio_lastbatch=0.114503 cuda_mem_alloc_mb=280.52 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4830.72
INFO | SYSTEM | epoch=6 time=20.30s lr=0.001 grad_norm=1.083378 mask_ratio_lastbatch=0.098403 cuda_mem_alloc_mb=280.72 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4830.72
INFO | SYSTEM | epoch=7 time=23.16s lr=0.001 grad_norm=0.297836 mask_ratio_lastbatch=0.116346 cuda_mem_alloc_mb=280.61 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4893.54
INFO | SYSTEM | epoch=8 time=23.12s lr=0.001 grad_norm=0.323901 mask_ratio_lastbatch=0.121788 cuda_mem_alloc_mb=280.80 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4893.54
INFO | SYSTEM | epoch=9 time=20.33s lr=0.001 grad_norm=0.712366 mask_ratio_lastbatch=0.102009 cuda_mem_alloc_mb=280.71 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4893.54
INFO | SYSTEM | epoch=10 time=20.31s lr=0.001 grad_norm=1.089817 mask_ratio_lastbatch=0.095573 cuda_mem_alloc_mb=280.66 cuda_mem_reserved_mb=5812.00 cuda_mem_max_alloc_mb=4893.54
INFO | SYSTEM | epoch=11 time=20.33s lr=0.001 grad_norm=0.557488 mask_ratio_lastbatch=0.111939 cuda_mem_alloc_mb=280.59 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=12 time=20.28s lr=0.001 grad_norm=0.405512 mask_ratio_lastbatch=0.115865 cuda_mem_alloc_mb=280.61 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=13 time=23.11s lr=0.001 grad_norm=0.563167 mask_ratio_lastbatch=0.112821 cuda_mem_alloc_mb=280.72 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=14 time=23.16s lr=0.001 grad_norm=0.568577 mask_ratio_lastbatch=0.104464 cuda_mem_alloc_mb=280.59 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=15 time=20.35s lr=0.001 grad_norm=0.274844 mask_ratio_lastbatch=0.113462 cuda_mem_alloc_mb=280.57 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=16 time=23.13s lr=0.001 grad_norm=0.536678 mask_ratio_lastbatch=0.090365 cuda_mem_alloc_mb=280.68 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=17 time=20.32s lr=0.001 grad_norm=0.558971 mask_ratio_lastbatch=0.103795 cuda_mem_alloc_mb=280.55 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=18 time=20.30s lr=0.001 grad_norm=0.837920 mask_ratio_lastbatch=0.096944 cuda_mem_alloc_mb=280.67 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=19 time=23.18s lr=0.001 grad_norm=0.394933 mask_ratio_lastbatch=0.116753 cuda_mem_alloc_mb=280.93 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=20 time=20.33s lr=0.001 grad_norm=0.384402 mask_ratio_lastbatch=0.104968 cuda_mem_alloc_mb=280.52 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=21 time=20.36s lr=0.001 grad_norm=0.233946 mask_ratio_lastbatch=0.110737 cuda_mem_alloc_mb=280.59 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=22 time=20.29s lr=0.001 grad_norm=0.523845 mask_ratio_lastbatch=0.102976 cuda_mem_alloc_mb=280.64 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=23 time=20.30s lr=0.001 grad_norm=0.634696 mask_ratio_lastbatch=0.109135 cuda_mem_alloc_mb=280.61 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=24 time=20.27s lr=0.001 grad_norm=0.479688 mask_ratio_lastbatch=0.114824 cuda_mem_alloc_mb=280.70 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=25 time=20.32s lr=0.001 grad_norm=0.537930 mask_ratio_lastbatch=0.111138 cuda_mem_alloc_mb=280.59 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=26 time=20.36s lr=0.001 grad_norm=0.483367 mask_ratio_lastbatch=0.114263 cuda_mem_alloc_mb=280.72 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=27 time=20.29s lr=0.001 grad_norm=0.463666 mask_ratio_lastbatch=0.108814 cuda_mem_alloc_mb=280.63 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=28 time=20.36s lr=0.0005 grad_norm=0.488443 mask_ratio_lastbatch=0.118663 cuda_mem_alloc_mb=280.53 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=29 time=20.38s lr=0.0005 grad_norm=0.285056 mask_ratio_lastbatch=0.116827 cuda_mem_alloc_mb=280.63 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=30 time=20.32s lr=0.0005 grad_norm=0.712728 mask_ratio_lastbatch=0.097842 cuda_mem_alloc_mb=280.62 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=31 time=20.30s lr=0.0005 grad_norm=0.645488 mask_ratio_lastbatch=0.095417 cuda_mem_alloc_mb=280.65 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=32 time=20.31s lr=0.0005 grad_norm=0.358868 mask_ratio_lastbatch=0.119792 cuda_mem_alloc_mb=280.60 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=33 time=20.38s lr=0.0005 grad_norm=0.413402 mask_ratio_lastbatch=0.099444 cuda_mem_alloc_mb=280.69 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=34 time=20.32s lr=0.0005 grad_norm=1.177832 mask_ratio_lastbatch=0.099167 cuda_mem_alloc_mb=280.50 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=35 time=20.39s lr=0.0005 grad_norm=0.548524 mask_ratio_lastbatch=0.097024 cuda_mem_alloc_mb=280.64 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=36 time=20.30s lr=0.0005 grad_norm=0.323115 mask_ratio_lastbatch=0.124045 cuda_mem_alloc_mb=280.75 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
INFO | SYSTEM | epoch=37 time=20.33s lr=0.0005 grad_norm=0.610470 mask_ratio_lastbatch=0.112740 cuda_mem_alloc_mb=280.61 cuda_mem_reserved_mb=6392.00 cuda_mem_max_alloc_mb=5081.99
