INFO | SYSTEM | epoch=0 time=20.59s lr=0.001mask_ratio_lastbatch=0.113041
INFO | SYSTEM | epoch=1 time=20.36s lr=0.001mask_ratio_lastbatch=0.102846
INFO | SYSTEM | epoch=2 time=20.17s lr=0.001mask_ratio_lastbatch=0.101562
INFO | SYSTEM | epoch=3 time=17.56s lr=0.001mask_ratio_lastbatch=0.114062
INFO | SYSTEM | epoch=4 time=17.49s lr=0.001mask_ratio_lastbatch=0.110577
INFO | SYSTEM | epoch=5 time=20.20s lr=0.001mask_ratio_lastbatch=0.105915
INFO | SYSTEM | epoch=6 time=20.20s lr=0.001mask_ratio_lastbatch=0.102232
INFO | SYSTEM | epoch=7 time=20.25s lr=0.001mask_ratio_lastbatch=0.109096
INFO | SYSTEM | epoch=8 time=17.52s lr=0.001mask_ratio_lastbatch=0.105859
INFO | SYSTEM | epoch=9 time=17.53s lr=0.001mask_ratio_lastbatch=0.101730
INFO | SYSTEM | epoch=10 time=17.51s lr=0.001mask_ratio_lastbatch=0.097812
INFO | SYSTEM | epoch=11 time=17.49s lr=0.001mask_ratio_lastbatch=0.097604
INFO | SYSTEM | epoch=12 time=17.50s lr=0.001mask_ratio_lastbatch=0.100104
INFO | SYSTEM | epoch=13 time=17.50s lr=0.001mask_ratio_lastbatch=0.110697
INFO | SYSTEM | epoch=14 time=20.41s lr=0.001mask_ratio_lastbatch=0.116046
INFO | SYSTEM | epoch=15 time=17.51s lr=0.001mask_ratio_lastbatch=0.105580
INFO | SYSTEM | epoch=16 time=20.21s lr=0.001mask_ratio_lastbatch=0.102455
INFO | SYSTEM | epoch=17 time=20.28s lr=0.001mask_ratio_lastbatch=0.094583
INFO | SYSTEM | epoch=18 time=17.56s lr=0.001mask_ratio_lastbatch=0.104129
INFO | SYSTEM | epoch=19 time=17.52s lr=0.001mask_ratio_lastbatch=0.118269
INFO | SYSTEM | epoch=20 time=17.50s lr=0.001mask_ratio_lastbatch=0.102288
INFO | SYSTEM | epoch=21 time=17.51s lr=0.001mask_ratio_lastbatch=0.114663
INFO | SYSTEM | epoch=22 time=17.52s lr=0.001mask_ratio_lastbatch=0.090967
INFO | SYSTEM | epoch=23 time=17.60s lr=0.001mask_ratio_lastbatch=0.106138
INFO | SYSTEM | epoch=24 time=17.59s lr=0.001mask_ratio_lastbatch=0.110577
INFO | SYSTEM | epoch=25 time=17.59s lr=0.001mask_ratio_lastbatch=0.114123
INFO | SYSTEM | epoch=26 time=17.68s lr=0.0005mask_ratio_lastbatch=0.114363
INFO | SYSTEM | epoch=27 time=17.56s lr=0.0005mask_ratio_lastbatch=0.112260
INFO | SYSTEM | epoch=28 time=17.51s lr=0.0005mask_ratio_lastbatch=0.087362
INFO | SYSTEM | epoch=29 time=17.56s lr=0.0005mask_ratio_lastbatch=0.117122
INFO | SYSTEM | epoch=30 time=17.52s lr=0.0005mask_ratio_lastbatch=0.110937
INFO | SYSTEM | epoch=31 time=17.51s lr=0.0005mask_ratio_lastbatch=0.098281
INFO | SYSTEM | epoch=32 time=17.53s lr=0.0005mask_ratio_lastbatch=0.103850
INFO | SYSTEM | epoch=33 time=17.52s lr=0.0005mask_ratio_lastbatch=0.122266
INFO | SYSTEM | epoch=34 time=17.53s lr=0.0005mask_ratio_lastbatch=0.109675
INFO | SYSTEM | epoch=35 time=17.53s lr=0.0005mask_ratio_lastbatch=0.089697
INFO | SYSTEM | epoch=36 time=17.62s lr=0.00025mask_ratio_lastbatch=0.102065
INFO | SYSTEM | epoch=37 time=17.55s lr=0.00025mask_ratio_lastbatch=0.107533
INFO | SYSTEM | epoch=38 time=17.64s lr=0.00025mask_ratio_lastbatch=0.102958
INFO | SYSTEM | epoch=39 time=17.70s lr=0.00025mask_ratio_lastbatch=0.107087
INFO | SYSTEM | epoch=40 time=17.85s lr=0.00025mask_ratio_lastbatch=0.117708
INFO | SYSTEM | epoch=41 time=17.69s lr=0.00025mask_ratio_lastbatch=0.083961
INFO | SYSTEM | epoch=42 time=17.64s lr=0.00025mask_ratio_lastbatch=0.102288
INFO | SYSTEM | epoch=43 time=17.65s lr=0.00025mask_ratio_lastbatch=0.108954
INFO | SYSTEM | epoch=44 time=17.71s lr=0.00025mask_ratio_lastbatch=0.092969
INFO | SYSTEM | epoch=45 time=17.63s lr=0.00025mask_ratio_lastbatch=0.111719
INFO | SYSTEM | epoch=46 time=17.58s lr=0.000125mask_ratio_lastbatch=0.101897
INFO | SYSTEM | epoch=47 time=17.59s lr=0.000125mask_ratio_lastbatch=0.085662
INFO | SYSTEM | epoch=48 time=17.49s lr=0.000125mask_ratio_lastbatch=0.106027
INFO | SYSTEM | epoch=49 time=17.59s lr=0.000125mask_ratio_lastbatch=0.107422
INFO | SYSTEM | epoch=50 time=17.54s lr=0.000125mask_ratio_lastbatch=0.122135
INFO | SYSTEM | epoch=51 time=17.51s lr=0.000125mask_ratio_lastbatch=0.113161
INFO | SYSTEM | epoch=52 time=17.56s lr=0.000125mask_ratio_lastbatch=0.103125
INFO | SYSTEM | epoch=53 time=17.61s lr=0.000125mask_ratio_lastbatch=0.113281
INFO | SYSTEM | epoch=54 time=17.70s lr=0.000125mask_ratio_lastbatch=0.100469
INFO | SYSTEM | epoch=55 time=17.49s lr=0.000125mask_ratio_lastbatch=0.105692
INFO | SYSTEM | epoch=56 time=17.56s lr=6.25e-05mask_ratio_lastbatch=0.110337
INFO | SYSTEM | epoch=57 time=17.55s lr=6.25e-05mask_ratio_lastbatch=0.108714
INFO | SYSTEM | epoch=58 time=17.57s lr=6.25e-05mask_ratio_lastbatch=0.110757
INFO | SYSTEM | epoch=59 time=17.54s lr=6.25e-05mask_ratio_lastbatch=0.100260
INFO | SYSTEM | epoch=60 time=17.53s lr=6.25e-05mask_ratio_lastbatch=0.118294
INFO | SYSTEM | epoch=61 time=17.57s lr=6.25e-05mask_ratio_lastbatch=0.109315
INFO | SYSTEM | epoch=62 time=17.59s lr=6.25e-05mask_ratio_lastbatch=0.095937
