INFO | SYSTEM | epoch=0 time=22.53s lr=0.001mask_ratio_lastbatch=0.114503
INFO | SYSTEM | epoch=1 time=22.42s lr=0.001mask_ratio_lastbatch=0.108482
INFO | SYSTEM | epoch=2 time=22.23s lr=0.001mask_ratio_lastbatch=0.113061
INFO | SYSTEM | epoch=3 time=19.57s lr=0.001mask_ratio_lastbatch=0.098056
INFO | SYSTEM | epoch=4 time=19.45s lr=0.001mask_ratio_lastbatch=0.098472
INFO | SYSTEM | epoch=5 time=22.36s lr=0.001mask_ratio_lastbatch=0.114503
INFO | SYSTEM | epoch=6 time=19.50s lr=0.001mask_ratio_lastbatch=0.103795
INFO | SYSTEM | epoch=7 time=19.29s lr=0.001mask_ratio_lastbatch=0.097222
INFO | SYSTEM | epoch=8 time=19.60s lr=0.001mask_ratio_lastbatch=0.121788
INFO | SYSTEM | epoch=9 time=19.35s lr=0.001mask_ratio_lastbatch=0.099792
INFO | SYSTEM | epoch=10 time=22.24s lr=0.001mask_ratio_lastbatch=0.117795
INFO | SYSTEM | epoch=11 time=22.18s lr=0.001mask_ratio_lastbatch=0.111939
INFO | SYSTEM | epoch=12 time=19.26s lr=0.001mask_ratio_lastbatch=0.099306
INFO | SYSTEM | epoch=13 time=22.17s lr=0.001mask_ratio_lastbatch=0.114744
INFO | SYSTEM | epoch=14 time=19.37s lr=0.001mask_ratio_lastbatch=0.110817
INFO | SYSTEM | epoch=15 time=19.32s lr=0.001mask_ratio_lastbatch=0.113462
INFO | SYSTEM | epoch=16 time=19.30s lr=0.001mask_ratio_lastbatch=0.090365
INFO | SYSTEM | epoch=17 time=19.38s lr=0.001mask_ratio_lastbatch=0.135133
INFO | SYSTEM | epoch=18 time=19.58s lr=0.001mask_ratio_lastbatch=0.111058
INFO | SYSTEM | epoch=19 time=19.48s lr=0.001mask_ratio_lastbatch=0.112260
INFO | SYSTEM | epoch=20 time=19.31s lr=0.001mask_ratio_lastbatch=0.105804
INFO | SYSTEM | epoch=21 time=19.37s lr=0.001mask_ratio_lastbatch=0.108173
INFO | SYSTEM | epoch=22 time=19.63s lr=0.0005mask_ratio_lastbatch=0.100595
INFO | SYSTEM | epoch=23 time=19.27s lr=0.0005mask_ratio_lastbatch=0.099583
INFO | SYSTEM | epoch=24 time=19.31s lr=0.0005mask_ratio_lastbatch=0.096875
INFO | SYSTEM | epoch=25 time=19.19s lr=0.0005mask_ratio_lastbatch=0.111939
INFO | SYSTEM | epoch=26 time=19.29s lr=0.0005mask_ratio_lastbatch=0.091406
INFO | SYSTEM | epoch=27 time=19.28s lr=0.0005mask_ratio_lastbatch=0.115799
INFO | SYSTEM | epoch=28 time=19.35s lr=0.0005mask_ratio_lastbatch=0.093819
INFO | SYSTEM | epoch=29 time=19.28s lr=0.0005mask_ratio_lastbatch=0.115946
INFO | SYSTEM | epoch=30 time=19.29s lr=0.0005mask_ratio_lastbatch=0.105655
INFO | SYSTEM | epoch=31 time=19.29s lr=0.0005mask_ratio_lastbatch=0.097708
INFO | SYSTEM | epoch=32 time=19.28s lr=0.00025mask_ratio_lastbatch=0.106845
INFO | SYSTEM | epoch=33 time=19.18s lr=0.00025mask_ratio_lastbatch=0.097768
INFO | SYSTEM | epoch=34 time=19.21s lr=0.00025mask_ratio_lastbatch=0.114410
INFO | SYSTEM | epoch=35 time=19.22s lr=0.00025mask_ratio_lastbatch=0.121354
INFO | SYSTEM | epoch=36 time=19.27s lr=0.00025mask_ratio_lastbatch=0.106771
INFO | SYSTEM | epoch=37 time=19.32s lr=0.00025mask_ratio_lastbatch=0.109295
INFO | SYSTEM | epoch=38 time=19.21s lr=0.00025mask_ratio_lastbatch=0.107692
INFO | SYSTEM | epoch=39 time=19.32s lr=0.00025mask_ratio_lastbatch=0.110737
INFO | SYSTEM | epoch=40 time=19.26s lr=0.00025mask_ratio_lastbatch=0.093819
INFO | SYSTEM | epoch=41 time=19.18s lr=0.00025mask_ratio_lastbatch=0.112099
INFO | SYSTEM | epoch=42 time=19.29s lr=0.000125mask_ratio_lastbatch=0.106731
INFO | SYSTEM | epoch=43 time=19.16s lr=0.000125mask_ratio_lastbatch=0.115946
INFO | SYSTEM | epoch=44 time=19.29s lr=0.000125mask_ratio_lastbatch=0.098194
INFO | SYSTEM | epoch=45 time=19.41s lr=0.000125mask_ratio_lastbatch=0.100446
INFO | SYSTEM | epoch=46 time=19.29s lr=0.000125mask_ratio_lastbatch=0.115785
INFO | SYSTEM | epoch=47 time=19.25s lr=0.000125mask_ratio_lastbatch=0.104613
INFO | SYSTEM | epoch=48 time=19.28s lr=0.000125mask_ratio_lastbatch=0.102604
INFO | SYSTEM | epoch=49 time=19.27s lr=0.000125mask_ratio_lastbatch=0.089714
INFO | SYSTEM | epoch=50 time=19.27s lr=0.000125mask_ratio_lastbatch=0.105128
INFO | SYSTEM | epoch=51 time=19.23s lr=0.000125mask_ratio_lastbatch=0.101860
INFO | SYSTEM | epoch=52 time=19.28s lr=6.25e-05mask_ratio_lastbatch=0.100670
INFO | SYSTEM | epoch=53 time=19.27s lr=6.25e-05mask_ratio_lastbatch=0.115451
INFO | SYSTEM | epoch=54 time=19.23s lr=6.25e-05mask_ratio_lastbatch=0.115625
INFO | SYSTEM | epoch=55 time=19.26s lr=6.25e-05mask_ratio_lastbatch=0.111058
INFO | SYSTEM | epoch=56 time=19.35s lr=6.25e-05mask_ratio_lastbatch=0.123524
INFO | SYSTEM | epoch=57 time=19.36s lr=6.25e-05mask_ratio_lastbatch=0.113061
INFO | SYSTEM | epoch=58 time=19.38s lr=6.25e-05mask_ratio_lastbatch=0.114984
INFO | SYSTEM | epoch=59 time=19.29s lr=6.25e-05mask_ratio_lastbatch=0.103199
INFO | SYSTEM | epoch=60 time=19.25s lr=6.25e-05mask_ratio_lastbatch=0.115538
INFO | SYSTEM | epoch=61 time=19.21s lr=6.25e-05mask_ratio_lastbatch=0.109776
INFO | SYSTEM | epoch=62 time=19.23s lr=3.125e-05mask_ratio_lastbatch=0.109856
INFO | SYSTEM | epoch=63 time=19.26s lr=3.125e-05mask_ratio_lastbatch=0.112580
